propertyid,tenantid,service_category,charge_amount_gbp,quarter,year,period_start,period_end,payment_status,payment_date,property_type,estateid,blockid
287,229.0,Cleaning (Communal Areas),152,1,2025,2025-01-01,2025-05-30,Paid,2025-06-29,Flat,,19.0
287,229.0,Lift Maintenance,143,1,2025,2025-01-01,2025-05-30,Paid,2025-06-20,Flat,,19.0
287,229.0,Building Repairs,196,1,2025,2025-01-01,2025-05-30,Paid,2025-06-04,Flat,,19.0
287,229.0,Management Fee,85,1,2025,2025-01-01,2025-05-30,Disputed,,Flat,,19.0
287,229.0,Security Systems,72,1,2025,2025-01-01,2025-05-30,Paid,2025-06-14,Flat,,19.0
287,229.0,Electricity (Communal Areas),121,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,,19.0
287,229.0,Water (Communal Areas),49,1,2025,2025-01-01,2025-05-30,Paid,2025-05-31,Flat,,19.0
287,229.0,Sinking Fund,205,1,2025,2025-01-01,2025-05-30,Paid,2025-06-18,Flat,,19.0
290,287.0,Building Insurance,154,2,2023,2023-04-01,2023-08-30,Paid,2023-09-12,Flat,,18.0
290,287.0,Grounds Maintenance,123,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,Flat,,18.0
290,287.0,Cleaning (Communal Areas),178,2,2023,2023-04-01,2023-08-30,Paid,2023-09-09,Flat,,18.0
290,287.0,Lift Maintenance,122,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,,18.0
290,287.0,Building Repairs,241,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,,18.0
290,287.0,Management Fee,87,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,,18.0
290,287.0,Security Systems,76,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,,18.0
290,287.0,Electricity (Communal Areas),98,2,2023,2023-04-01,2023-08-30,Paid,2023-09-16,Flat,,18.0
290,287.0,Water (Communal Areas),56,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,,18.0
290,287.0,Sinking Fund,205,2,2023,2023-04-01,2023-08-30,Paid,2023-09-09,Flat,,18.0
290,287.0,Building Insurance,174,3,2023,2023-07-01,2023-11-30,Paid,2023-12-30,Flat,,18.0
290,287.0,Grounds Maintenance,98,3,2023,2023-07-01,2023-11-30,Paid,2023-12-14,Flat,,18.0
290,287.0,Cleaning (Communal Areas),172,3,2023,2023-07-01,2023-11-30,Paid,2023-12-26,Flat,,18.0
290,287.0,Lift Maintenance,118,3,2023,2023-07-01,2023-11-30,Paid,2023-12-08,Flat,,18.0
290,287.0,Building Repairs,200,3,2023,2023-07-01,2023-11-30,Paid,2023-12-18,Flat,,18.0
290,287.0,Management Fee,96,3,2023,2023-07-01,2023-11-30,Overdue,,Flat,,18.0
290,287.0,Security Systems,73,3,2023,2023-07-01,2023-11-30,Paid,2023-12-04,Flat,,18.0
290,287.0,Electricity (Communal Areas),119,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,Flat,,18.0
290,287.0,Water (Communal Areas),61,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,,18.0
290,287.0,Sinking Fund,160,3,2023,2023-07-01,2023-11-30,Paid,2023-12-03,Flat,,18.0
290,287.0,Building Insurance,169,4,2023,2023-10-01,2023-12-31,Paid,2024-01-20,Flat,,18.0
290,287.0,Grounds Maintenance,95,4,2023,2023-10-01,2023-12-31,Paid,2024-01-04,Flat,,18.0
290,287.0,Cleaning (Communal Areas),153,4,2023,2023-10-01,2023-12-31,Paid,2024-01-14,Flat,,18.0
290,287.0,Lift Maintenance,153,4,2023,2023-10-01,2023-12-31,Disputed,,Flat,,18.0
290,287.0,Building Repairs,241,4,2023,2023-10-01,2023-12-31,Paid,2024-01-18,Flat,,18.0
290,287.0,Management Fee,84,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,,18.0
290,287.0,Security Systems,82,4,2023,2023-10-01,2023-12-31,Paid,2024-01-01,Flat,,18.0
290,287.0,Electricity (Communal Areas),118,4,2023,2023-10-01,2023-12-31,Paid,2024-01-06,Flat,,18.0
290,287.0,Water (Communal Areas),60,4,2023,2023-10-01,2023-12-31,Disputed,,Flat,,18.0
290,287.0,Sinking Fund,178,4,2023,2023-10-01,2023-12-31,Paid,2024-01-13,Flat,,18.0
290,287.0,Building Insurance,157,1,2024,2024-01-01,2024-05-30,Paid,2024-06-24,Flat,,18.0
290,287.0,Grounds Maintenance,92,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,18.0
290,287.0,Cleaning (Communal Areas),156,1,2024,2024-01-01,2024-05-30,Paid,2024-06-11,Flat,,18.0
290,287.0,Lift Maintenance,140,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,Flat,,18.0
290,287.0,Building Repairs,202,1,2024,2024-01-01,2024-05-30,Paid,2024-06-14,Flat,,18.0
290,287.0,Management Fee,91,1,2024,2024-01-01,2024-05-30,Paid,2024-06-17,Flat,,18.0
290,287.0,Security Systems,72,1,2024,2024-01-01,2024-05-30,Paid,2024-06-01,Flat,,18.0
290,287.0,Electricity (Communal Areas),106,1,2024,2024-01-01,2024-05-30,Paid,2024-06-01,Flat,,18.0
290,287.0,Water (Communal Areas),59,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,18.0
290,287.0,Sinking Fund,165,1,2024,2024-01-01,2024-05-30,Paid,2024-06-15,Flat,,18.0
290,287.0,Building Insurance,193,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,18.0
290,287.0,Grounds Maintenance,123,2,2024,2024-04-01,2024-08-30,Paid,2024-09-02,Flat,,18.0
290,287.0,Cleaning (Communal Areas),147,2,2024,2024-04-01,2024-08-30,Paid,2024-09-06,Flat,,18.0
290,287.0,Lift Maintenance,116,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,18.0
290,287.0,Building Repairs,201,2,2024,2024-04-01,2024-08-30,Paid,2024-09-16,Flat,,18.0
290,287.0,Management Fee,93,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,,18.0
290,287.0,Security Systems,75,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,18.0
290,287.0,Electricity (Communal Areas),115,2,2024,2024-04-01,2024-08-30,Pending,,Flat,,18.0
290,287.0,Water (Communal Areas),57,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,,18.0
290,287.0,Sinking Fund,161,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,,18.0
290,287.0,Building Insurance,178,3,2024,2024-07-01,2024-11-30,Paid,2024-12-02,Flat,,18.0
290,287.0,Grounds Maintenance,117,3,2024,2024-07-01,2024-11-30,Paid,2024-12-24,Flat,,18.0
290,287.0,Cleaning (Communal Areas),165,3,2024,2024-07-01,2024-11-30,Paid,2024-12-19,Flat,,18.0
290,287.0,Lift Maintenance,137,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,,18.0
290,287.0,Building Repairs,198,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,,18.0
290,287.0,Management Fee,93,3,2024,2024-07-01,2024-11-30,Disputed,,Flat,,18.0
290,287.0,Security Systems,74,3,2024,2024-07-01,2024-11-30,Paid,2024-12-16,Flat,,18.0
290,287.0,Electricity (Communal Areas),122,3,2024,2024-07-01,2024-11-30,Paid,2024-12-27,Flat,,18.0
290,287.0,Water (Communal Areas),57,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,,18.0
290,287.0,Sinking Fund,183,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,,18.0
290,287.0,Building Insurance,204,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,18.0
290,287.0,Grounds Maintenance,100,4,2024,2024-10-01,2024-12-31,Paid,2025-01-18,Flat,,18.0
290,287.0,Cleaning (Communal Areas),172,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,,18.0
290,287.0,Lift Maintenance,146,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,18.0
290,287.0,Building Repairs,242,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,18.0
290,287.0,Management Fee,85,4,2024,2024-10-01,2024-12-31,Paid,2025-01-22,Flat,,18.0
290,287.0,Security Systems,67,4,2024,2024-10-01,2024-12-31,Paid,2025-01-11,Flat,,18.0
290,287.0,Electricity (Communal Areas),107,4,2024,2024-10-01,2024-12-31,Paid,2025-01-29,Flat,,18.0
290,287.0,Water (Communal Areas),52,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,18.0
290,287.0,Sinking Fund,174,4,2024,2024-10-01,2024-12-31,Paid,2025-01-22,Flat,,18.0
290,287.0,Building Insurance,190,1,2025,2025-01-01,2025-05-30,Pending,,Flat,,18.0
290,287.0,Grounds Maintenance,112,1,2025,2025-01-01,2025-05-30,Pending,,Flat,,18.0
290,287.0,Cleaning (Communal Areas),168,1,2025,2025-01-01,2025-05-30,Paid,2025-06-16,Flat,,18.0
290,287.0,Lift Maintenance,143,1,2025,2025-01-01,2025-05-30,Paid,2025-06-05,Flat,,18.0
290,287.0,Building Repairs,248,1,2025,2025-01-01,2025-05-30,Paid,2025-06-02,Flat,,18.0
290,287.0,Management Fee,82,1,2025,2025-01-01,2025-05-30,Paid,2025-06-16,Flat,,18.0
290,287.0,Security Systems,67,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,,18.0
290,287.0,Electricity (Communal Areas),99,1,2025,2025-01-01,2025-05-30,Paid,2025-06-09,Flat,,18.0
290,287.0,Water (Communal Areas),60,1,2025,2025-01-01,2025-05-30,Paid,2025-06-17,Flat,,18.0
290,287.0,Sinking Fund,159,1,2025,2025-01-01,2025-05-30,Disputed,,Flat,,18.0
291,74.0,Building Insurance,191,2,2023,2023-04-01,2023-08-30,Paid,2023-09-18,Flat,,18.0
291,74.0,Grounds Maintenance,105,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,18.0
291,74.0,Cleaning (Communal Areas),139,2,2023,2023-04-01,2023-08-30,Paid,2023-08-31,Flat,,18.0
291,74.0,Lift Maintenance,155,2,2023,2023-04-01,2023-08-30,Paid,2023-09-08,Flat,,18.0
291,74.0,Building Repairs,230,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,,18.0
291,74.0,Management Fee,84,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,,18.0
291,74.0,Security Systems,65,2,2023,2023-04-01,2023-08-30,Paid,2023-09-26,Flat,,18.0
291,74.0,Electricity (Communal Areas),111,2,2023,2023-04-01,2023-08-30,Paid,2023-09-28,Flat,,18.0
291,74.0,Water (Communal Areas),56,2,2023,2023-04-01,2023-08-30,Paid,2023-09-22,Flat,,18.0
291,74.0,Sinking Fund,181,2,2023,2023-04-01,2023-08-30,Disputed,,Flat,,18.0
291,74.0,Building Insurance,188,3,2023,2023-07-01,2023-11-30,Paid,2023-12-04,Flat,,18.0
291,74.0,Grounds Maintenance,118,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,,18.0
291,74.0,Cleaning (Communal Areas),156,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,,18.0
291,74.0,Lift Maintenance,154,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,18.0
291,74.0,Building Repairs,210,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,Flat,,18.0
291,74.0,Management Fee,91,3,2023,2023-07-01,2023-11-30,Paid,2023-12-28,Flat,,18.0
291,74.0,Security Systems,64,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,18.0
291,74.0,Electricity (Communal Areas),113,3,2023,2023-07-01,2023-11-30,Paid,2023-12-08,Flat,,18.0
291,74.0,Water (Communal Areas),54,3,2023,2023-07-01,2023-11-30,Paid,2023-12-01,Flat,,18.0
291,74.0,Sinking Fund,206,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,,18.0
291,74.0,Building Insurance,191,4,2023,2023-10-01,2023-12-31,Paid,2024-01-02,Flat,,18.0
291,74.0,Grounds Maintenance,100,4,2023,2023-10-01,2023-12-31,Paid,2024-01-06,Flat,,18.0
291,74.0,Cleaning (Communal Areas),146,4,2023,2023-10-01,2023-12-31,Pending,,Flat,,18.0
291,74.0,Lift Maintenance,128,4,2023,2023-10-01,2023-12-31,Paid,2024-01-23,Flat,,18.0
291,74.0,Building Repairs,213,4,2023,2023-10-01,2023-12-31,Paid,2024-01-29,Flat,,18.0
291,74.0,Management Fee,98,4,2023,2023-10-01,2023-12-31,Paid,2024-01-12,Flat,,18.0
291,74.0,Security Systems,63,4,2023,2023-10-01,2023-12-31,Paid,2024-01-11,Flat,,18.0
291,74.0,Electricity (Communal Areas),108,4,2023,2023-10-01,2023-12-31,Paid,2024-01-26,Flat,,18.0
291,74.0,Water (Communal Areas),48,4,2023,2023-10-01,2023-12-31,Paid,2024-01-25,Flat,,18.0
291,74.0,Sinking Fund,168,4,2023,2023-10-01,2023-12-31,Paid,2024-01-27,Flat,,18.0
291,74.0,Building Insurance,180,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,18.0
291,74.0,Grounds Maintenance,95,1,2024,2024-01-01,2024-05-30,Paid,2024-06-21,Flat,,18.0
291,74.0,Cleaning (Communal Areas),182,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,Flat,,18.0
291,74.0,Lift Maintenance,119,1,2024,2024-01-01,2024-05-30,Paid,2024-06-05,Flat,,18.0
291,74.0,Building Repairs,247,1,2024,2024-01-01,2024-05-30,Paid,2024-06-10,Flat,,18.0
291,74.0,Management Fee,91,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,18.0
291,74.0,Security Systems,80,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,18.0
291,74.0,Electricity (Communal Areas),114,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,18.0
291,74.0,Water (Communal Areas),55,1,2024,2024-01-01,2024-05-30,Paid,2024-06-29,Flat,,18.0
291,74.0,Sinking Fund,160,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,18.0
291,74.0,Building Insurance,158,2,2024,2024-04-01,2024-08-30,Paid,2024-09-04,Flat,,18.0
291,74.0,Grounds Maintenance,98,2,2024,2024-04-01,2024-08-30,Paid,2024-09-07,Flat,,18.0
291,74.0,Cleaning (Communal Areas),181,2,2024,2024-04-01,2024-08-30,Paid,2024-09-18,Flat,,18.0
291,74.0,Lift Maintenance,154,2,2024,2024-04-01,2024-08-30,Paid,2024-09-16,Flat,,18.0
291,74.0,Building Repairs,231,2,2024,2024-04-01,2024-08-30,Paid,2024-09-08,Flat,,18.0
291,74.0,Management Fee,102,2,2024,2024-04-01,2024-08-30,Paid,2024-09-27,Flat,,18.0
291,74.0,Security Systems,64,2,2024,2024-04-01,2024-08-30,Paid,2024-09-13,Flat,,18.0
291,74.0,Electricity (Communal Areas),99,2,2024,2024-04-01,2024-08-30,Paid,2024-09-15,Flat,,18.0
291,74.0,Water (Communal Areas),59,2,2024,2024-04-01,2024-08-30,Paid,2024-09-04,Flat,,18.0
291,74.0,Sinking Fund,177,2,2024,2024-04-01,2024-08-30,Paid,2024-09-18,Flat,,18.0
291,74.0,Building Insurance,163,3,2024,2024-07-01,2024-11-30,Paid,2024-12-21,Flat,,18.0
291,74.0,Grounds Maintenance,110,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,,18.0
291,74.0,Cleaning (Communal Areas),163,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,,18.0
291,74.0,Lift Maintenance,154,3,2024,2024-07-01,2024-11-30,Paid,2024-12-28,Flat,,18.0
291,74.0,Building Repairs,233,3,2024,2024-07-01,2024-11-30,Pending,,Flat,,18.0
291,74.0,Management Fee,91,3,2024,2024-07-01,2024-11-30,Paid,2024-12-22,Flat,,18.0
291,74.0,Security Systems,81,3,2024,2024-07-01,2024-11-30,Paid,2024-12-12,Flat,,18.0
291,74.0,Electricity (Communal Areas),123,3,2024,2024-07-01,2024-11-30,Paid,2024-12-27,Flat,,18.0
291,74.0,Water (Communal Areas),58,3,2024,2024-07-01,2024-11-30,Paid,2024-12-16,Flat,,18.0
291,74.0,Sinking Fund,166,3,2024,2024-07-01,2024-11-30,Paid,2024-12-21,Flat,,18.0
291,74.0,Building Insurance,183,4,2024,2024-10-01,2024-12-31,Paid,2025-01-17,Flat,,18.0
291,74.0,Grounds Maintenance,97,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,,18.0
291,74.0,Cleaning (Communal Areas),172,4,2024,2024-10-01,2024-12-31,Paid,2025-01-27,Flat,,18.0
291,74.0,Lift Maintenance,135,4,2024,2024-10-01,2024-12-31,Paid,2025-01-29,Flat,,18.0
291,74.0,Building Repairs,249,4,2024,2024-10-01,2024-12-31,Pending,,Flat,,18.0
291,74.0,Management Fee,85,4,2024,2024-10-01,2024-12-31,Paid,2025-01-09,Flat,,18.0
291,74.0,Security Systems,78,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,,18.0
291,74.0,Electricity (Communal Areas),107,4,2024,2024-10-01,2024-12-31,Paid,2025-01-10,Flat,,18.0
291,74.0,Water (Communal Areas),48,4,2024,2024-10-01,2024-12-31,Paid,2025-01-14,Flat,,18.0
291,74.0,Sinking Fund,165,4,2024,2024-10-01,2024-12-31,Paid,2025-01-27,Flat,,18.0
291,74.0,Building Insurance,194,1,2025,2025-01-01,2025-05-30,Paid,2025-06-29,Flat,,18.0
291,74.0,Grounds Maintenance,95,1,2025,2025-01-01,2025-05-30,Paid,2025-06-16,Flat,,18.0
291,74.0,Cleaning (Communal Areas),173,1,2025,2025-01-01,2025-05-30,Paid,2025-06-07,Flat,,18.0
291,74.0,Lift Maintenance,126,1,2025,2025-01-01,2025-05-30,Paid,2025-06-08,Flat,,18.0
291,74.0,Building Repairs,198,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,Flat,,18.0
291,74.0,Management Fee,79,1,2025,2025-01-01,2025-05-30,Paid,2025-06-06,Flat,,18.0
291,74.0,Security Systems,62,1,2025,2025-01-01,2025-05-30,Paid,2025-06-27,Flat,,18.0
291,74.0,Electricity (Communal Areas),104,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,,18.0
291,74.0,Water (Communal Areas),57,1,2025,2025-01-01,2025-05-30,Paid,2025-06-21,Flat,,18.0
291,74.0,Sinking Fund,192,1,2025,2025-01-01,2025-05-30,Paid,2025-06-08,Flat,,18.0
292,290.0,Building Repairs,286,2,2023,2023-04-01,2023-08-30,Overdue,,House,,20.0
292,290.0,Grounds Maintenance,121,2,2023,2023-04-01,2023-08-30,Paid,2023-09-09,House,,20.0
292,290.0,Sinking Fund,216,2,2023,2023-04-01,2023-08-30,Overdue,,House,,20.0
292,290.0,Building Repairs,279,3,2023,2023-07-01,2023-11-30,Paid,2023-12-18,House,,20.0
292,290.0,Grounds Maintenance,116,3,2023,2023-07-01,2023-11-30,Paid,2023-12-05,House,,20.0
292,290.0,Sinking Fund,184,3,2023,2023-07-01,2023-11-30,Paid,2023-12-29,House,,20.0
292,290.0,Building Repairs,232,4,2023,2023-10-01,2023-12-31,Paid,2024-01-15,House,,20.0
292,290.0,Grounds Maintenance,107,4,2023,2023-10-01,2023-12-31,Overdue,,House,,20.0
292,290.0,Sinking Fund,200,4,2023,2023-10-01,2023-12-31,Paid,2024-01-03,House,,20.0
292,290.0,Building Repairs,272,1,2024,2024-01-01,2024-05-30,Paid,2024-06-13,House,,20.0
292,290.0,Grounds Maintenance,133,1,2024,2024-01-01,2024-05-30,Paid,2024-06-12,House,,20.0
292,290.0,Sinking Fund,179,1,2024,2024-01-01,2024-05-30,Paid,2024-06-18,House,,20.0
292,290.0,Building Repairs,218,2,2024,2024-04-01,2024-08-30,Paid,2024-09-21,House,,20.0
292,290.0,Grounds Maintenance,137,2,2024,2024-04-01,2024-08-30,Paid,2024-09-29,House,,20.0
292,290.0,Sinking Fund,188,2,2024,2024-04-01,2024-08-30,Paid,2024-09-23,House,,20.0
292,290.0,Building Repairs,265,3,2024,2024-07-01,2024-11-30,Pending,,House,,20.0
292,290.0,Grounds Maintenance,104,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,House,,20.0
292,290.0,Sinking Fund,196,3,2024,2024-07-01,2024-11-30,Paid,2024-12-13,House,,20.0
292,290.0,Building Repairs,244,4,2024,2024-10-01,2024-12-31,Pending,,House,,20.0
292,290.0,Grounds Maintenance,135,4,2024,2024-10-01,2024-12-31,Paid,2025-01-15,House,,20.0
292,290.0,Sinking Fund,178,4,2024,2024-10-01,2024-12-31,Paid,2025-01-26,House,,20.0
292,290.0,Building Repairs,240,1,2025,2025-01-01,2025-05-30,Paid,2025-06-06,House,,20.0
292,290.0,Grounds Maintenance,132,1,2025,2025-01-01,2025-05-30,Paid,2025-06-08,House,,20.0
292,290.0,Sinking Fund,214,1,2025,2025-01-01,2025-05-30,Overdue,,House,,20.0
293,362.0,Building Insurance,188,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,22.0
293,362.0,Grounds Maintenance,102,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,,22.0
293,362.0,Cleaning (Communal Areas),183,2,2023,2023-04-01,2023-08-30,Paid,2023-09-02,Flat,,22.0
293,362.0,Lift Maintenance,148,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,22.0
293,362.0,Building Repairs,247,2,2023,2023-04-01,2023-08-30,Paid,2023-09-11,Flat,,22.0
293,362.0,Management Fee,87,2,2023,2023-04-01,2023-08-30,Overdue,,Flat,,22.0
293,362.0,Security Systems,67,2,2023,2023-04-01,2023-08-30,Paid,2023-09-10,Flat,,22.0
293,362.0,Electricity (Communal Areas),105,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,,22.0
293,362.0,Water (Communal Areas),51,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,,22.0
293,362.0,Sinking Fund,205,2,2023,2023-04-01,2023-08-30,Pending,,Flat,,22.0
293,362.0,Building Insurance,161,3,2023,2023-07-01,2023-11-30,Overdue,,Flat,,22.0
293,362.0,Grounds Maintenance,92,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,,22.0
293,362.0,Cleaning (Communal Areas),139,3,2023,2023-07-01,2023-11-30,Paid,2023-12-17,Flat,,22.0
293,362.0,Lift Maintenance,146,3,2023,2023-07-01,2023-11-30,Paid,2023-12-12,Flat,,22.0
293,362.0,Building Repairs,230,3,2023,2023-07-01,2023-11-30,Paid,2023-12-19,Flat,,22.0
293,362.0,Management Fee,98,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,22.0
293,362.0,Security Systems,80,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,Flat,,22.0
293,362.0,Electricity (Communal Areas),120,3,2023,2023-07-01,2023-11-30,Paid,2023-12-15,Flat,,22.0
293,362.0,Water (Communal Areas),53,3,2023,2023-07-01,2023-11-30,Paid,2023-12-23,Flat,,22.0
293,362.0,Sinking Fund,191,3,2023,2023-07-01,2023-11-30,Pending,,Flat,,22.0
293,362.0,Building Insurance,200,4,2023,2023-10-01,2023-12-31,Paid,2024-01-28,Flat,,22.0
293,362.0,Grounds Maintenance,119,4,2023,2023-10-01,2023-12-31,Paid,2024-01-17,Flat,,22.0
293,362.0,Cleaning (Communal Areas),169,4,2023,2023-10-01,2023-12-31,Paid,2024-01-27,Flat,,22.0
293,362.0,Lift Maintenance,136,4,2023,2023-10-01,2023-12-31,Paid,2024-01-14,Flat,,22.0
293,362.0,Building Repairs,237,4,2023,2023-10-01,2023-12-31,Paid,2024-01-21,Flat,,22.0
293,362.0,Management Fee,90,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,,22.0
293,362.0,Security Systems,77,4,2023,2023-10-01,2023-12-31,Pending,,Flat,,22.0
293,362.0,Electricity (Communal Areas),98,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,,22.0
293,362.0,Water (Communal Areas),49,4,2023,2023-10-01,2023-12-31,Paid,2024-01-22,Flat,,22.0
293,362.0,Sinking Fund,198,4,2023,2023-10-01,2023-12-31,Paid,2024-01-07,Flat,,22.0
293,362.0,Building Insurance,160,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,22.0
293,362.0,Grounds Maintenance,114,1,2024,2024-01-01,2024-05-30,Paid,2024-06-22,Flat,,22.0
293,362.0,Cleaning (Communal Areas),149,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,22.0
293,362.0,Lift Maintenance,137,1,2024,2024-01-01,2024-05-30,Pending,,Flat,,22.0
293,362.0,Building Repairs,192,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,Flat,,22.0
293,362.0,Management Fee,78,1,2024,2024-01-01,2024-05-30,Paid,2024-06-26,Flat,,22.0
293,362.0,Security Systems,80,1,2024,2024-01-01,2024-05-30,Paid,2024-06-09,Flat,,22.0
293,362.0,Electricity (Communal Areas),119,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,,22.0
293,362.0,Water (Communal Areas),57,1,2024,2024-01-01,2024-05-30,Paid,2024-05-31,Flat,,22.0
293,362.0,Sinking Fund,159,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,Flat,,22.0
293,362.0,Building Insurance,171,2,2024,2024-04-01,2024-08-30,Paid,2024-08-31,Flat,,22.0
293,362.0,Grounds Maintenance,97,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,Flat,,22.0
293,362.0,Cleaning (Communal Areas),161,2,2024,2024-04-01,2024-08-30,Paid,2024-09-26,Flat,,22.0
293,362.0,Lift Maintenance,147,2,2024,2024-04-01,2024-08-30,Paid,2024-09-10,Flat,,22.0
293,362.0,Building Repairs,232,2,2024,2024-04-01,2024-08-30,Paid,2024-09-29,Flat,,22.0
293,362.0,Management Fee,89,2,2024,2024-04-01,2024-08-30,Paid,2024-08-31,Flat,,22.0
293,362.0,Security Systems,67,2,2024,2024-04-01,2024-08-30,Paid,2024-09-19,Flat,,22.0
293,362.0,Electricity (Communal Areas),120,2,2024,2024-04-01,2024-08-30,Paid,2024-09-24,Flat,,22.0
293,362.0,Water (Communal Areas),55,2,2024,2024-04-01,2024-08-30,Paid,2024-09-24,Flat,,22.0
293,362.0,Sinking Fund,163,2,2024,2024-04-01,2024-08-30,Paid,2024-09-28,Flat,,22.0
293,362.0,Building Insurance,167,3,2024,2024-07-01,2024-11-30,Paid,2024-12-07,Flat,,22.0
293,362.0,Grounds Maintenance,104,3,2024,2024-07-01,2024-11-30,Paid,2024-12-30,Flat,,22.0
293,362.0,Cleaning (Communal Areas),184,3,2024,2024-07-01,2024-11-30,Paid,2024-12-23,Flat,,22.0
293,362.0,Lift Maintenance,123,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,,22.0
293,362.0,Building Repairs,237,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,,22.0
293,362.0,Management Fee,89,3,2024,2024-07-01,2024-11-30,Paid,2024-12-11,Flat,,22.0
293,362.0,Security Systems,65,3,2024,2024-07-01,2024-11-30,Paid,2024-12-30,Flat,,22.0
293,362.0,Electricity (Communal Areas),114,3,2024,2024-07-01,2024-11-30,Paid,2024-12-30,Flat,,22.0
293,362.0,Water (Communal Areas),57,3,2024,2024-07-01,2024-11-30,Paid,2024-12-13,Flat,,22.0
293,362.0,Sinking Fund,187,3,2024,2024-07-01,2024-11-30,Paid,2024-12-09,Flat,,22.0
293,362.0,Building Insurance,191,4,2024,2024-10-01,2024-12-31,Paid,2025-01-15,Flat,,22.0
293,362.0,Grounds Maintenance,122,4,2024,2024-10-01,2024-12-31,Paid,2025-01-03,Flat,,22.0
293,362.0,Cleaning (Communal Areas),170,4,2024,2024-10-01,2024-12-31,Paid,2025-01-23,Flat,,22.0
293,362.0,Lift Maintenance,120,4,2024,2024-10-01,2024-12-31,Paid,2025-01-06,Flat,,22.0
