compliance_id,propertyid,compliance_type,last_inspection_date,next_due_date,days_until_due,status,risk_level,responsible_person,regulatory_body,certificate_reference,notes,remedial_actions_required,property_type,is_higher_risk,property_age_years,blockid,estateid,patchid
2143,213,Fire Alarm System Test,2024-11-21,2025-05-20,22,Compliant,High,Ruth Wilson,Building Safety Regulator,FIR-eo967rJ-2024,,,Block of Flats,False,34.0,6.0,4.0,5.0
2144,213,Fire Extinguisher Inspection,2024-06-19,2025-06-14,47,Due Soon,Medium,Sarah Lawson,Local Authority Building Control,FIR-XG022Kv-2024,,,Block of Flats,False,34.0,6.0,4.0,5.0
2145,213,Smoke/Heat Detector Test,2025-03-13,2026-03-08,314,Due Soon,High,Frank Glover-Watson,Local Authority Building Control,SMO-Af270pp-2025,Reminder sent to property manager.,,Block of Flats,False,34.0,6.0,4.0,5.0
2146,213,Water Risk Assessment,2024-10-08,2026-09-28,518,Compliant,Low,Carly Higgins,Building Safety Regulator,WAT-ta325AD-2024,,,Block of Flats,False,34.0,6.0,4.0,5.0
2147,214,Fire Risk Assessment,2024-05-17,2025-05-12,14,Due Soon,Low,Victoria Watts-Begum,Health and Safety Executive,FIR-Hc537Gj-2024,Renewal process initiated.,Contact approved contractor for assessment.,House,False,35.0,17.0,10.0,7.0
2148,214,Gas Safety Certificate,2024-07-25,2025-07-20,83,Compliant,Low,Lesley Brown,Local Authority Building Control,GAS-Ab179Wt-2024,,,House,False,35.0,17.0,10.0,7.0
2149,214,Electrical Installation Condition Report,2024-04-10,2029-03-15,1417,Compliant,Low,Kenneth Harper,Local Authority Building Control,ELE-pL610YS-2024,Fully compliant with current regulations.,,House,False,35.0,17.0,10.0,7.0
2150,214,Asbestos Survey,2023-07-13,2025-07-02,65,Compliant,Medium,Yvonne West-Lewis,Building Safety Regulator,ASB-es242eC-2023,,,House,False,35.0,17.0,10.0,7.0
2151,214,Legionella Risk Assessment,2025-04-21,2027-04-11,713,Compliant,Low,Gillian Heath,Regulator of Social Housing,LEG-lG843lF-2025,,,House,False,35.0,17.0,10.0,7.0
2152,214,Emergency Lighting Test,2025-03-27,2026-03-22,328,Compliant,Low,Frank Smith,Regulator of Social Housing,EME-zP399wh-2025,Minor recommendations noted for future reference.,,House,False,35.0,17.0,10.0,7.0
2153,214,Fire Alarm System Test,2025-01-04,2025-07-03,66,Due Soon,High,Georgia Thompson-Norman,Health and Safety Executive,FIR-Cm977ls-2025,Contractor appointment pending.,,House,False,35.0,17.0,10.0,7.0
2154,214,Fire Extinguisher Inspection,2024-07-11,2025-07-06,69,Compliant,Critical,Jayne Smith,Fire and Rescue Authority,FIR-fL753rw-2024,,,House,False,35.0,17.0,10.0,7.0
2155,214,Smoke/Heat Detector Test,2024-08-16,2025-08-11,105,Compliant,Medium,Jack Harding,Building Safety Regulator,SMO-pS226aP-2024,,,House,False,35.0,17.0,10.0,7.0
2156,214,Water Risk Assessment,2023-09-05,2025-08-25,119,Compliant,Low,Mr Guy Robinson,Building Safety Regulator,WAT-Yl569cm-2023,,,House,False,35.0,17.0,10.0,7.0
2157,215,Fire Risk Assessment,2024-10-04,2025-09-29,154,Compliant,Critical,Ms Shannon Wheeler,Building Safety Regulator,FIR-is300et-2024,,,Flat,False,35.0,9.0,5.0,
2158,215,Gas Safety Certificate,2024-09-26,2025-09-21,146,Compliant,High,Jay Baker,Local Authority Building Control,GAS-yb557rG-2024,,,Flat,False,35.0,9.0,5.0,
2159,215,Electrical Installation Condition Report,2025-02-11,2030-01-16,1724,Compliant,High,Dr Natalie Ward,Health and Safety Executive,ELE-fB794Vw-2025,,,Flat,False,35.0,9.0,5.0,
2160,215,Asbestos Survey,2025-02-10,2027-01-31,643,Compliant,Critical,Leslie Brooks,Local Authority Building Control,ASB-ug543lN-2025,,,Flat,False,35.0,9.0,5.0,
2161,215,Lift Inspection,2025-03-09,2025-09-05,130,Compliant,Low,Ms Kate Greenwood,Fire and Rescue Authority,LIF-vb562to-2025,,,Flat,False,35.0,9.0,5.0,
2162,215,Emergency Lighting Test,2025-01-21,2026-01-16,263,Compliant,Low,Mr Howard Taylor,Regulator of Social Housing,EME-Vv565Kt-2025,,,Flat,False,35.0,9.0,5.0,
2163,215,Fire Alarm System Test,2024-12-25,2025-06-23,56,Compliant,High,Sylvia May,Health and Safety Executive,FIR-eL565sY-2024,,,Flat,False,35.0,9.0,5.0,
2164,215,Fire Extinguisher Inspection,2024-08-27,2025-08-22,116,Compliant,Critical,Kathryn Lee-Goodwin,Local Authority Building Control,FIR-SQ051pr-2024,,,Flat,False,35.0,9.0,5.0,
2165,215,Smoke/Heat Detector Test,2024-09-27,2025-09-22,147,Compliant,High,Suzanne Mason,Fire and Rescue Authority,SMO-Ax400pZ-2024,,,Flat,False,35.0,9.0,5.0,
2166,215,Water Risk Assessment,2023-08-04,2025-07-24,87,Compliant,Low,Danny Brookes,Health and Safety Executive,WAT-Nl053DS-2023,,,Flat,False,35.0,9.0,5.0,
2167,216,Fire Risk Assessment,2024-10-19,2025-10-14,169,Compliant,Low,Kimberley Burton,Local Authority Building Control,FIR-Nc263gy-2024,,,Flat,False,33.0,5.0,3.0,5.0
2168,216,Gas Safety Certificate,2024-09-12,2025-09-07,132,Compliant,Low,Mrs Megan Wilkins,Local Authority Building Control,GAS-VI796Su-2024,,,Flat,False,33.0,5.0,3.0,5.0
2169,216,Electrical Installation Condition Report,2020-06-08,2025-05-13,15,Due Soon,Low,Dr Donald Clements,Regulator of Social Housing,ELE-Qy872SA-2020,,,Flat,False,33.0,5.0,3.0,5.0
2170,216,Asbestos Survey,2023-09-15,2025-09-04,129,Compliant,Medium,Francesca Lewis,Regulator of Social Housing,ASB-yM905Rc-2023,All systems functioning correctly.,,Flat,False,33.0,5.0,3.0,5.0
2171,216,Legionella Risk Assessment,2024-07-09,2026-06-29,427,Compliant,High,Jacqueline Russell,Local Authority Building Control,LEG-Rc183fq-2024,,,Flat,False,33.0,5.0,3.0,5.0
2172,216,Lift Inspection,2025-02-24,2025-08-23,117,Compliant,High,Mr Terence Jones,Building Safety Regulator,LIF-ul581na-2025,,,Flat,False,33.0,5.0,3.0,5.0
2173,216,Emergency Lighting Test,2024-10-14,2025-10-09,164,Compliant,High,Barry Sims-Barnes,Housing Ombudsman,EME-kT090BX-2024,,,Flat,False,33.0,5.0,3.0,5.0
2174,216,Fire Alarm System Test,2025-02-19,2025-08-18,112,Compliant,Medium,Julie Perkins,Local Authority Building Control,FIR-DA651Iw-2025,,,Flat,False,33.0,5.0,3.0,5.0
2175,216,Fire Extinguisher Inspection,2025-03-29,2026-03-24,330,Compliant,Low,Wendy Perry,Local Authority Building Control,FIR-qn082Bo-2025,,,Flat,False,33.0,5.0,3.0,5.0
2176,216,Smoke/Heat Detector Test,2024-08-24,2025-08-19,113,Compliant,High,Dr Ashleigh Jordan,Fire and Rescue Authority,SMO-lb146oG-2024,,,Flat,False,33.0,5.0,3.0,5.0
2177,216,Water Risk Assessment,2023-10-27,2025-10-16,171,Compliant,Low,Guy Robinson,Regulator of Social Housing,WAT-pu491Kj-2023,Fully compliant with current regulations.,,Flat,False,33.0,5.0,3.0,5.0
2178,217,Fire Risk Assessment,2025-03-28,2026-03-23,329,Compliant,Low,Mrs Harriet Hamilton,Local Authority Building Control,FIR-wE370HA-2025,,,House,False,33.0,5.0,3.0,4.0
2179,217,Gas Safety Certificate,2024-10-18,2025-10-13,168,Compliant,Low,Justin Collins,Health and Safety Executive,GAS-rR815Qh-2024,,,House,False,33.0,5.0,3.0,4.0
2180,217,Electrical Installation Condition Report,2025-02-28,2030-02-02,1741,Compliant,Low,Alex Wright,Building Safety Regulator,ELE-tU058PG-2025,Minor recommendations noted for future reference.,,House,False,33.0,5.0,3.0,4.0
2181,217,Asbestos Survey,2024-09-12,2026-09-02,492,Compliant,Critical,Amy White,Housing Ombudsman,ASB-pe196qh-2024,Minor recommendations noted for future reference.,,House,False,33.0,5.0,3.0,4.0
2182,217,Legionella Risk Assessment,2024-07-22,2026-07-12,440,Compliant,Low,Rachael Tomlinson,Local Authority Building Control,LEG-FY107us-2024,,,House,False,33.0,5.0,3.0,4.0
2183,217,Emergency Lighting Test,2025-02-22,2026-02-17,295,Compliant,Low,Liam Blackburn,Health and Safety Executive,EME-rN870Ml-2025,Routine inspection completed successfully.,,House,False,33.0,5.0,3.0,4.0
2184,217,Fire Alarm System Test,2025-02-07,2025-08-06,100,Compliant,Low,Mrs Kate Herbert,Building Safety Regulator,FIR-hx626wS-2025,,,House,False,33.0,5.0,3.0,4.0
2185,217,Fire Extinguisher Inspection,2024-10-08,2025-10-03,158,Compliant,Medium,Lee Cook,Health and Safety Executive,FIR-dU496jx-2024,,,House,False,33.0,5.0,3.0,4.0
2186,217,Smoke/Heat Detector Test,2025-04-08,2026-04-03,340,Compliant,High,Nicola McDonald,Health and Safety Executive,SMO-ep417Hy-2025,,,House,False,33.0,5.0,3.0,4.0
2187,217,Water Risk Assessment,2025-02-18,2027-02-08,651,Compliant,Medium,Geoffrey Wood,Local Authority Building Control,WAT-Ik621FN-2025,,,House,False,33.0,5.0,3.0,4.0
2188,218,Fire Risk Assessment,2024-10-28,2025-10-23,178,Compliant,High,Mrs Lindsey Patel,Building Safety Regulator,FIR-DI266bg-2024,,,House,False,35.0,2.0,1.0,5.0
2189,218,Gas Safety Certificate,2025-03-28,2026-03-23,329,Compliant,Medium,Harriet Hunter,Regulator of Social Housing,GAS-gM966Nl-2025,,,House,False,35.0,2.0,1.0,5.0
2190,218,Electrical Installation Condition Report,2024-10-27,2029-10-01,1617,Compliant,Medium,Anna Ford,Building Safety Regulator,ELE-UF090lH-2024,Routine inspection completed successfully.,,House,False,35.0,2.0,1.0,5.0
2191,218,Asbestos Survey,2023-05-30,2025-05-19,21,Due Soon,Low,Jacob Barker-Arnold,Health and Safety Executive,ASB-Vk003BA-2023,,,House,False,35.0,2.0,1.0,5.0
2192,218,Legionella Risk Assessment,2024-09-02,2026-08-23,482,Compliant,Low,Mr Philip Rogers,Local Authority Building Control,LEG-kL977UU-2024,,,House,False,35.0,2.0,1.0,5.0
2193,218,Emergency Lighting Test,2024-05-20,2025-05-15,17,Due Soon,High,Natasha Douglas,Housing Ombudsman,EME-gI886Ti-2024,,,House,False,35.0,2.0,1.0,5.0
2194,218,Fire Alarm System Test,2024-12-09,2025-06-07,40,Compliant,Medium,Miss Megan Young,Health and Safety Executive,FIR-Bi082Uo-2024,,,House,False,35.0,2.0,1.0,5.0
2195,218,Fire Extinguisher Inspection,2024-05-04,2025-04-29,1,Overdue,Low,Dr Conor Hewitt,Housing Ombudsman,FIR-QC335on-2024,,Contact approved contractor for assessment.,House,False,35.0,2.0,1.0,5.0
2196,218,Smoke/Heat Detector Test,2025-04-25,2026-04-20,357,Compliant,Low,Julian Arnold,Regulator of Social Housing,SMO-xy081AY-2025,,,House,False,35.0,2.0,1.0,5.0
2197,218,Water Risk Assessment,2024-03-27,2026-03-17,323,Compliant,Low,Conor Smith-Peacock,Housing Ombudsman,WAT-OT313fO-2024,,,House,False,35.0,2.0,1.0,5.0
2198,219,Fire Risk Assessment,2024-10-09,2025-10-04,159,Compliant,High,Mr Lewis Griffiths,Health and Safety Executive,FIR-bV419rk-2024,,,Flat,False,35.0,17.0,10.0,8.0
2199,219,Gas Safety Certificate,2024-10-03,2025-09-28,153,Compliant,Medium,Danny Barry,Health and Safety Executive,GAS-sH505Vt-2024,No issues found.,,Flat,False,35.0,17.0,10.0,8.0
2200,219,Electrical Installation Condition Report,2025-01-16,2029-12-21,1698,Compliant,High,Dr Kyle Simpson,Regulator of Social Housing,ELE-pl548nl-2025,,,Flat,False,35.0,17.0,10.0,8.0
2201,219,Asbestos Survey,2023-08-30,2025-08-19,113,Compliant,Medium,Lisa Hughes,Fire and Rescue Authority,ASB-nO343xf-2023,,,Flat,False,35.0,17.0,10.0,8.0
2202,219,Legionella Risk Assessment,2024-08-13,2026-08-03,462,Compliant,Low,Mr Leon Ryan,Health and Safety Executive,LEG-uQ908zp-2024,,,Flat,False,35.0,17.0,10.0,8.0
2203,219,Lift Inspection,2025-02-02,2025-08-01,95,Compliant,Low,Julie Fisher,Regulator of Social Housing,LIF-mi294wT-2025,,,Flat,False,35.0,17.0,10.0,8.0
2204,219,Emergency Lighting Test,2024-06-24,2025-06-19,52,Compliant,Critical,Simon Hanson,Building Safety Regulator,EME-hj527On-2024,,,Flat,False,35.0,17.0,10.0,8.0
2205,219,Fire Alarm System Test,2024-11-09,2025-05-08,10,Due Soon,High,Louise Watson-Gilbert,Local Authority Building Control,FIR-Vv301zJ-2024,Reminder sent to property manager.,,Flat,False,35.0,17.0,10.0,8.0
2206,219,Fire Extinguisher Inspection,2025-04-23,2026-04-18,355,Compliant,Medium,Dr Shaun Cooper,Health and Safety Executive,FIR-QD343ZM-2025,,,Flat,False,35.0,17.0,10.0,8.0
2207,219,Smoke/Heat Detector Test,2025-02-06,2026-02-01,279,Compliant,Medium,Dr Martin Atkinson,Regulator of Social Housing,SMO-Le999yr-2025,Minor recommendations noted for future reference.,,Flat,False,35.0,17.0,10.0,8.0
2208,219,Water Risk Assessment,2024-07-16,2026-07-06,434,Compliant,Low,Gail Taylor,Health and Safety Executive,WAT-wv616SF-2024,,,Flat,False,35.0,17.0,10.0,8.0
2209,220,Gas Safety Certificate,2024-09-07,2025-09-02,127,Compliant,Low,Mrs Patricia Brookes,Local Authority Building Control,GAS-Kr072Kb-2024,No issues found.,,House,False,35.0,2.0,1.0,7.0
2210,220,Electrical Installation Condition Report,2025-01-29,2030-01-03,1711,Compliant,Critical,Joseph Morris-Smith,Local Authority Building Control,ELE-kX315rc-2025,,,House,False,35.0,2.0,1.0,7.0
2211,220,Asbestos Survey,2024-07-23,2026-07-13,441,Compliant,Medium,Luke Williams-Schofield,Regulator of Social Housing,ASB-Se933ta-2024,,,House,False,35.0,2.0,1.0,7.0
2212,220,Legionella Risk Assessment,2024-09-20,2026-09-10,500,Compliant,Medium,Karl Watkins,Health and Safety Executive,LEG-Qm757JM-2024,Minor recommendations noted for future reference.,,House,False,35.0,2.0,1.0,7.0
2213,220,Emergency Lighting Test,2025-04-22,2026-04-17,354,Compliant,Medium,Keith Singh,Health and Safety Executive,EME-SR275Bv-2025,,,House,False,35.0,2.0,1.0,7.0
2214,220,Fire Alarm System Test,2025-02-15,2025-08-14,108,Compliant,High,Yvonne Patel-Campbell,Local Authority Building Control,FIR-eb073uB-2025,,,House,False,35.0,2.0,1.0,7.0
2215,220,Smoke/Heat Detector Test,2024-12-29,2025-12-24,240,Compliant,High,Sandra Owen,Health and Safety Executive,SMO-kZ067PD-2024,,,House,False,35.0,2.0,1.0,7.0
2216,221,Fire Risk Assessment,2024-07-16,2025-07-11,74,Compliant,High,Philip Birch,Building Safety Regulator,FIR-oh671vb-2024,,,Flat,False,35.0,7.0,4.0,3.0
2217,221,Gas Safety Certificate,2024-12-03,2025-11-28,214,Compliant,High,Shaun Holmes,Housing Ombudsman,GAS-Ob810NC-2024,,,Flat,False,35.0,7.0,4.0,3.0
2218,221,Electrical Installation Condition Report,2023-03-26,2028-02-28,1036,Compliant,Medium,Allan Lynch,Fire and Rescue Authority,ELE-SV946iz-2023,,,Flat,False,35.0,7.0,4.0,3.0
2219,221,Asbestos Survey,2023-07-14,2025-07-03,66,Compliant,Low,Robert Smith,Local Authority Building Control,ASB-cV942fz-2023,,,Flat,False,35.0,7.0,4.0,3.0
2220,221,Legionella Risk Assessment,2024-11-30,2026-11-20,571,Compliant,Critical,Arthur Foster-Berry,Building Safety Regulator,LEG-LY735mh-2024,,,Flat,False,35.0,7.0,4.0,3.0
2221,221,Lift Inspection,2025-04-06,2025-10-03,158,Compliant,Critical,Gillian Richardson,Local Authority Building Control,LIF-Gi352oU-2025,,,Flat,False,35.0,7.0,4.0,3.0
2222,221,Emergency Lighting Test,2024-07-26,2025-07-21,84,Compliant,Medium,Amanda Pearce,Local Authority Building Control,EME-kv850qB-2024,,,Flat,False,35.0,7.0,4.0,3.0
2223,221,Fire Alarm System Test,2024-11-19,2025-05-18,20,Compliant,Critical,Frances Thompson,Regulator of Social Housing,FIR-ep600TK-2024,,,Flat,False,35.0,7.0,4.0,3.0
2224,221,Fire Extinguisher Inspection,2025-02-16,2026-02-11,289,Compliant,High,Angela Bentley,Local Authority Building Control,FIR-cD319OW-2025,,,Flat,False,35.0,7.0,4.0,3.0
2225,221,Smoke/Heat Detector Test,2025-03-02,2026-02-25,303,Compliant,High,Shane Elliott,Housing Ombudsman,SMO-az148gF-2025,No issues found.,,Flat,False,35.0,7.0,4.0,3.0
2226,221,Water Risk Assessment,2023-10-13,2025-10-02,157,Compliant,Low,Graeme Grant-Roberts,Local Authority Building Control,WAT-zZ293Mk-2023,,,Flat,False,35.0,7.0,4.0,3.0
2227,222,Fire Risk Assessment,2024-08-21,2025-08-16,110,Due Soon,High,George Anderson-Williams,Fire and Rescue Authority,FIR-Io331EV-2024,Follow-up required before expiry.,,House,False,35.0,4.0,2.0,3.0
2228,222,Gas Safety Certificate,2024-10-31,2025-10-26,181,Compliant,Low,Frederick Hughes,Regulator of Social Housing,GAS-Wl327mB-2024,,,House,False,35.0,4.0,2.0,3.0
2229,222,Electrical Installation Condition Report,2022-10-12,2027-09-16,871,Compliant,Medium,Mrs Carly Davies,Local Authority Building Control,ELE-KA845Mh-2022,,,House,False,35.0,4.0,2.0,3.0
2230,222,Asbestos Survey,2025-03-04,2027-02-22,665,Compliant,Critical,Rosie Lyons,Health and Safety Executive,ASB-BO545zX-2025,,,House,False,35.0,4.0,2.0,3.0
2231,222,Legionella Risk Assessment,2024-11-24,2026-11-14,565,Compliant,High,Glen Arnold,Housing Ombudsman,LEG-Ro308bm-2024,,,House,False,35.0,4.0,2.0,3.0
2232,222,Emergency Lighting Test,2025-04-20,2026-04-15,352,Compliant,Low,Dr Marie Hyde,Local Authority Building Control,EME-TY530cQ-2025,,,House,False,35.0,4.0,2.0,3.0
2233,222,Fire Alarm System Test,2025-01-03,2025-07-02,65,Compliant,Low,Mr Andrew Adams,Building Safety Regulator,FIR-hB609mE-2025,,,House,False,35.0,4.0,2.0,3.0
2234,222,Fire Extinguisher Inspection,2024-06-27,2025-06-22,55,Compliant,Low,Mr Edward Summers,Building Safety Regulator,FIR-Cu144bC-2024,,,House,False,35.0,4.0,2.0,3.0
2235,222,Smoke/Heat Detector Test,2024-08-27,2025-08-22,116,Compliant,Medium,Zoe Dunn-Carter,Housing Ombudsman,SMO-wk426xJ-2024,Minor recommendations noted for future reference.,,House,False,35.0,4.0,2.0,3.0
2236,222,Water Risk Assessment,2024-05-04,2026-04-24,361,Due Soon,Medium,Miss Jenna Walters,Building Safety Regulator,WAT-ro370gY-2024,,,House,False,35.0,4.0,2.0,3.0
2237,223,Fire Risk Assessment,2024-10-31,2025-10-26,181,Compliant,Medium,Mr Josh Phillips,Regulator of Social Housing,FIR-eE374il-2024,,,Flat,False,33.0,14.0,9.0,6.0
2238,223,Asbestos Survey,2024-08-28,2026-08-18,477,Compliant,Critical,Mrs Dorothy Jones,Health and Safety Executive,ASB-On339id-2024,No issues found.,,Flat,False,33.0,14.0,9.0,6.0
2239,223,Legionella Risk Assessment,2024-12-26,2026-12-16,597,Compliant,High,Dr Paige Lewis,Building Safety Regulator,LEG-PG447Gt-2024,Routine inspection completed successfully.,,Flat,False,33.0,14.0,9.0,6.0
2240,223,Lift Inspection,2025-01-03,2025-07-02,65,Compliant,High,Jay White,Building Safety Regulator,LIF-JM498ud-2025,All systems functioning correctly.,,Flat,False,33.0,14.0,9.0,6.0
2241,223,Emergency Lighting Test,2025-04-14,2026-04-09,346,Compliant,Medium,Olivia Webster,Building Safety Regulator,EME-OX208Zf-2025,All systems functioning correctly.,,Flat,False,33.0,14.0,9.0,6.0
2242,223,Fire Alarm System Test,2025-01-19,2025-07-18,81,Compliant,Medium,Cameron Pickering,Housing Ombudsman,FIR-XT895II-2025,,,Flat,False,33.0,14.0,9.0,6.0
2243,223,Smoke/Heat Detector Test,2024-08-20,2025-08-15,109,Compliant,Medium,Nigel Palmer,Local Authority Building Control,SMO-Iw660SV-2024,Fully compliant with current regulations.,,Flat,False,33.0,14.0,9.0,6.0
2244,223,Water Risk Assessment,2024-11-21,2026-11-11,562,Compliant,Low,Alice Webb,Health and Safety Executive,WAT-Uq265vD-2024,Minor recommendations noted for future reference.,,Flat,False,33.0,14.0,9.0,6.0
2245,224,Fire Risk Assessment,2024-05-29,2025-05-24,26,Due Soon,Low,Dylan May-Pugh,Building Safety Regulator,FIR-LK583sh-2024,Inspection scheduled for next month.,Prepare documentation for regulatory submission.,Flat,False,35.0,17.0,10.0,4.0
2246,224,Gas Safety Certificate,2025-01-01,2025-12-27,243,Compliant,High,Grace O'Neill,Regulator of Social Housing,GAS-wV541xQ-2025,,,Flat,False,35.0,17.0,10.0,4.0
2247,224,Electrical Installation Condition Report,2024-08-01,2029-07-06,1530,Compliant,Low,Jake Moran,Housing Ombudsman,ELE-vk088Tk-2024,,,Flat,False,35.0,17.0,10.0,4.0
2248,224,Asbestos Survey,2023-05-14,2025-05-03,5,Due Soon,Low,Tony Hunt,Regulator of Social Housing,ASB-JR564TF-2023,Contractor appointment pending.,,Flat,False,35.0,17.0,10.0,4.0
2249,224,Legionella Risk Assessment,2024-07-17,2026-07-07,435,Compliant,Medium,Stuart Fox-Greenwood,Regulator of Social Housing,LEG-ys125jU-2024,,,Flat,False,35.0,17.0,10.0,4.0
2250,224,Lift Inspection,2024-11-09,2025-05-08,10,Due Soon,Low,Ben Parkinson-Jennings,Building Safety Regulator,LIF-LO179kd-2024,Inspection scheduled for next month.,,Flat,False,35.0,17.0,10.0,4.0
2251,224,Emergency Lighting Test,2025-02-05,2026-01-31,278,Compliant,Low,Mr Wayne Scott,Local Authority Building Control,EME-cD330SY-2025,,,Flat,False,35.0,17.0,10.0,4.0
2252,224,Fire Alarm System Test,2025-02-20,2025-08-19,113,Compliant,Low,Marian Thompson,Regulator of Social Housing,FIR-lS699vf-2025,Minor recommendations noted for future reference.,,Flat,False,35.0,17.0,10.0,4.0
2253,224,Fire Extinguisher Inspection,2025-01-15,2026-01-10,257,Compliant,Low,Henry Hunter,Regulator of Social Housing,FIR-uM980sA-2025,,,Flat,False,35.0,17.0,10.0,4.0
2254,224,Smoke/Heat Detector Test,2025-04-22,2026-04-17,354,Compliant,Medium,Miss Kirsty Cartwright,Housing Ombudsman,SMO-oc303Ju-2025,,,Flat,False,35.0,17.0,10.0,4.0
2255,224,Water Risk Assessment,2024-11-16,2026-11-06,557,Compliant,High,Dr Adam Young,Building Safety Regulator,WAT-Ng543GO-2024,,,Flat,False,35.0,17.0,10.0,4.0
2256,225,Fire Risk Assessment,2024-08-26,2025-08-21,115,Compliant,Medium,Kelly Clark,Local Authority Building Control,FIR-Hb843XB-2024,,,Flat,False,32.0,15.0,9.0,2.0
2257,225,Gas Safety Certificate,2025-03-23,2026-03-18,324,Compliant,Medium,Glenn Gibbons,Housing Ombudsman,GAS-uO093gE-2025,No issues found.,,Flat,False,32.0,15.0,9.0,2.0
2258,225,Electrical Installation Condition Report,2025-03-22,2030-02-24,1763,Compliant,Critical,Mr Leigh Bull,Local Authority Building Control,ELE-nj204ME-2025,,,Flat,False,32.0,15.0,9.0,2.0
2259,225,Asbestos Survey,2024-09-10,2026-08-31,490,Compliant,Medium,Simon Green,Building Safety Regulator,ASB-Li399Bw-2024,Minor recommendations noted for future reference.,,Flat,False,32.0,15.0,9.0,2.0
2260,225,Lift Inspection,2025-03-10,2025-09-06,131,Compliant,Low,Rosie Parsons,Fire and Rescue Authority,LIF-KR870Zp-2025,,,Flat,False,32.0,15.0,9.0,2.0
2261,225,Emergency Lighting Test,2025-02-22,2026-02-17,295,Compliant,High,Helen Khan,Housing Ombudsman,EME-jY891Vb-2025,,,Flat,False,32.0,15.0,9.0,2.0
2262,225,Fire Alarm System Test,2025-03-19,2025-09-15,140,Compliant,High,Olivia Davies-Chamberlain,Housing Ombudsman,FIR-LD326Ah-2025,,,Flat,False,32.0,15.0,9.0,2.0
2263,225,Fire Extinguisher Inspection,2025-04-13,2026-04-08,345,Compliant,Medium,Frederick Wells-Knowles,Housing Ombudsman,FIR-js724NX-2025,All systems functioning correctly.,,Flat,False,32.0,15.0,9.0,2.0
2264,225,Smoke/Heat Detector Test,2024-12-07,2025-12-02,218,Compliant,Low,Miss Clare George,Building Safety Regulator,SMO-XV339Hm-2024,,,Flat,False,32.0,15.0,9.0,2.0
2265,225,Water Risk Assessment,2023-10-28,2025-10-17,172,Compliant,Low,Caroline Berry,Fire and Rescue Authority,WAT-SQ989AG-2023,,,Flat,False,32.0,15.0,9.0,2.0
2266,226,Fire Risk Assessment,2024-05-11,2025-05-06,8,Due Soon,Medium,Geraldine Bell-Taylor,Housing Ombudsman,FIR-ZW436Ft-2024,,,Flat,False,35.0,22.0,,2.0
2267,226,Gas Safety Certificate,2024-08-31,2025-08-26,120,Compliant,Medium,Garry Owen,Regulator of Social Housing,GAS-my512jW-2024,,,Flat,False,35.0,22.0,,2.0
2268,226,Electrical Installation Condition Report,2021-10-13,2026-09-17,507,Compliant,Medium,Ross Benson,Fire and Rescue Authority,ELE-pU922oY-2021,,,Flat,False,35.0,22.0,,2.0
2269,226,Asbestos Survey,2024-06-01,2026-05-22,389,Compliant,Low,Mohamed Morgan,Housing Ombudsman,ASB-oP043kU-2024,Routine inspection completed successfully.,,Flat,False,35.0,22.0,,2.0
2270,226,Legionella Risk Assessment,2023-06-06,2025-05-26,28,Due Soon,Low,Kim Murphy,Fire and Rescue Authority,LEG-OS685zr-2023,Inspection scheduled for next month.,,Flat,False,35.0,22.0,,2.0
2271,226,Lift Inspection,2024-11-03,2025-05-02,4,Due Soon,Low,Brian Roberts,Regulator of Social Housing,LIF-hR227Yl-2024,,,Flat,False,35.0,22.0,,2.0
2272,226,Emergency Lighting Test,2024-09-04,2025-08-30,124,Compliant,Low,Dennis Armstrong-Brown,Local Authority Building Control,EME-lt021bK-2024,Routine inspection completed successfully.,,Flat,False,35.0,22.0,,2.0
2273,226,Fire Alarm System Test,2024-11-17,2025-05-16,18,Due Soon,Low,George Riley,Local Authority Building Control,FIR-Ay153rq-2024,,,Flat,False,35.0,22.0,,2.0
2274,226,Fire Extinguisher Inspection,2024-12-11,2025-12-06,222,Compliant,Low,Mrs Gillian Lane,Building Safety Regulator,FIR-qi935BT-2024,,,Flat,False,35.0,22.0,,2.0
2275,226,Smoke/Heat Detector Test,2024-12-20,2025-12-15,231,Compliant,Medium,Beverley Khan-Wright,Housing Ombudsman,SMO-Tc590Rr-2024,,,Flat,False,35.0,22.0,,2.0
2276,227,Fire Risk Assessment,2024-08-18,2025-08-13,107,Compliant,Critical,Shirley Cameron,Housing Ombudsman,FIR-zt372uX-2024,,,Flat,False,35.0,20.0,,5.0
2277,227,Gas Safety Certificate,2025-01-17,2026-01-12,259,Compliant,Medium,Sheila Ward-Campbell,Building Safety Regulator,GAS-yg748oc-2025,,,Flat,False,35.0,20.0,,5.0
2278,227,Electrical Installation Condition Report,2022-11-15,2027-10-20,905,Compliant,Low,Jonathan Long,Health and Safety Executive,ELE-VE485gm-2022,No issues found.,,Flat,False,35.0,20.0,,5.0
2279,227,Asbestos Survey,2025-04-01,2027-03-22,693,Compliant,High,Kenneth Atkinson,Health and Safety Executive,ASB-sX747gF-2025,,,Flat,False,35.0,20.0,,5.0
2280,227,Legionella Risk Assessment,2024-05-12,2026-05-02,369,Compliant,High,Gerard Sheppard-Evans,Health and Safety Executive,LEG-MZ034EI-2024,,,Flat,False,35.0,20.0,,5.0
