propertyid,budget_year,category,budgeted_amount_gbp,actual_spend_gbp,variance_gbp,variance_percent,property_type,property_age_years,blockid,estateid
416,2023,Cyclical Decorating,155,163,8,5.0,House,33.0,21.0,
416,2023,Emergency Repairs,303,293,-10,-3.3,House,33.0,21.0,
416,2023,Compliance Works,148,138,-10,-6.9,House,33.0,21.0,
71,2023,Void Works,346,398,52,15.0,House,33.0,2.0,1.0
71,2023,Cyclical Decorating,180,201,21,11.7,House,33.0,2.0,1.0
71,2023,Planned Maintenance,344,367,23,6.6,House,33.0,2.0,1.0
71,2023,Compliance Works,166,180,14,8.1,House,33.0,2.0,1.0
139,2023,Environmental Works,215,238,23,10.7,House,31.0,14.0,9.0
139,2023,Void Works,376,441,64,17.1,House,31.0,14.0,9.0
139,2023,Cyclical Decorating,318,327,8,2.7,House,31.0,14.0,9.0
311,2023,Major Works,117,134,18,15.1,Flat,33.0,20.0,
311,2023,Compliance Works,152,139,-13,-8.6,Flat,33.0,20.0,
311,2023,Environmental Works,157,181,24,15.3,Flat,33.0,20.0,
311,2023,Void Works,184,179,-5,-2.8,Flat,33.0,20.0,
311,2023,Communal Repairs,117,107,-9,-8.1,Flat,33.0,20.0,
464,2023,Environmental Works,209,246,36,17.4,Flat,28.0,,
464,2023,Cyclical Decorating,276,267,-9,-3.2,Flat,28.0,,
464,2023,Major Works,82,68,-15,-17.7,Flat,28.0,,
464,2023,Planned Maintenance,303,318,15,4.9,Flat,28.0,,
402,2023,Environmental Works,342,279,-63,-18.5,House,33.0,22.0,
402,2023,Routine Repairs,326,346,20,6.1,House,33.0,22.0,
402,2023,Void Works,475,397,-78,-16.4,House,33.0,22.0,
402,2023,Cyclical Decorating,348,300,-48,-13.8,House,33.0,22.0,
198,2023,Communal Repairs,163,190,27,16.7,Block of Flats,31.0,14.0,9.0
198,2023,Routine Repairs,340,363,23,6.7,Block of Flats,31.0,14.0,9.0
198,2023,Emergency Repairs,207,243,35,17.1,Block of Flats,31.0,14.0,9.0
198,2023,Environmental Works,420,498,78,18.6,Block of Flats,31.0,14.0,9.0
198,2023,Major Works,285,287,2,0.7,Block of Flats,31.0,14.0,9.0
157,2023,Communal Repairs,264,248,-16,-6.1,Flat,30.0,13.0,8.0
157,2023,Compliance Works,272,218,-54,-19.7,Flat,30.0,13.0,8.0
157,2023,Cyclical Decorating,144,128,-16,-11.4,Flat,30.0,13.0,8.0
157,2023,Major Works,236,274,38,16.2,Flat,30.0,13.0,8.0
157,2023,Void Works,313,336,23,7.2,Flat,30.0,13.0,8.0
157,2023,Routine Repairs,104,124,20,19.1,Flat,30.0,13.0,8.0
353,2023,Environmental Works,178,162,-16,-9.2,Flat,33.0,22.0,
353,2023,Compliance Works,241,261,20,8.4,Flat,33.0,22.0,
353,2023,Void Works,195,171,-25,-12.7,Flat,33.0,22.0,
353,2023,Routine Repairs,90,89,-1,-1.3,Flat,33.0,22.0,
353,2023,Planned Maintenance,200,233,33,16.6,Flat,33.0,22.0,
353,2023,Major Works,123,145,22,18.1,Flat,33.0,22.0,
64,2023,Communal Repairs,315,319,4,1.4,Flat,29.0,1.0,1.0
64,2023,Routine Repairs,330,331,1,0.4,Flat,29.0,1.0,1.0
64,2023,Major Works,255,263,8,3.1,Flat,29.0,1.0,1.0
64,2023,Void Works,142,140,-2,-1.7,Flat,29.0,1.0,1.0
15,2023,Cyclical Decorating,86,81,-5,-5.5,Flat,30.0,13.0,8.0
15,2023,Routine Repairs,283,251,-32,-11.3,Flat,30.0,13.0,8.0
15,2023,Planned Maintenance,205,190,-16,-7.6,Flat,30.0,13.0,8.0
15,2023,Compliance Works,298,300,2,0.5,Flat,30.0,13.0,8.0
15,2023,Void Works,87,103,16,17.9,Flat,30.0,13.0,8.0
15,2023,Environmental Works,281,258,-23,-8.0,Flat,30.0,13.0,8.0
176,2023,Communal Repairs,107,105,-1,-1.2,House,32.0,6.0,4.0
176,2023,Routine Repairs,265,236,-29,-10.9,House,32.0,6.0,4.0
176,2023,Void Works,275,310,36,13.0,House,32.0,6.0,4.0
176,2023,Compliance Works,300,319,19,6.4,House,32.0,6.0,4.0
176,2023,Planned Maintenance,400,441,41,10.1,House,32.0,6.0,4.0
176,2023,Major Works,285,335,49,17.3,House,32.0,6.0,4.0
18,2023,Major Works,339,385,46,13.6,House,27.0,8.0,4.0
18,2023,Cyclical Decorating,131,145,14,10.8,House,27.0,8.0,4.0
18,2023,Planned Maintenance,127,128,2,1.2,House,27.0,8.0,4.0
222,2023,Compliance Works,109,116,7,6.8,House,33.0,4.0,2.0
222,2023,Environmental Works,331,364,33,10.0,House,33.0,4.0,2.0
222,2023,Emergency Repairs,264,270,6,2.4,House,33.0,4.0,2.0
208,2023,Cyclical Decorating,154,182,29,18.6,Flat,33.0,17.0,10.0
208,2023,Routine Repairs,120,97,-23,-19.2,Flat,33.0,17.0,10.0
208,2023,Planned Maintenance,107,103,-4,-3.5,Flat,33.0,17.0,10.0
432,2023,Planned Maintenance,128,149,20,16.0,Flat,28.0,,
432,2023,Emergency Repairs,178,148,-30,-16.6,Flat,28.0,,
432,2023,Compliance Works,316,332,17,5.3,Flat,28.0,,
432,2023,Void Works,132,138,6,4.2,Flat,28.0,,
432,2023,Environmental Works,313,368,55,17.7,Flat,28.0,,
432,2023,Major Works,235,202,-33,-13.9,Flat,28.0,,
158,2023,Routine Repairs,148,137,-12,-7.8,Flat,33.0,7.0,4.0
158,2023,Void Works,181,215,34,18.5,Flat,33.0,7.0,4.0
158,2023,Planned Maintenance,205,243,38,18.5,Flat,33.0,7.0,4.0
158,2023,Environmental Works,286,334,48,16.6,Flat,33.0,7.0,4.0
158,2023,Emergency Repairs,286,241,-45,-15.7,Flat,33.0,7.0,4.0
260,2023,Environmental Works,298,282,-15,-5.2,Flat,33.0,22.0,
260,2023,Emergency Repairs,136,116,-20,-14.4,Flat,33.0,22.0,
260,2023,Major Works,263,305,42,16.0,Flat,33.0,22.0,
260,2023,Void Works,104,109,5,4.4,Flat,33.0,22.0,
260,2023,Communal Repairs,109,92,-18,-16.1,Flat,33.0,22.0,
137,2023,Communal Repairs,215,217,2,1.0,Flat,33.0,4.0,2.0
137,2023,Environmental Works,169,191,22,13.3,Flat,33.0,4.0,2.0
137,2023,Major Works,215,195,-20,-9.5,Flat,33.0,4.0,2.0
137,2023,Compliance Works,309,248,-61,-19.6,Flat,33.0,4.0,2.0
137,2023,Void Works,187,224,37,19.7,Flat,33.0,4.0,2.0
278,2023,Cyclical Decorating,111,128,17,15.0,Flat,33.0,20.0,
278,2023,Emergency Repairs,95,110,15,15.2,Flat,33.0,20.0,
278,2023,Routine Repairs,75,90,15,19.5,Flat,33.0,20.0,
278,2023,Major Works,238,274,37,15.4,Flat,33.0,20.0,
278,2023,Environmental Works,135,143,8,5.9,Flat,33.0,20.0,
278,2023,Compliance Works,182,192,11,5.8,Flat,33.0,20.0,
2,2023,Emergency Repairs,284,337,53,18.8,Flat,30.0,15.0,9.0
2,2023,Void Works,282,322,41,14.5,Flat,30.0,15.0,9.0
2,2023,Communal Repairs,205,207,2,1.0,Flat,30.0,15.0,9.0
2,2023,Planned Maintenance,318,291,-28,-8.7,Flat,30.0,15.0,9.0
2,2023,Compliance Works,287,318,31,10.7,Flat,30.0,15.0,9.0
88,2023,Major Works,224,236,13,5.7,Flat,30.0,3.0,1.0
88,2023,Environmental Works,216,214,-2,-0.8,Flat,30.0,3.0,1.0
88,2023,Emergency Repairs,107,120,13,12.4,Flat,30.0,3.0,1.0
88,2023,Planned Maintenance,296,264,-33,-11.0,Flat,30.0,3.0,1.0
88,2023,Compliance Works,316,287,-29,-9.3,Flat,30.0,3.0,1.0
88,2023,Cyclical Decorating,206,210,4,2.1,Flat,30.0,3.0,1.0
289,2023,Emergency Repairs,377,434,57,15.1,House,33.0,22.0,
289,2023,Environmental Works,203,168,-36,-17.5,House,33.0,22.0,
289,2023,Planned Maintenance,285,261,-24,-8.3,House,33.0,22.0,
87,2023,Routine Repairs,123,111,-12,-9.9,Flat,33.0,11.0,6.0
87,2023,Environmental Works,264,234,-30,-11.3,Flat,33.0,11.0,6.0
87,2023,Planned Maintenance,206,212,6,2.7,Flat,33.0,11.0,6.0
87,2023,Compliance Works,266,222,-44,-16.6,Flat,33.0,11.0,6.0
87,2023,Cyclical Decorating,225,227,2,1.1,Flat,33.0,11.0,6.0
87,2023,Communal Repairs,249,290,40,16.2,Flat,33.0,11.0,6.0
436,2023,Cyclical Decorating,173,161,-12,-6.7,Block of Flats,28.0,,
436,2023,Routine Repairs,307,342,34,11.2,Block of Flats,28.0,,
436,2023,Communal Repairs,283,260,-22,-7.8,Block of Flats,28.0,,
436,2023,Compliance Works,331,281,-50,-15.1,Block of Flats,28.0,,
436,2023,Planned Maintenance,344,344,-1,-0.2,Block of Flats,28.0,,
436,2023,Environmental Works,357,290,-67,-18.8,Block of Flats,28.0,,
443,2023,Compliance Works,237,213,-24,-10.1,Flat,28.0,,
443,2023,Communal Repairs,299,284,-15,-5.1,Flat,28.0,,
443,2023,Void Works,309,333,24,7.7,Flat,28.0,,
294,2023,Compliance Works,217,249,32,14.9,Flat,32.0,18.0,
294,2023,Emergency Repairs,220,203,-17,-7.9,Flat,32.0,18.0,
294,2023,Cyclical Decorating,147,129,-18,-12.1,Flat,32.0,18.0,
294,2023,Planned Maintenance,199,226,27,13.6,Flat,32.0,18.0,
294,2023,Communal Repairs,123,102,-20,-16.7,Flat,32.0,18.0,
294,2023,Void Works,275,325,49,17.9,Flat,32.0,18.0,
298,2023,Major Works,123,134,11,9.0,House,33.0,22.0,
298,2023,Compliance Works,382,456,73,19.2,House,33.0,22.0,
298,2023,Environmental Works,374,428,54,14.6,House,33.0,22.0,
298,2023,Void Works,331,296,-35,-10.6,House,33.0,22.0,
298,2023,Planned Maintenance,370,399,30,8.0,House,33.0,22.0,
298,2023,Emergency Repairs,322,352,30,9.4,House,33.0,22.0,
270,2023,Major Works,125,121,-3,-2.7,House,33.0,22.0,
270,2023,Environmental Works,221,177,-44,-19.8,House,33.0,22.0,
270,2023,Cyclical Decorating,189,226,36,19.3,House,33.0,22.0,
185,2023,Planned Maintenance,96,90,-6,-5.8,Flat,31.0,14.0,9.0
185,2023,Cyclical Decorating,131,120,-11,-8.7,Flat,31.0,14.0,9.0
185,2023,Major Works,86,84,-1,-1.5,Flat,31.0,14.0,9.0
185,2023,Compliance Works,215,230,15,7.0,Flat,31.0,14.0,9.0
185,2023,Emergency Repairs,99,105,5,5.5,Flat,31.0,14.0,9.0
185,2023,Communal Repairs,175,146,-30,-16.9,Flat,31.0,14.0,9.0
332,2023,Emergency Repairs,229,219,-9,-4.1,Flat,33.0,22.0,
332,2023,Compliance Works,200,215,15,7.7,Flat,33.0,22.0,
332,2023,Routine Repairs,182,210,28,15.3,Flat,33.0,22.0,
332,2023,Major Works,183,187,4,2.5,Flat,33.0,22.0,
332,2023,Void Works,161,135,-26,-15.9,Flat,33.0,22.0,
169,2023,Planned Maintenance,283,304,21,7.4,Flat,31.0,14.0,9.0
169,2023,Compliance Works,85,100,15,17.8,Flat,31.0,14.0,9.0
169,2023,Emergency Repairs,270,251,-18,-6.8,Flat,31.0,14.0,9.0
169,2023,Environmental Works,105,103,-2,-1.7,Flat,31.0,14.0,9.0
169,2023,Cyclical Decorating,295,338,42,14.3,Flat,31.0,14.0,9.0
366,2023,Emergency Repairs,120,129,8,7.0,Flat,32.0,18.0,
366,2023,Compliance Works,79,63,-16,-19.8,Flat,32.0,18.0,
366,2023,Void Works,269,301,32,11.8,Flat,32.0,18.0,
366,2023,Cyclical Decorating,213,218,5,2.2,Flat,32.0,18.0,
366,2023,Major Works,98,85,-13,-12.9,Flat,32.0,18.0,
366,2023,Environmental Works,219,192,-27,-12.4,Flat,32.0,18.0,
293,2023,Cyclical Decorating,235,268,33,13.9,Flat,33.0,22.0,
293,2023,Compliance Works,176,205,29,16.3,Flat,33.0,22.0,
293,2023,Planned Maintenance,262,306,44,17.0,Flat,33.0,22.0,
293,2023,Environmental Works,73,81,7,9.7,Flat,33.0,22.0,
293,2023,Emergency Repairs,98,84,-14,-14.4,Flat,33.0,22.0,
293,2023,Major Works,204,185,-19,-9.4,Flat,33.0,22.0,
116,2024,Planned Maintenance,318,286,-33,-10.2,House,33.0,10.0,5.0
116,2024,Major Works,299,257,-42,-14.0,House,33.0,10.0,5.0
116,2024,Emergency Repairs,195,215,20,10.1,House,33.0,10.0,5.0
116,2024,Routine Repairs,128,104,-23,-18.4,House,33.0,10.0,5.0
116,2024,Communal Repairs,245,251,6,2.4,House,33.0,10.0,5.0
268,2024,Cyclical Decorating,237,283,46,19.3,Block of Flats,34.0,21.0,
268,2024,Emergency Repairs,377,382,5,1.4,Block of Flats,34.0,21.0,
268,2024,Compliance Works,174,184,10,5.5,Block of Flats,34.0,21.0,
268,2024,Major Works,326,303,-23,-7.2,Block of Flats,34.0,21.0,
28,2024,Compliance Works,310,259,-51,-16.4,Flat,34.0,12.0,7.0
28,2024,Cyclical Decorating,241,237,-4,-1.7,Flat,34.0,12.0,7.0
28,2024,Major Works,259,272,13,4.9,Flat,34.0,12.0,7.0
28,2024,Communal Repairs,209,200,-9,-4.3,Flat,34.0,12.0,7.0
28,2024,Planned Maintenance,189,222,34,17.9,Flat,34.0,12.0,7.0
422,2024,Major Works,333,305,-28,-8.5,Flat,34.0,22.0,
422,2024,Routine Repairs,138,113,-25,-18.1,Flat,34.0,22.0,
422,2024,Void Works,287,261,-26,-9.2,Flat,34.0,22.0,
422,2024,Environmental Works,228,269,41,17.8,Flat,34.0,22.0,
422,2024,Compliance Works,330,286,-44,-13.4,Flat,34.0,22.0,
472,2024,Communal Repairs,398,449,51,12.8,House,29.0,,
472,2024,Environmental Works,140,135,-6,-3.9,House,29.0,,
472,2024,Major Works,395,337,-57,-14.5,House,29.0,,
472,2024,Planned Maintenance,477,456,-21,-4.4,House,29.0,,
472,2024,Compliance Works,390,320,-70,-17.9,House,29.0,,
472,2024,Routine Repairs,483,435,-48,-9.9,House,29.0,,
258,2024,Communal Repairs,202,173,-29,-14.4,House,34.0,21.0,
258,2024,Void Works,309,277,-32,-10.4,House,34.0,21.0,
258,2024,Cyclical Decorating,272,251,-21,-7.6,House,34.0,21.0,
258,2024,Planned Maintenance,327,385,58,17.7,House,34.0,21.0,
470,2024,Communal Repairs,121,138,17,14.0,Flat,29.0,,
470,2024,Emergency Repairs,247,273,26,10.6,Flat,29.0,,
470,2024,Cyclical Decorating,175,179,4,2.5,Flat,29.0,,
460,2024,Planned Maintenance,267,315,48,17.9,Flat,29.0,,
460,2024,Compliance Works,152,176,24,16.0,Flat,29.0,,
460,2024,Major Works,101,85,-16,-15.8,Flat,29.0,,
460,2024,Cyclical Decorating,300,354,54,18.0,Flat,29.0,,
460,2024,Emergency Repairs,141,131,-10,-7.3,Flat,29.0,,
456,2024,Void Works,213,248,35,16.4,Flat,29.0,,
456,2024,Environmental Works,316,316,-1,-0.2,Flat,29.0,,
456,2024,Emergency Repairs,331,288,-43,-12.9,Flat,29.0,,
436,2024,Routine Repairs,173,201,29,16.6,Block of Flats,29.0,,
436,2024,Planned Maintenance,133,134,2,1.3,Block of Flats,29.0,,
436,2024,Communal Repairs,270,324,54,19.8,Block of Flats,29.0,,
436,2024,Environmental Works,172,185,13,7.3,Block of Flats,29.0,,
79,2024,Cyclical Decorating,219,233,14,6.2,Flat,33.0,16.0,9.0
79,2024,Environmental Works,197,226,29,14.7,Flat,33.0,16.0,9.0
79,2024,Planned Maintenance,160,136,-24,-14.9,Flat,33.0,16.0,9.0
79,2024,Routine Repairs,239,248,10,4.0,Flat,33.0,16.0,9.0
79,2024,Emergency Repairs,107,104,-3,-2.4,Flat,33.0,16.0,9.0
274,2024,Compliance Works,121,129,8,7.0,Flat,34.0,20.0,
274,2024,Planned Maintenance,268,226,-42,-15.6,Flat,34.0,20.0,
274,2024,Void Works,119,110,-10,-8.0,Flat,34.0,20.0,
274,2024,Emergency Repairs,185,163,-22,-11.6,Flat,34.0,20.0,
274,2024,Routine Repairs,88,90,3,3.2,Flat,34.0,20.0,
91,2024,Major Works,180,183,3,1.6,Flat,33.0,10.0,5.0
91,2024,Emergency Repairs,254,211,-43,-17.0,Flat,33.0,10.0,5.0
91,2024,Environmental Works,305,259,-46,-15.1,Flat,33.0,10.0,5.0
91,2024,Planned Maintenance,278,286,9,3.2,Flat,33.0,10.0,5.0
91,2024,Communal Repairs,231,260,30,12.9,Flat,33.0,10.0,5.0
91,2024,Compliance Works,150,128,-21,-14.2,Flat,33.0,10.0,5.0
102,2024,Emergency Repairs,260,229,-30,-11.7,Flat,34.0,17.0,10.0
102,2024,Communal Repairs,149,145,-5,-3.1,Flat,34.0,17.0,10.0
102,2024,Cyclical Decorating,89,90,1,0.8,Flat,34.0,17.0,10.0
260,2024,Cyclical Decorating,110,130,21,19.0,Flat,34.0,22.0,
260,2024,Emergency Repairs,106,87,-19,-17.8,Flat,34.0,22.0,
260,2024,Communal Repairs,187,165,-22,-11.7,Flat,34.0,22.0,
219,2024,Environmental Works,112,96,-16,-14.2,Flat,34.0,17.0,10.0
219,2024,Planned Maintenance,171,171,0,-0.3,Flat,34.0,17.0,10.0
219,2024,Routine Repairs,195,193,-1,-0.8,Flat,34.0,17.0,10.0
219,2024,Major Works,266,268,1,0.5,Flat,34.0,17.0,10.0
219,2024,Void Works,146,139,-7,-4.8,Flat,34.0,17.0,10.0
48,2024,Major Works,327,354,27,8.2,Flat,34.0,4.0,2.0
48,2024,Emergency Repairs,136,147,11,8.0,Flat,34.0,4.0,2.0
48,2024,Planned Maintenance,96,95,-1,-1.2,Flat,34.0,4.0,2.0
77,2024,Compliance Works,167,192,26,15.3,Flat,34.0,11.0,6.0
77,2024,Cyclical Decorating,107,121,14,12.7,Flat,34.0,11.0,6.0
77,2024,Void Works,201,170,-31,-15.5,Flat,34.0,11.0,6.0
77,2024,Routine Repairs,236,217,-19,-8.0,Flat,34.0,11.0,6.0
77,2024,Communal Repairs,127,151,24,18.9,Flat,34.0,11.0,6.0
473,2024,Compliance Works,200,177,-23,-11.7,Flat,29.0,,
473,2024,Routine Repairs,274,280,6,2.0,Flat,29.0,,
473,2024,Major Works,72,81,9,12.1,Flat,29.0,,
473,2024,Communal Repairs,83,88,5,6.1,Flat,29.0,,
473,2024,Void Works,155,181,26,16.8,Flat,29.0,,
473,2024,Emergency Repairs,161,186,25,15.7,Flat,29.0,,
185,2024,Void Works,169,171,1,0.7,Flat,32.0,14.0,9.0
185,2024,Planned Maintenance,288,240,-47,-16.5,Flat,32.0,14.0,9.0
185,2024,Environmental Works,97,79,-18,-18.6,Flat,32.0,14.0,9.0
185,2024,Communal Repairs,123,146,23,18.9,Flat,32.0,14.0,9.0
185,2024,Compliance Works,176,163,-13,-7.4,Flat,32.0,14.0,9.0
183,2024,Environmental Works,189,214,25,13.5,Flat,34.0,12.0,7.0
183,2024,Communal Repairs,261,263,3,1.0,Flat,34.0,12.0,7.0
183,2024,Void Works,95,85,-10,-10.8,Flat,34.0,12.0,7.0
183,2024,Emergency Repairs,288,247,-41,-14.2,Flat,34.0,12.0,7.0
239,2024,Compliance Works,269,294,25,9.4,Flat,34.0,22.0,
239,2024,Planned Maintenance,136,114,-21,-15.8,Flat,34.0,22.0,
239,2024,Cyclical Decorating,304,301,-3,-1.0,Flat,34.0,22.0,
239,2024,Environmental Works,175,165,-10,-5.8,Flat,34.0,22.0,
239,2024,Void Works,294,334,40,13.7,Flat,34.0,22.0,
248,2024,Communal Repairs,126,121,-6,-4.4,House,34.0,19.0,
248,2024,Emergency Repairs,95,96,1,0.6,House,34.0,19.0,
248,2024,Cyclical Decorating,111,101,-10,-8.8,House,34.0,19.0,
248,2024,Void Works,236,250,14,6.1,House,34.0,19.0,
248,2024,Environmental Works,226,252,26,11.7,House,34.0,19.0,
248,2024,Routine Repairs,96,87,-9,-9.2,House,34.0,19.0,
30,2024,Void Works,259,219,-40,-15.4,Block of Flats,34.0,4.0,2.0
30,2024,Cyclical Decorating,273,270,-3,-1.1,Block of Flats,34.0,4.0,2.0
30,2024,Routine Repairs,408,410,2,0.5,Block of Flats,34.0,4.0,2.0
30,2024,Major Works,402,350,-52,-12.9,Block of Flats,34.0,4.0,2.0
30,2024,Compliance Works,385,326,-60,-15.5,Block of Flats,34.0,4.0,2.0
209,2024,Compliance Works,158,169,11,7.0,Flat,34.0,4.0,2.0
209,2024,Void Works,158,149,-9,-5.8,Flat,34.0,4.0,2.0
209,2024,Routine Repairs,101,108,7,6.5,Flat,34.0,4.0,2.0
367,2024,Planned Maintenance,112,111,-1,-0.9,Flat,34.0,22.0,
367,2024,Communal Repairs,138,113,-25,-18.3,Flat,34.0,22.0,
367,2024,Environmental Works,230,276,46,19.8,Flat,34.0,22.0,
276,2024,Routine Repairs,331,299,-32,-9.7,House,34.0,19.0,
276,2024,Planned Maintenance,324,273,-51,-15.6,House,34.0,19.0,
276,2024,Major Works,337,276,-61,-18.1,House,34.0,19.0,
276,2024,Void Works,244,261,16,6.7,House,34.0,19.0,
276,2024,Communal Repairs,306,265,-40,-13.2,House,34.0,19.0,
52,2024,Planned Maintenance,73,81,8,10.9,Flat,31.0,15.0,9.0
52,2024,Compliance Works,112,101,-11,-10.1,Flat,31.0,15.0,9.0
52,2024,Major Works,161,192,31,19.0,Flat,31.0,15.0,9.0
52,2024,Communal Repairs,242,231,-11,-4.7,Flat,31.0,15.0,9.0
52,2024,Routine Repairs,186,202,17,9.0,Flat,31.0,15.0,9.0
52,2024,Environmental Works,176,178,3,1.4,Flat,31.0,15.0,9.0
352,2024,Communal Repairs,389,362,-26,-6.8,House,34.0,22.0,
352,2024,Compliance Works,286,263,-23,-8.1,House,34.0,22.0,
352,2024,Cyclical Decorating,328,361,33,10.0,House,34.0,22.0,
352,2024,Environmental Works,149,161,12,7.7,House,34.0,22.0,
188,2024,Void Works,119,126,7,5.7,House,34.0,12.0,7.0
188,2024,Compliance Works,202,215,13,6.4,House,34.0,12.0,7.0
188,2024,Major Works,400,385,-15,-3.7,House,34.0,12.0,7.0
188,2024,Routine Repairs,407,415,8,2.1,House,34.0,12.0,7.0
340,2024,Void Works,377,314,-63,-16.7,Block of Flats,33.0,18.0,
340,2024,Compliance Works,383,457,74,19.2,Block of Flats,33.0,18.0,
340,2024,Environmental Works,303,317,15,4.8,Block of Flats,33.0,18.0,
277,2024,Environmental Works,142,163,21,15.0,Flat,33.0,18.0,
277,2024,Cyclical Decorating,264,265,1,0.3,Flat,33.0,18.0,
277,2024,Compliance Works,213,191,-22,-10.3,Flat,33.0,18.0,
50,2024,Routine Repairs,218,204,-14,-6.3,Flat,34.0,4.0,2.0
50,2024,Major Works,221,198,-23,-10.5,Flat,34.0,4.0,2.0
50,2024,Void Works,181,189,8,4.3,Flat,34.0,4.0,2.0
50,2024,Emergency Repairs,168,176,8,4.5,Flat,34.0,4.0,2.0
50,2024,Planned Maintenance,249,259,10,4.0,Flat,34.0,4.0,2.0
50,2024,Communal Repairs,154,163,9,5.7,Flat,34.0,4.0,2.0
195,2024,Emergency Repairs,117,111,-6,-5.1,House,30.0,1.0,1.0
195,2024,Environmental Works,347,326,-21,-6.1,House,30.0,1.0,1.0
195,2024,Communal Repairs,164,147,-17,-10.5,House,30.0,1.0,1.0
195,2024,Cyclical Decorating,178,155,-23,-12.9,House,30.0,1.0,1.0
195,2024,Planned Maintenance,130,141,11,8.6,House,30.0,1.0,1.0
58,2024,Communal Repairs,154,136,-19,-12.1,Flat,34.0,11.0,6.0
58,2024,Planned Maintenance,249,217,-32,-12.8,Flat,34.0,11.0,6.0
58,2024,Routine Repairs,80,82,2,2.1,Flat,34.0,11.0,6.0
58,2024,Emergency Repairs,164,145,-19,-11.5,Flat,34.0,11.0,6.0
58,2024,Environmental Works,116,120,5,4.0,Flat,34.0,11.0,6.0
360,2024,Cyclical Decorating,143,143,-1,-0.4,Flat,34.0,22.0,
360,2024,Environmental Works,140,133,-7,-4.7,Flat,34.0,22.0,
360,2024,Void Works,105,124,19,17.7,Flat,34.0,22.0,
360,2024,Routine Repairs,136,162,25,18.7,Flat,34.0,22.0,
360,2024,Communal Repairs,109,91,-18,-16.2,Flat,34.0,22.0,
360,2024,Planned Maintenance,92,84,-8,-8.8,Flat,34.0,22.0,
207,2024,Emergency Repairs,335,333,-1,-0.4,Block of Flats,34.0,11.0,6.0
207,2024,Routine Repairs,299,348,49,16.4,Block of Flats,34.0,11.0,6.0
207,2024,Planned Maintenance,262,271,9,3.4,Block of Flats,34.0,11.0,6.0
207,2024,Communal Repairs,258,262,4,1.4,Block of Flats,34.0,11.0,6.0
207,2024,Cyclical Decorating,107,86,-21,-19.8,Block of Flats,34.0,11.0,6.0
207,2024,Environmental Works,195,179,-16,-8.0,Block of Flats,34.0,11.0,6.0
203,2024,Emergency Repairs,271,279,8,2.9,Flat,30.0,1.0,1.0
203,2024,Compliance Works,187,214,28,14.9,Flat,30.0,1.0,1.0
203,2024,Environmental Works,176,174,-2,-1.0,Flat,30.0,1.0,1.0
203,2024,Major Works,126,108,-19,-14.9,Flat,30.0,1.0,1.0
430,2024,Cyclical Decorating,199,218,19,9.6,Flat,29.0,,
430,2024,Communal Repairs,131,111,-20,-15.4,Flat,29.0,,
430,2024,Void Works,311,372,61,19.6,Flat,29.0,,
430,2024,Environmental Works,253,244,-9,-3.6,Flat,29.0,,
430,2024,Major Works,81,78,-3,-3.5,Flat,29.0,,
362,2024,Communal Repairs,286,339,53,18.6,House,34.0,21.0,
362,2024,Emergency Repairs,222,216,-6,-2.9,House,34.0,21.0,
362,2024,Compliance Works,154,128,-26,-17.1,House,34.0,21.0,
362,2024,Void Works,121,134,13,11.0,House,34.0,21.0,
362,2024,Environmental Works,302,262,-40,-13.2,House,34.0,21.0,
362,2024,Planned Maintenance,348,295,-53,-15.2,House,34.0,21.0,
160,2024,Void Works,246,226,-20,-8.0,House,30.0,1.0,1.0
160,2024,Routine Repairs,323,303,-20,-6.2,House,30.0,1.0,1.0
160,2024,Major Works,242,264,22,9.1,House,30.0,1.0,1.0
217,2024,Cyclical Decorating,340,376,36,10.6,House,32.0,5.0,3.0
217,2024,Compliance Works,330,324,-6,-1.9,House,32.0,5.0,3.0
217,2024,Major Works,221,181,-40,-18.2,House,32.0,5.0,3.0
217,2024,Planned Maintenance,213,200,-13,-6.2,House,32.0,5.0,3.0
217,2024,Communal Repairs,276,289,13,4.8,House,32.0,5.0,3.0
217,2024,Void Works,122,114,-8,-6.5,House,32.0,5.0,3.0
359,2024,Compliance Works,213,235,22,10.4,Flat,34.0,19.0,
359,2024,Environmental Works,254,287,33,13.0,Flat,34.0,19.0,
359,2024,Planned Maintenance,175,167,-8,-4.3,Flat,34.0,19.0,
359,2024,Major Works,166,135,-30,-18.3,Flat,34.0,19.0,
359,2024,Cyclical Decorating,110,124,14,12.2,Flat,34.0,19.0,
181,2024,Compliance Works,255,254,-1,-0.4,Block of Flats,33.0,10.0,5.0
181,2024,Routine Repairs,89,104,14,16.0,Block of Flats,33.0,10.0,5.0
181,2024,Emergency Repairs,312,283,-29,-9.2,Block of Flats,33.0,10.0,5.0
181,2024,Communal Repairs,116,105,-11,-9.6,Block of Flats,33.0,10.0,5.0
181,2024,Void Works,239,202,-37,-15.5,Block of Flats,33.0,10.0,5.0
323,2024,Communal Repairs,254,247,-7,-2.6,Block of Flats,34.0,21.0,
323,2024,Compliance Works,314,266,-48,-15.4,Block of Flats,34.0,21.0,
323,2024,Major Works,360,299,-61,-16.9,Block of Flats,34.0,21.0,
323,2024,Emergency Repairs,218,208,-9,-4.2,Block of Flats,34.0,21.0,
323,2024,Void Works,364,415,51,14.0,Block of Flats,34.0,21.0,
