propertyid,period_start,energy_kwh,property_age_years,propertytype,blockid,simulated_energy_kwh
227,2024-07-01 11:52:28.455679,322,29,Flat,20.0,2435.33
227,2024-08-01 11:52:28.455679,351,29,Flat,20.0,2712.56
227,2024-09-01 11:52:28.455679,288,29,Flat,20.0,2776.53
227,2024-10-01 11:52:28.455679,353,29,Flat,20.0,2471.31
227,2024-11-01 11:52:28.455679,269,29,Flat,20.0,2806.36
227,2024-12-01 11:52:28.455679,342,29,Flat,20.0,2602.97
227,2025-01-01 11:52:28.455679,378,29,Flat,20.0,2678.37
227,2025-02-01 11:52:28.455679,333,29,Flat,20.0,2318.07
227,2025-03-01 11:52:28.455679,226,29,Flat,20.0,2626.44
227,2025-04-01 11:52:28.455679,365,29,Flat,20.0,2444.88
228,2024-05-01 11:52:28.455679,288,71,House,22.0,3514.93
228,2024-06-01 11:52:28.455679,280,71,House,22.0,3713.43
228,2024-07-01 11:52:28.455679,400,71,House,22.0,3477.9
228,2024-08-01 11:52:28.455679,340,71,House,22.0,3239.83
228,2024-09-01 11:52:28.455679,279,71,House,22.0,3545.29
228,2024-10-01 11:52:28.455679,297,71,House,22.0,3500.36
228,2024-11-01 11:52:28.455679,273,71,House,22.0,3831.72
228,2024-12-01 11:52:28.455679,350,71,House,22.0,3470.79
228,2025-01-01 11:52:28.455679,210,71,House,22.0,3302.91
228,2025-02-01 11:52:28.455679,269,71,House,22.0,3574.13
228,2025-03-01 11:52:28.455679,263,71,House,22.0,3394.46
228,2025-04-01 11:52:28.455679,282,71,House,22.0,3436.05
229,2024-05-01 11:52:28.455679,237,47,Flat,19.0,2754.3
229,2024-06-01 11:52:28.455679,338,47,Flat,19.0,2915.51
229,2024-07-01 11:52:28.455679,311,47,Flat,19.0,2946.16
229,2024-08-01 11:52:28.455679,300,47,Flat,19.0,2914.33
229,2024-09-01 11:52:28.455679,206,47,Flat,19.0,2821.82
229,2024-10-01 11:52:28.455679,267,47,Flat,19.0,2997.65
229,2024-11-01 11:52:28.455679,309,47,Flat,19.0,2755.31
229,2024-12-01 11:52:28.455679,317,47,Flat,19.0,2708.2
229,2025-01-01 11:52:28.455679,419,47,Flat,19.0,3081.91
229,2025-02-01 11:52:28.455679,288,47,Flat,19.0,3063.55
229,2025-03-01 11:52:28.455679,323,47,Flat,19.0,2678.48
229,2025-04-01 11:52:28.455679,243,47,Flat,19.0,2574.09
230,2024-05-01 11:52:28.455679,268,71,Flat,22.0,3218.25
230,2024-06-01 11:52:28.455679,252,71,Flat,22.0,3394.34
230,2024-07-01 11:52:28.455679,468,71,Flat,22.0,3650.87
230,2024-08-01 11:52:28.455679,313,71,Flat,22.0,3389.45
230,2024-09-01 11:52:28.455679,324,71,Flat,22.0,3266.13
230,2024-10-01 11:52:28.455679,269,71,Flat,22.0,3449.72
230,2024-11-01 11:52:28.455679,248,71,Flat,22.0,3397.2
230,2024-12-01 11:52:28.455679,202,71,Flat,22.0,3143.8
230,2025-01-01 11:52:28.455679,284,71,Flat,22.0,3144.99
230,2025-02-01 11:52:28.455679,377,71,Flat,22.0,3150.36
230,2025-03-01 11:52:28.455679,375,71,Flat,22.0,3915.97
230,2025-04-01 11:52:28.455679,359,71,Flat,22.0,3592.0
231,2024-05-01 11:52:28.455679,197,71,Flat,22.0,3301.26
231,2024-06-01 11:52:28.455679,306,71,Flat,22.0,3641.65
231,2024-07-01 11:52:28.455679,348,71,Flat,22.0,3306.39
231,2024-08-01 11:52:28.455679,254,71,Flat,22.0,3635.04
231,2024-09-01 11:52:28.455679,229,71,Flat,22.0,3436.06
231,2024-10-01 11:52:28.455679,290,71,Flat,22.0,3288.23
231,2024-11-01 11:52:28.455679,345,71,Flat,22.0,3555.96
231,2024-12-01 11:52:28.455679,355,71,Flat,22.0,3447.5
231,2025-01-01 11:52:28.455679,377,71,Flat,22.0,3499.65
231,2025-02-01 11:52:28.455679,283,71,Flat,22.0,3463.1
231,2025-03-01 11:52:28.455679,242,71,Flat,22.0,3461.0
231,2025-04-01 11:52:28.455679,280,71,Flat,22.0,3580.11
232,2024-05-01 11:52:28.455679,311,74,Flat,21.0,3996.76
232,2024-06-01 11:52:28.455679,333,74,Flat,21.0,3729.76
232,2024-07-01 11:52:28.455679,322,74,Flat,21.0,3523.93
232,2024-08-01 11:52:28.455679,340,74,Flat,21.0,3417.88
232,2024-09-01 11:52:28.455679,232,74,Flat,21.0,3439.85
232,2024-10-01 11:52:28.455679,343,74,Flat,21.0,3228.77
232,2024-11-01 11:52:28.455679,304,74,Flat,21.0,3612.91
232,2024-12-01 11:52:28.455679,350,74,Flat,21.0,3277.02
232,2025-01-01 11:52:28.455679,305,74,Flat,21.0,3405.51
232,2025-02-01 11:52:28.455679,324,74,Flat,21.0,3614.07
232,2025-03-01 11:52:28.455679,412,74,Flat,21.0,3432.53
232,2025-04-01 11:52:28.455679,347,74,Flat,21.0,3381.54
233,2024-05-01 11:52:28.455679,287,29,House,20.0,2340.5
233,2024-06-01 11:52:28.455679,326,29,House,20.0,2821.07
233,2024-07-01 11:52:28.455679,308,29,House,20.0,2413.36
233,2024-08-01 11:52:28.455679,273,29,House,20.0,2462.82
233,2024-09-01 11:52:28.455679,295,29,House,20.0,2221.65
233,2024-10-01 11:52:28.455679,336,29,House,20.0,2576.03
233,2024-11-01 11:52:28.455679,312,29,House,20.0,2513.34
233,2024-12-01 11:52:28.455679,389,29,House,20.0,2616.37
233,2025-01-01 11:52:28.455679,346,29,House,20.0,2345.07
233,2025-02-01 11:52:28.455679,315,29,House,20.0,2726.84
233,2025-03-01 11:52:28.455679,308,29,House,20.0,2212.16
233,2025-04-01 11:52:28.455679,272,29,House,20.0,2561.56
234,2024-05-01 11:52:28.455679,273,29,Flat,20.0,2603.1
234,2024-06-01 11:52:28.455679,308,29,Flat,20.0,2591.55
234,2024-07-01 11:52:28.455679,266,29,Flat,20.0,2611.55
234,2024-08-01 11:52:28.455679,306,29,Flat,20.0,2737.73
234,2024-09-01 11:52:28.455679,327,29,Flat,20.0,2844.94
234,2024-10-01 11:52:28.455679,324,29,Flat,20.0,2548.88
234,2024-11-01 11:52:28.455679,262,29,Flat,20.0,2386.43
234,2024-12-01 11:52:28.455679,281,29,Flat,20.0,2692.14
234,2025-01-01 11:52:28.455679,359,29,Flat,20.0,2523.95
234,2025-02-01 11:52:28.455679,334,29,Flat,20.0,2832.92
234,2025-03-01 11:52:28.455679,251,29,Flat,20.0,2459.61
234,2025-04-01 11:52:28.455679,332,29,Flat,20.0,2408.4
235,2024-05-01 11:52:28.455679,293,29,Flat,20.0,2608.76
235,2024-06-01 11:52:28.455679,408,29,Flat,20.0,2231.92
235,2024-07-01 11:52:28.455679,412,29,Flat,20.0,2486.51
235,2024-08-01 11:52:28.455679,216,29,Flat,20.0,2514.03
235,2024-09-01 11:52:28.455679,250,29,Flat,20.0,2624.09
235,2024-10-01 11:52:28.455679,293,29,Flat,20.0,2380.75
235,2024-11-01 11:52:28.455679,271,29,Flat,20.0,2404.1
235,2024-12-01 11:52:28.455679,260,29,Flat,20.0,2811.38
235,2025-01-01 11:52:28.455679,315,29,Flat,20.0,2577.31
235,2025-02-01 11:52:28.455679,295,29,Flat,20.0,2752.93
235,2025-03-01 11:52:28.455679,425,29,Flat,20.0,2471.64
235,2025-04-01 11:52:28.455679,345,29,Flat,20.0,2569.11
236,2024-05-01 11:52:28.455679,326,74,Flat,21.0,3522.91
236,2024-06-01 11:52:28.455679,330,74,Flat,21.0,3829.51
236,2024-07-01 11:52:28.455679,299,74,Flat,21.0,3436.48
236,2024-08-01 11:52:28.455679,374,74,Flat,21.0,3446.75
236,2024-09-01 11:52:28.455679,397,74,Flat,21.0,3699.63
236,2024-10-01 11:52:28.455679,319,74,Flat,21.0,3404.04
236,2024-11-01 11:52:28.455679,329,74,Flat,21.0,3536.93
236,2024-12-01 11:52:28.455679,282,74,Flat,21.0,3682.19
236,2025-01-01 11:52:28.455679,380,74,Flat,21.0,3364.83
236,2025-02-01 11:52:28.455679,280,74,Flat,21.0,3548.09
236,2025-03-01 11:52:28.455679,172,74,Flat,21.0,3829.11
236,2025-04-01 11:52:28.455679,295,74,Flat,21.0,3664.26
237,2024-05-01 11:52:28.455679,280,71,House,22.0,3476.99
237,2024-06-01 11:52:28.455679,319,71,House,22.0,3375.14
237,2024-07-01 11:52:28.455679,290,71,House,22.0,3299.14
237,2024-08-01 11:52:28.455679,298,71,House,22.0,3222.36
237,2024-09-01 11:52:28.455679,361,71,House,22.0,3721.92
237,2024-10-01 11:52:28.455679,263,71,House,22.0,3683.09
237,2024-11-01 11:52:28.455679,326,71,House,22.0,3288.58
237,2024-12-01 11:52:28.455679,338,71,House,22.0,3487.54
237,2025-01-01 11:52:28.455679,328,71,House,22.0,3442.27
237,2025-02-01 11:52:28.455679,288,71,House,22.0,3656.88
237,2025-03-01 11:52:28.455679,352,71,House,22.0,3496.56
237,2025-04-01 11:52:28.455679,222,71,House,22.0,3415.44
238,2024-05-01 11:52:28.455679,286,47,Flat,18.0,2831.66
238,2024-06-01 11:52:28.455679,327,47,Flat,18.0,3008.17
238,2024-07-01 11:52:28.455679,369,47,Flat,18.0,2870.36
238,2024-08-01 11:52:28.455679,389,47,Flat,18.0,2984.14
238,2024-09-01 11:52:28.455679,249,47,Flat,18.0,2924.81
238,2024-10-01 11:52:28.455679,236,47,Flat,18.0,2865.5
238,2024-11-01 11:52:28.455679,248,47,Flat,18.0,2745.45
238,2024-12-01 11:52:28.455679,329,47,Flat,18.0,3042.84
238,2025-01-01 11:52:28.455679,230,47,Flat,18.0,2948.51
238,2025-02-01 11:52:28.455679,258,47,Flat,18.0,3297.48
238,2025-03-01 11:52:28.455679,395,47,Flat,18.0,2733.53
238,2025-04-01 11:52:28.455679,344,47,Flat,18.0,3065.06
239,2024-05-01 11:52:28.455679,277,71,Flat,22.0,3403.47
239,2024-06-01 11:52:28.455679,278,71,Flat,22.0,3839.95
239,2024-07-01 11:52:28.455679,295,71,Flat,22.0,3529.79
239,2024-08-01 11:52:28.455679,332,71,Flat,22.0,3484.94
239,2024-09-01 11:52:28.455679,379,71,Flat,22.0,3403.98
239,2024-10-01 11:52:28.455679,344,71,Flat,22.0,3279.38
239,2024-11-01 11:52:28.455679,387,71,Flat,22.0,3482.28
239,2024-12-01 11:52:28.455679,322,71,Flat,22.0,3143.54
239,2025-01-01 11:52:28.455679,244,71,Flat,22.0,3152.74
239,2025-02-01 11:52:28.455679,330,71,Flat,22.0,3622.49
239,2025-03-01 11:52:28.455679,239,71,Flat,22.0,3067.58
239,2025-04-01 11:52:28.455679,294,71,Flat,22.0,3356.09
240,2024-05-01 11:52:28.455679,328,74,Block of Flats,21.0,3270.17
240,2024-06-01 11:52:28.455679,244,74,Block of Flats,21.0,3399.51
240,2024-07-01 11:52:28.455679,294,74,Block of Flats,21.0,3516.91
240,2024-08-01 11:52:28.455679,374,74,Block of Flats,21.0,3676.91
240,2024-09-01 11:52:28.455679,269,74,Block of Flats,21.0,3723.53
240,2024-10-01 11:52:28.455679,271,74,Block of Flats,21.0,3296.21
240,2024-11-01 11:52:28.455679,307,74,Block of Flats,21.0,3386.81
240,2024-12-01 11:52:28.455679,257,74,Block of Flats,21.0,4290.51
240,2025-01-01 11:52:28.455679,286,74,Block of Flats,21.0,3430.0
240,2025-02-01 11:52:28.455679,317,74,Block of Flats,21.0,3303.56
240,2025-03-01 11:52:28.455679,271,74,Block of Flats,21.0,3336.84
240,2025-04-01 11:52:28.455679,261,74,Block of Flats,21.0,3431.17
241,2024-05-01 11:52:28.455679,263,29,House,20.0,2501.45
241,2024-06-01 11:52:28.455679,333,29,House,20.0,2533.13
241,2024-07-01 11:52:28.455679,306,29,House,20.0,2575.71
241,2024-08-01 11:52:28.455679,359,29,House,20.0,2574.32
241,2024-09-01 11:52:28.455679,262,29,House,20.0,2388.9
241,2024-10-01 11:52:28.455679,249,29,House,20.0,2653.87
241,2024-11-01 11:52:28.455679,289,29,House,20.0,2604.21
241,2024-12-01 11:52:28.455679,339,29,House,20.0,2679.32
241,2025-01-01 11:52:28.455679,286,29,House,20.0,2237.11
241,2025-02-01 11:52:28.455679,267,29,House,20.0,2611.37
241,2025-03-01 11:52:28.455679,385,29,House,20.0,2182.88
241,2025-04-01 11:52:28.455679,235,29,House,20.0,2544.89
242,2024-05-01 11:52:28.455679,276,74,Flat,21.0,3611.59
242,2024-06-01 11:52:28.455679,306,74,Flat,21.0,3689.16
242,2024-07-01 11:52:28.455679,425,74,Flat,21.0,3546.89
242,2024-08-01 11:52:28.455679,259,74,Flat,21.0,3615.08
242,2024-09-01 11:52:28.455679,282,74,Flat,21.0,3420.2
242,2024-10-01 11:52:28.455679,269,74,Flat,21.0,3378.17
242,2024-11-01 11:52:28.455679,256,74,Flat,21.0,4018.55
242,2024-12-01 11:52:28.455679,319,74,Flat,21.0,3645.43
242,2025-01-01 11:52:28.455679,336,74,Flat,21.0,3245.4
242,2025-02-01 11:52:28.455679,299,74,Flat,21.0,3133.07
242,2025-03-01 11:52:28.455679,322,74,Flat,21.0,3386.99
242,2025-04-01 11:52:28.455679,208,74,Flat,21.0,3718.37
243,2024-05-01 11:52:28.455679,253,71,House,22.0,3429.75
243,2024-06-01 11:52:28.455679,241,71,House,22.0,2975.2
243,2024-07-01 11:52:28.455679,348,71,House,22.0,3384.54
243,2024-08-01 11:52:28.455679,289,71,House,22.0,3419.52
243,2024-09-01 11:52:28.455679,368,71,House,22.0,2936.87
243,2024-10-01 11:52:28.455679,255,71,House,22.0,3424.83
243,2024-11-01 11:52:28.455679,289,71,House,22.0,3217.33
243,2024-12-01 11:52:28.455679,280,71,House,22.0,3052.89
243,2025-01-01 11:52:28.455679,360,71,House,22.0,3740.9
243,2025-02-01 11:52:28.455679,245,71,House,22.0,3208.48
243,2025-03-01 11:52:28.455679,327,71,House,22.0,3286.54
243,2025-04-01 11:52:28.455679,259,71,House,22.0,3283.88
244,2024-05-01 11:52:28.455679,288,47,House,19.0,2940.45
244,2024-06-01 11:52:28.455679,323,47,House,19.0,3293.26
244,2024-07-01 11:52:28.455679,366,47,House,19.0,2700.76
244,2024-08-01 11:52:28.455679,228,47,House,19.0,2878.64
244,2024-09-01 11:52:28.455679,334,47,House,19.0,2964.17
244,2024-10-01 11:52:28.455679,211,47,House,19.0,2766.24
244,2024-11-01 11:52:28.455679,284,47,House,19.0,2875.42
244,2024-12-01 11:52:28.455679,311,47,House,19.0,3058.9
244,2025-01-01 11:52:28.455679,343,47,House,19.0,2788.86
244,2025-02-01 11:52:28.455679,211,47,House,19.0,2872.27
244,2025-03-01 11:52:28.455679,330,47,House,19.0,2853.73
244,2025-04-01 11:52:28.455679,200,47,House,19.0,2919.24
245,2024-05-01 11:52:28.455679,287,29,Block of Flats,20.0,2628.63
245,2024-06-01 11:52:28.455679,303,29,Block of Flats,20.0,2697.31
245,2024-07-01 11:52:28.455679,243,29,Block of Flats,20.0,2967.51
245,2024-08-01 11:52:28.455679,225,29,Block of Flats,20.0,2048.3
245,2024-09-01 11:52:28.455679,331,29,Block of Flats,20.0,2546.52
245,2024-10-01 11:52:28.455679,344,29,Block of Flats,20.0,2307.11
245,2024-11-01 11:52:28.455679,329,29,Block of Flats,20.0,2502.93
245,2024-12-01 11:52:28.455679,258,29,Block of Flats,20.0,2756.17
245,2025-01-01 11:52:28.455679,350,29,Block of Flats,20.0,2819.56
245,2025-02-01 11:52:28.455679,308,29,Block of Flats,20.0,2828.94
245,2025-03-01 11:52:28.455679,241,29,Block of Flats,20.0,2827.06
245,2025-04-01 11:52:28.455679,309,29,Block of Flats,20.0,2545.21
246,2024-05-01 11:52:28.455679,259,47,Flat,19.0,3219.71
246,2024-06-01 11:52:28.455679,269,47,Flat,19.0,3259.37
246,2024-07-01 11:52:28.455679,328,47,Flat,19.0,2967.76
246,2024-08-01 11:52:28.455679,377,47,Flat,19.0,3175.45
246,2024-09-01 11:52:28.455679,305,47,Flat,19.0,2948.25
246,2024-10-01 11:52:28.455679,205,47,Flat,19.0,3222.05
246,2024-11-01 11:52:28.455679,384,47,Flat,19.0,2907.67
246,2024-12-01 11:52:28.455679,323,47,Flat,19.0,2818.1
246,2025-01-01 11:52:28.455679,243,47,Flat,19.0,2716.0
246,2025-02-01 11:52:28.455679,290,47,Flat,19.0,2905.27
246,2025-03-01 11:52:28.455679,281,47,Flat,19.0,2956.88
246,2025-04-01 11:52:28.455679,254,47,Flat,19.0,2750.83
247,2024-05-01 11:52:28.455679,228,29,House,20.0,2529.98
247,2024-06-01 11:52:28.455679,285,29,House,20.0,2474.69
247,2024-07-01 11:52:28.455679,375,29,House,20.0,2364.6
247,2024-08-01 11:52:28.455679,364,29,House,20.0,2787.18
247,2024-09-01 11:52:28.455679,286,29,House,20.0,2822.38
247,2024-10-01 11:52:28.455679,298,29,House,20.0,2786.29
247,2024-11-01 11:52:28.455679,219,29,House,20.0,2563.17
247,2024-12-01 11:52:28.455679,277,29,House,20.0,2575.52
247,2025-01-01 11:52:28.455679,327,29,House,20.0,2367.37
247,2025-02-01 11:52:28.455679,240,29,House,20.0,2662.93
247,2025-03-01 11:52:28.455679,291,29,House,20.0,2613.93
247,2025-04-01 11:52:28.455679,259,29,House,20.0,3148.79
248,2024-05-01 11:52:28.455679,340,47,House,19.0,3157.42
248,2024-06-01 11:52:28.455679,361,47,House,19.0,3003.05
248,2024-07-01 11:52:28.455679,314,47,House,19.0,2931.68
248,2024-08-01 11:52:28.455679,363,47,House,19.0,3140.26
248,2024-09-01 11:52:28.455679,234,47,House,19.0,2756.85
248,2024-10-01 11:52:28.455679,269,47,House,19.0,3167.93
248,2024-11-01 11:52:28.455679,274,47,House,19.0,2722.57
248,2024-12-01 11:52:28.455679,275,47,House,19.0,2827.7
248,2025-01-01 11:52:28.455679,369,47,House,19.0,2572.36
248,2025-02-01 11:52:28.455679,297,47,House,19.0,3062.82
248,2025-03-01 11:52:28.455679,254,47,House,19.0,2989.99
248,2025-04-01 11:52:28.455679,274,47,House,19.0,2827.7
249,2024-05-01 11:52:28.455679,268,47,House,18.0,2754.17
249,2024-06-01 11:52:28.455679,288,47,House,18.0,3215.74
249,2024-07-01 11:52:28.455679,288,47,House,18.0,2913.28
249,2024-08-01 11:52:28.455679,396,47,House,18.0,2786.54
249,2024-09-01 11:52:28.455679,253,47,House,18.0,3324.39
249,2024-10-01 11:52:28.455679,317,47,House,18.0,2808.59
249,2024-11-01 11:52:28.455679,264,47,House,18.0,3167.72
249,2024-12-01 11:52:28.455679,381,47,House,18.0,2709.8
249,2025-01-01 11:52:28.455679,313,47,House,18.0,2869.01
249,2025-02-01 11:52:28.455679,297,47,House,18.0,3040.46
249,2025-03-01 11:52:28.455679,242,47,House,18.0,2928.43
249,2025-04-01 11:52:28.455679,235,47,House,18.0,2988.75
250,2024-05-01 11:52:28.455679,252,74,House,21.0,3372.23
250,2024-06-01 11:52:28.455679,298,74,House,21.0,3160.44
250,2024-07-01 11:52:28.455679,230,74,House,21.0,3773.12
250,2024-08-01 11:52:28.455679,353,74,House,21.0,3384.43
250,2024-09-01 11:52:28.455679,246,74,House,21.0,3537.8
250,2024-10-01 11:52:28.455679,274,74,House,21.0,3620.39
250,2024-11-01 11:52:28.455679,242,74,House,21.0,3541.75
250,2024-12-01 11:52:28.455679,398,74,House,21.0,3338.28
250,2025-01-01 11:52:28.455679,356,74,House,21.0,3711.95
250,2025-02-01 11:52:28.455679,298,74,House,21.0,3582.74
250,2025-03-01 11:52:28.455679,352,74,House,21.0,3519.75
250,2025-04-01 11:52:28.455679,417,74,House,21.0,3515.12
251,2024-05-01 11:52:28.455679,175,47,Flat,18.0,3276.45
251,2024-06-01 11:52:28.455679,314,47,Flat,18.0,2793.99
251,2024-07-01 11:52:28.455679,243,47,Flat,18.0,3023.05
251,2024-08-01 11:52:28.455679,278,47,Flat,18.0,2834.27
251,2024-09-01 11:52:28.455679,362,47,Flat,18.0,2552.74
251,2024-10-01 11:52:28.455679,225,47,Flat,18.0,2547.45
251,2024-11-01 11:52:28.455679,360,47,Flat,18.0,2737.07
251,2024-12-01 11:52:28.455679,302,47,Flat,18.0,2808.31
251,2025-01-01 11:52:28.455679,288,47,Flat,18.0,3374.59
251,2025-02-01 11:52:28.455679,288,47,Flat,18.0,3079.68
251,2025-03-01 11:52:28.455679,356,47,Flat,18.0,3097.67
251,2025-04-01 11:52:28.455679,269,47,Flat,18.0,2812.58
252,2024-05-01 11:52:28.455679,369,47,Flat,19.0,2952.27
252,2024-06-01 11:52:28.455679,363,47,Flat,19.0,3401.23
252,2024-07-01 11:52:28.455679,350,47,Flat,19.0,2697.12
252,2024-08-01 11:52:28.455679,359,47,Flat,19.0,3031.25
252,2024-09-01 11:52:28.455679,379,47,Flat,19.0,3262.26
252,2024-10-01 11:52:28.455679,268,47,Flat,19.0,3133.19
252,2024-11-01 11:52:28.455679,266,47,Flat,19.0,3300.31
252,2024-12-01 11:52:28.455679,319,47,Flat,19.0,2982.57
252,2025-01-01 11:52:28.455679,312,47,Flat,19.0,3060.69
252,2025-02-01 11:52:28.455679,310,47,Flat,19.0,2961.95
252,2025-03-01 11:52:28.455679,345,47,Flat,19.0,3046.67
252,2025-04-01 11:52:28.455679,198,47,Flat,19.0,2756.96
253,2024-05-01 11:52:28.455679,289,71,Flat,22.0,3578.47
253,2024-06-01 11:52:28.455679,256,71,Flat,22.0,3478.85
253,2024-07-01 11:52:28.455679,469,71,Flat,22.0,3432.53
253,2024-08-01 11:52:28.455679,282,71,Flat,22.0,3769.28
253,2024-09-01 11:52:28.455679,337,71,Flat,22.0,3366.92
253,2024-10-01 11:52:28.455679,233,71,Flat,22.0,3661.56
253,2024-11-01 11:52:28.455679,307,71,Flat,22.0,3681.46
253,2024-12-01 11:52:28.455679,269,71,Flat,22.0,3591.11
253,2025-01-01 11:52:28.455679,219,71,Flat,22.0,3226.98
253,2025-02-01 11:52:28.455679,368,71,Flat,22.0,3491.82
253,2025-03-01 11:52:28.455679,280,71,Flat,22.0,3811.69
253,2025-04-01 11:52:28.455679,193,71,Flat,22.0,3056.29
254,2024-05-01 11:52:28.455679,300,47,Flat,19.0,2902.47
254,2024-06-01 11:52:28.455679,291,47,Flat,19.0,3172.46
254,2024-07-01 11:52:28.455679,287,47,Flat,19.0,2916.94
254,2024-08-01 11:52:28.455679,301,47,Flat,19.0,3101.98
254,2024-09-01 11:52:28.455679,320,47,Flat,19.0,3221.84
254,2024-10-01 11:52:28.455679,241,47,Flat,19.0,2986.4
254,2024-11-01 11:52:28.455679,319,47,Flat,19.0,3041.8
254,2024-12-01 11:52:28.455679,340,47,Flat,19.0,2958.37
254,2025-01-01 11:52:28.455679,347,47,Flat,19.0,2999.56
254,2025-02-01 11:52:28.455679,256,47,Flat,19.0,3360.52
254,2025-03-01 11:52:28.455679,225,47,Flat,19.0,2927.21
254,2025-04-01 11:52:28.455679,311,47,Flat,19.0,2869.37
255,2024-05-01 11:52:28.455679,318,71,Flat,22.0,3628.35
255,2024-06-01 11:52:28.455679,381,71,Flat,22.0,3251.42
255,2024-07-01 11:52:28.455679,262,71,Flat,22.0,3297.06
255,2024-08-01 11:52:28.455679,293,71,Flat,22.0,3298.33
255,2024-09-01 11:52:28.455679,175,71,Flat,22.0,3368.83
255,2024-10-01 11:52:28.455679,268,71,Flat,22.0,3377.56
255,2024-11-01 11:52:28.455679,323,71,Flat,22.0,3559.82
255,2024-12-01 11:52:28.455679,207,71,Flat,22.0,3351.53
255,2025-01-01 11:52:28.455679,333,71,Flat,22.0,3567.89
255,2025-02-01 11:52:28.455679,278,71,Flat,22.0,3592.84
255,2025-03-01 11:52:28.455679,415,71,Flat,22.0,3289.3
255,2025-04-01 11:52:28.455679,355,71,Flat,22.0,3588.54
256,2024-05-01 11:52:28.455679,348,71,Block of Flats,22.0,3606.68
256,2024-06-01 11:52:28.455679,290,71,Block of Flats,22.0,3067.81
256,2024-07-01 11:52:28.455679,302,71,Block of Flats,22.0,3478.7
256,2024-08-01 11:52:28.455679,249,71,Block of Flats,22.0,3318.72
256,2024-09-01 11:52:28.455679,253,71,Block of Flats,22.0,3680.61
256,2024-10-01 11:52:28.455679,313,71,Block of Flats,22.0,3316.68
256,2024-11-01 11:52:28.455679,229,71,Block of Flats,22.0,3152.1
256,2024-12-01 11:52:28.455679,321,71,Block of Flats,22.0,3414.04
256,2025-01-01 11:52:28.455679,334,71,Block of Flats,22.0,3240.61
256,2025-02-01 11:52:28.455679,280,71,Block of Flats,22.0,3589.92
256,2025-03-01 11:52:28.455679,259,71,Block of Flats,22.0,3258.28
256,2025-04-01 11:52:28.455679,201,71,Block of Flats,22.0,3416.5
257,2024-05-01 11:52:28.455679,249,29,Flat,20.0,2889.16
257,2024-06-01 11:52:28.455679,251,29,Flat,20.0,2799.71
257,2024-07-01 11:52:28.455679,216,29,Flat,20.0,2675.57
257,2024-08-01 11:52:28.455679,207,29,Flat,20.0,2554.48
257,2024-09-01 11:52:28.455679,310,29,Flat,20.0,2656.58
257,2024-10-01 11:52:28.455679,311,29,Flat,20.0,2717.8
257,2024-11-01 11:52:28.455679,264,29,Flat,20.0,2382.68
257,2024-12-01 11:52:28.455679,346,29,Flat,20.0,2750.27
257,2025-01-01 11:52:28.455679,295,29,Flat,20.0,2359.66
257,2025-02-01 11:52:28.455679,332,29,Flat,20.0,2694.49
257,2025-03-01 11:52:28.455679,397,29,Flat,20.0,2358.62
257,2025-04-01 11:52:28.455679,336,29,Flat,20.0,2972.56
258,2024-05-01 11:52:28.455679,358,74,House,21.0,3632.67
258,2024-06-01 11:52:28.455679,278,74,House,21.0,3168.79
258,2024-07-01 11:52:28.455679,268,74,House,21.0,3479.81
258,2024-08-01 11:52:28.455679,271,74,House,21.0,3375.72
258,2024-09-01 11:52:28.455679,304,74,House,21.0,3352.05
258,2024-10-01 11:52:28.455679,226,74,House,21.0,3509.42
258,2024-11-01 11:52:28.455679,343,74,House,21.0,3294.4
258,2024-12-01 11:52:28.455679,272,74,House,21.0,3632.29
258,2025-01-01 11:52:28.455679,275,74,House,21.0,3620.93
258,2025-02-01 11:52:28.455679,373,74,House,21.0,3550.28
258,2025-03-01 11:52:28.455679,304,74,House,21.0,3476.1
258,2025-04-01 11:52:28.455679,355,74,House,21.0,3611.96
259,2024-05-01 11:52:28.455679,434,47,Block of Flats,19.0,3098.28
259,2024-06-01 11:52:28.455679,241,47,Block of Flats,19.0,3030.98
259,2024-07-01 11:52:28.455679,305,47,Block of Flats,19.0,2677.63
259,2024-08-01 11:52:28.455679,348,47,Block of Flats,19.0,2782.32
259,2024-09-01 11:52:28.455679,229,47,Block of Flats,19.0,2886.39
259,2024-10-01 11:52:28.455679,270,47,Block of Flats,19.0,2644.84
259,2024-11-01 11:52:28.455679,323,47,Block of Flats,19.0,2984.8
259,2024-12-01 11:52:28.455679,244,47,Block of Flats,19.0,3222.2
259,2025-01-01 11:52:28.455679,402,47,Block of Flats,19.0,3190.34
259,2025-02-01 11:52:28.455679,309,47,Block of Flats,19.0,3087.93
259,2025-03-01 11:52:28.455679,355,47,Block of Flats,19.0,3085.54
259,2025-04-01 11:52:28.455679,384,47,Block of Flats,19.0,3383.06
260,2024-05-01 11:52:28.455679,290,71,Flat,22.0,3588.77
260,2024-06-01 11:52:28.455679,296,71,Flat,22.0,3605.13
260,2024-07-01 11:52:28.455679,195,71,Flat,22.0,3132.22
260,2024-08-01 11:52:28.455679,276,71,Flat,22.0,3686.56
260,2024-09-01 11:52:28.455679,310,71,Flat,22.0,3499.7
260,2024-10-01 11:52:28.455679,352,71,Flat,22.0,3404.04
260,2024-11-01 11:52:28.455679,268,71,Flat,22.0,3354.47
260,2024-12-01 11:52:28.455679,400,71,Flat,22.0,3310.28
