propertyid,valuation_date,property_value_gbp,valuation_method,valuer,estimated_monthly_rent_gbp,rental_yield_percent,property_type,property_age_years,bedrooms,estateid,blockid,year
232,2021-04-29,190000,Comparative Market Analysis,Automated System,634,4.0,Flat,31.0,3,,21.0,2021
232,2022-04-29,202000,Income Capitalization,Nicholls and Sons Valuations,713,4.24,Flat,32.0,3,,21.0,2022
232,2023-04-29,218000,Cost Approach,Independent Surveyor,877,4.83,Flat,33.0,3,,21.0,2023
232,2024-04-28,230000,Comparative Market Analysis,RICS Registered Valuer,1011,5.28,Flat,34.0,3,,21.0,2024
232,2025-04-28,245000,Comparative Market Analysis,Independent Surveyor,921,4.51,Flat,35.0,3,,21.0,2025
233,2020-04-29,183000,Comparative Market Analysis,Internal Valuation Team,778,5.1,House,30.0,1,,20.0,2020
233,2021-04-29,195000,On-site Professional Valuation,Whittaker LLC Valuations,761,4.68,House,31.0,1,,20.0,2021
233,2022-04-29,210000,Income Capitalization,Independent Surveyor,991,5.66,House,32.0,1,,20.0,2022
233,2023-04-29,225000,Automated Valuation Model,Automated System,1096,5.84,House,33.0,1,,20.0,2023
233,2024-04-28,241000,Automated Valuation Model,RICS Registered Valuer,1063,5.29,House,34.0,1,,20.0,2024
233,2025-04-28,256000,On-site Professional Valuation,Independent Surveyor,1234,5.78,House,35.0,1,,20.0,2025
234,2020-04-29,121000,Comparative Market Analysis,Newton Inc Valuations,568,5.63,Flat,30.0,1,,20.0,2020
234,2021-04-29,126000,Cost Approach,Richards-Sims Valuations,572,5.45,Flat,31.0,1,,20.0,2021
234,2022-04-29,134000,Cost Approach,Independent Surveyor,493,4.42,Flat,32.0,1,,20.0,2022
234,2023-04-29,138000,Comparative Market Analysis,Independent Surveyor,494,4.3,Flat,33.0,1,,20.0,2023
234,2024-04-28,149000,Income Capitalization,"Perry, Walton and Walker Valuations",652,5.25,Flat,34.0,1,,20.0,2024
234,2025-04-28,158000,Comparative Market Analysis,Independent Surveyor,576,4.37,Flat,35.0,1,,20.0,2025
235,2020-04-29,172000,Comparative Market Analysis,Independent Surveyor,663,4.63,Flat,30.0,3,,20.0,2020
235,2021-04-29,181000,Income Capitalization,Independent Surveyor,753,4.99,Flat,31.0,3,,20.0,2021
235,2022-04-29,190000,Income Capitalization,Morgan PLC Valuations,934,5.9,Flat,32.0,3,,20.0,2022
235,2023-04-29,199000,Comparative Market Analysis,RICS Registered Valuer,701,4.22,Flat,33.0,3,,20.0,2023
235,2024-04-28,214000,Comparative Market Analysis,Automated System,872,4.89,Flat,34.0,3,,20.0,2024
235,2025-04-28,230000,Cost Approach,Automated System,826,4.31,Flat,35.0,3,,20.0,2025
236,2020-04-29,151000,Cost Approach,RICS Registered Valuer,635,5.05,Flat,30.0,2,,21.0,2020
236,2021-04-29,161000,On-site Professional Valuation,RICS Registered Valuer,563,4.2,Flat,31.0,2,,21.0,2021
236,2022-04-29,168000,Automated Valuation Model,"Kelly, Marsh and Phillips Valuations",570,4.07,Flat,32.0,2,,21.0,2022
236,2023-04-29,174000,Comparative Market Analysis,Chapman LLC Valuations,670,4.62,Flat,33.0,2,,21.0,2023
236,2024-04-28,187000,Comparative Market Analysis,Internal Valuation Team,727,4.67,Flat,34.0,2,,21.0,2024
236,2025-04-28,197000,Cost Approach,Internal Valuation Team,873,5.32,Flat,35.0,2,,21.0,2025
237,2020-04-29,262000,Income Capitalization,Independent Surveyor,1010,4.62,House,30.0,3,,22.0,2020
237,2021-04-29,272000,On-site Professional Valuation,Independent Surveyor,1037,4.57,House,31.0,3,,22.0,2021
237,2022-04-29,291000,Cost Approach,RICS Registered Valuer,1295,5.34,House,32.0,3,,22.0,2022
237,2023-04-29,302000,On-site Professional Valuation,Bevan-Simpson Valuations,1064,4.23,House,33.0,3,,22.0,2023
237,2024-04-28,319000,Cost Approach,"Holden, Burrows and Tomlinson Valuations",1173,4.41,House,34.0,3,,22.0,2024
237,2025-04-28,334000,Cost Approach,Roberts-Warner Valuations,1192,4.28,House,35.0,3,,22.0,2025
238,2020-04-29,137000,On-site Professional Valuation,Independent Surveyor,473,4.14,Flat,29.0,2,,18.0,2020
238,2021-04-29,145000,Comparative Market Analysis,Automated System,496,4.1,Flat,30.0,2,,18.0,2021
238,2022-04-29,156000,Automated Valuation Model,Internal Valuation Team,533,4.1,Flat,31.0,2,,18.0,2022
238,2023-04-29,161000,On-site Professional Valuation,Smith-Webb Valuations,642,4.78,Flat,32.0,2,,18.0,2023
238,2024-04-28,171000,Automated Valuation Model,"Fry, Skinner and Heath Valuations",767,5.38,Flat,33.0,2,,18.0,2024
238,2025-04-28,179000,Income Capitalization,Coles-Smith Valuations,696,4.66,Flat,34.0,2,,18.0,2025
239,2020-04-29,132000,Automated Valuation Model,White-Lucas Valuations,643,5.85,Flat,30.0,2,,22.0,2020
239,2021-04-29,137000,Automated Valuation Model,Internal Valuation Team,642,5.63,Flat,31.0,2,,22.0,2021
239,2022-04-29,144000,Automated Valuation Model,Automated System,644,5.37,Flat,32.0,2,,22.0,2022
239,2023-04-29,150000,On-site Professional Valuation,Independent Surveyor,556,4.45,Flat,33.0,2,,22.0,2023
239,2024-04-28,161000,Cost Approach,Independent Surveyor,642,4.78,Flat,34.0,2,,22.0,2024
239,2025-04-28,170000,Automated Valuation Model,Internal Valuation Team,575,4.06,Flat,35.0,2,,22.0,2025
240,2020-04-29,132000,Income Capitalization,Independent Surveyor,541,4.92,Block of Flats,30.0,1,,21.0,2020
240,2021-04-29,141000,Income Capitalization,"Lynch, Lowe and Quinn Valuations",612,5.21,Block of Flats,31.0,1,,21.0,2021
240,2022-04-29,146000,Comparative Market Analysis,Independent Surveyor,686,5.64,Block of Flats,32.0,1,,21.0,2022
240,2023-04-29,154000,Cost Approach,Edwards Group Valuations,532,4.14,Block of Flats,33.0,1,,21.0,2023
240,2024-04-28,163000,Income Capitalization,Cook-Parker Valuations,704,5.18,Block of Flats,34.0,1,,21.0,2024
240,2025-04-28,169000,Automated Valuation Model,Automated System,608,4.32,Block of Flats,35.0,1,,21.0,2025
241,2020-04-29,235000,On-site Professional Valuation,Automated System,865,4.42,House,30.0,3,,20.0,2020
241,2021-04-29,251000,Cost Approach,Marsh Group Valuations,1019,4.87,House,31.0,3,,20.0,2021
241,2022-04-29,268000,Comparative Market Analysis,"Williams, Martin and Price Valuations",971,4.35,House,32.0,3,,20.0,2022
241,2023-04-29,287000,On-site Professional Valuation,Automated System,1011,4.23,House,33.0,3,,20.0,2023
241,2024-04-28,300000,Automated Valuation Model,RICS Registered Valuer,1049,4.2,House,34.0,3,,20.0,2024
241,2025-04-28,314000,On-site Professional Valuation,Internal Valuation Team,1259,4.81,House,35.0,3,,20.0,2025
242,2020-04-29,127000,Automated Valuation Model,Independent Surveyor,550,5.19,Flat,30.0,1,,21.0,2020
242,2021-04-29,134000,Comparative Market Analysis,RICS Registered Valuer,594,5.32,Flat,31.0,1,,21.0,2021
242,2022-04-29,143000,Comparative Market Analysis,RICS Registered Valuer,688,5.77,Flat,32.0,1,,21.0,2022
242,2023-04-29,152000,Cost Approach,Automated System,621,4.91,Flat,33.0,1,,21.0,2023
242,2024-04-28,162000,Income Capitalization,Independent Surveyor,661,4.89,Flat,34.0,1,,21.0,2024
242,2025-04-28,169000,Cost Approach,Automated System,787,5.59,Flat,35.0,1,,21.0,2025
243,2020-04-29,199000,Comparative Market Analysis,Shaw-Reynolds Valuations,967,5.83,House,30.0,1,,22.0,2020
243,2021-04-29,205000,Automated Valuation Model,RICS Registered Valuer,1020,5.97,House,31.0,1,,22.0,2021
243,2022-04-29,220000,On-site Professional Valuation,Internal Valuation Team,756,4.12,House,32.0,1,,22.0,2022
243,2023-04-29,227000,Cost Approach,Internal Valuation Team,969,5.12,House,33.0,1,,22.0,2023
243,2024-04-28,243000,Income Capitalization,Automated System,1161,5.73,House,34.0,1,,22.0,2024
243,2025-04-28,259000,Cost Approach,Automated System,1034,4.79,House,35.0,1,,22.0,2025
244,2020-04-29,286000,Income Capitalization,RICS Registered Valuer,1161,4.87,House,30.0,4,,19.0,2020
244,2021-04-29,301000,Automated Valuation Model,Independent Surveyor,1098,4.38,House,31.0,4,,19.0,2021
244,2022-04-29,323000,Income Capitalization,RICS Registered Valuer,1160,4.31,House,32.0,4,,19.0,2022
244,2023-04-29,333000,Income Capitalization,Automated System,1470,5.3,House,33.0,4,,19.0,2023
244,2024-04-28,354000,Income Capitalization,Internal Valuation Team,1755,5.95,House,34.0,4,,19.0,2024
244,2025-04-28,367000,Automated Valuation Model,Bell Ltd Valuations,1716,5.61,House,35.0,4,,19.0,2025
245,2020-04-29,226000,Automated Valuation Model,Ashton and Sons Valuations,988,5.25,Block of Flats,30.0,4,,20.0,2020
245,2021-04-29,238000,Automated Valuation Model,Independent Surveyor,1119,5.64,Block of Flats,31.0,4,,20.0,2021
245,2022-04-29,247000,Comparative Market Analysis,"Edwards, Green and Begum Valuations",998,4.85,Block of Flats,32.0,4,,20.0,2022
245,2023-04-29,261000,On-site Professional Valuation,Independent Surveyor,1188,5.46,Block of Flats,33.0,4,,20.0,2023
245,2024-04-28,274000,Cost Approach,Internal Valuation Team,1163,5.09,Block of Flats,34.0,4,,20.0,2024
245,2025-04-28,296000,Cost Approach,Internal Valuation Team,1267,5.14,Block of Flats,35.0,4,,20.0,2025
246,2020-04-29,190000,Comparative Market Analysis,RICS Registered Valuer,938,5.92,Flat,30.0,4,,19.0,2020
246,2021-04-29,203000,Cost Approach,Automated System,855,5.05,Flat,31.0,4,,19.0,2021
246,2022-04-29,214000,On-site Professional Valuation,Internal Valuation Team,900,5.05,Flat,32.0,4,,19.0,2022
246,2023-04-29,223000,Comparative Market Analysis,Jones-Warner Valuations,978,5.26,Flat,33.0,4,,19.0,2023
246,2024-04-28,239000,Comparative Market Analysis,Independent Surveyor,921,4.62,Flat,34.0,4,,19.0,2024
246,2025-04-28,252000,Automated Valuation Model,Rowe-Hill Valuations,845,4.02,Flat,35.0,4,,19.0,2025
247,2020-04-29,206000,Cost Approach,Automated System,884,5.15,House,30.0,1,,20.0,2020
247,2021-04-29,216000,Cost Approach,Independent Surveyor,1072,5.96,House,31.0,1,,20.0,2021
247,2022-04-29,224000,On-site Professional Valuation,Independent Surveyor,1006,5.39,House,32.0,1,,20.0,2022
247,2023-04-29,239000,Comparative Market Analysis,Automated System,1021,5.13,House,33.0,1,,20.0,2023
247,2024-04-28,253000,Cost Approach,Green and Sons Valuations,1085,5.15,House,34.0,1,,20.0,2024
247,2025-04-28,261000,Income Capitalization,Harrison-Brown Valuations,1081,4.97,House,35.0,1,,20.0,2025
248,2020-04-29,205000,Cost Approach,RICS Registered Valuer,951,5.57,House,30.0,2,,19.0,2020
248,2021-04-29,217000,Cost Approach,Internal Valuation Team,823,4.55,House,31.0,2,,19.0,2021
248,2022-04-29,232000,On-site Professional Valuation,RICS Registered Valuer,1007,5.21,House,32.0,2,,19.0,2022
248,2023-04-29,247000,Income Capitalization,Independent Surveyor,976,4.74,House,33.0,2,,19.0,2023
248,2024-04-28,264000,Income Capitalization,Hewitt-Cross Valuations,984,4.47,House,34.0,2,,19.0,2024
248,2025-04-28,283000,Comparative Market Analysis,RICS Registered Valuer,1105,4.69,House,35.0,2,,19.0,2025
249,2020-04-29,297000,Automated Valuation Model,Automated System,1397,5.64,House,29.0,4,,18.0,2020
249,2021-04-29,317000,Automated Valuation Model,RICS Registered Valuer,1182,4.48,House,30.0,4,,18.0,2021
249,2022-04-29,330000,Cost Approach,Internal Valuation Team,1504,5.47,House,31.0,4,,18.0,2022
249,2023-04-29,351000,Comparative Market Analysis,Internal Valuation Team,1612,5.51,House,32.0,4,,18.0,2023
249,2024-04-28,364000,Cost Approach,Automated System,1455,4.8,House,33.0,4,,18.0,2024
249,2025-04-28,389000,On-site Professional Valuation,RICS Registered Valuer,1784,5.5,House,34.0,4,,18.0,2025
250,2020-04-29,251000,Automated Valuation Model,Independent Surveyor,1132,5.41,House,30.0,3,,21.0,2020
250,2021-04-29,260000,Comparative Market Analysis,Independent Surveyor,1244,5.74,House,31.0,3,,21.0,2021
250,2022-04-29,280000,Cost Approach,Wallis and Sons Valuations,1143,4.9,House,32.0,3,,21.0,2022
250,2023-04-29,298000,On-site Professional Valuation,Independent Surveyor,1014,4.08,House,33.0,3,,21.0,2023
250,2024-04-28,321000,Cost Approach,Independent Surveyor,1301,4.86,House,34.0,3,,21.0,2024
250,2025-04-28,335000,Cost Approach,"Lee, Barber and Mitchell Valuations",1565,5.6,House,35.0,3,,21.0,2025
251,2020-04-29,141000,Income Capitalization,Taylor and Sons Valuations,652,5.55,Flat,29.0,2,,18.0,2020
251,2021-04-29,151000,Income Capitalization,Independent Surveyor,634,5.04,Flat,30.0,2,,18.0,2021
251,2022-04-29,159000,Comparative Market Analysis,Internal Valuation Team,708,5.35,Flat,31.0,2,,18.0,2022
251,2023-04-29,167000,Automated Valuation Model,Independent Surveyor,703,5.05,Flat,32.0,2,,18.0,2023
251,2024-04-28,174000,Income Capitalization,Internal Valuation Team,662,4.57,Flat,33.0,2,,18.0,2024
251,2025-04-28,180000,On-site Professional Valuation,RICS Registered Valuer,628,4.18,Flat,34.0,2,,18.0,2025
252,2020-04-29,133000,Comparative Market Analysis,Internal Valuation Team,585,5.28,Flat,30.0,1,,19.0,2020
252,2021-04-29,143000,On-site Professional Valuation,RICS Registered Valuer,508,4.26,Flat,31.0,1,,19.0,2021
252,2022-04-29,153000,Cost Approach,Independent Surveyor,687,5.39,Flat,32.0,1,,19.0,2022
252,2023-04-29,162000,Automated Valuation Model,Independent Surveyor,793,5.87,Flat,33.0,1,,19.0,2023
252,2024-04-28,173000,Cost Approach,Independent Surveyor,776,5.38,Flat,34.0,1,,19.0,2024
252,2025-04-28,179000,Comparative Market Analysis,Automated System,619,4.15,Flat,35.0,1,,19.0,2025
253,2020-04-29,162000,Cost Approach,Independent Surveyor,809,5.99,Flat,30.0,3,,22.0,2020
253,2021-04-29,168000,Income Capitalization,"Hill, Gibbons and Johnson Valuations",579,4.14,Flat,31.0,3,,22.0,2021
253,2022-04-29,177000,Comparative Market Analysis,RICS Registered Valuer,780,5.29,Flat,32.0,3,,22.0,2022
253,2023-04-29,187000,On-site Professional Valuation,Internal Valuation Team,758,4.86,Flat,33.0,3,,22.0,2023
253,2024-04-28,201000,Comparative Market Analysis,Internal Valuation Team,910,5.43,Flat,34.0,3,,22.0,2024
253,2025-04-28,208000,Cost Approach,Automated System,891,5.14,Flat,35.0,3,,22.0,2025
254,2020-04-29,169000,Comparative Market Analysis,Internal Valuation Team,704,5.0,Flat,30.0,4,,19.0,2020
254,2021-04-29,180000,Cost Approach,Automated System,680,4.53,Flat,31.0,4,,19.0,2021
254,2022-04-29,190000,Automated Valuation Model,Automated System,797,5.03,Flat,32.0,4,,19.0,2022
254,2023-04-29,200000,Comparative Market Analysis,"Williams, Kaur and Willis Valuations",948,5.69,Flat,33.0,4,,19.0,2023
254,2024-04-28,208000,Automated Valuation Model,Internal Valuation Team,827,4.77,Flat,34.0,4,,19.0,2024
254,2025-04-28,221000,Cost Approach,Independent Surveyor,1081,5.87,Flat,35.0,4,,19.0,2025
255,2020-04-29,194000,Comparative Market Analysis,Independent Surveyor,776,4.8,Flat,30.0,4,,22.0,2020
255,2021-04-29,205000,Comparative Market Analysis,Automated System,1012,5.92,Flat,31.0,4,,22.0,2021
255,2022-04-29,219000,Income Capitalization,RICS Registered Valuer,836,4.58,Flat,32.0,4,,22.0,2022
255,2023-04-29,232000,Income Capitalization,Independent Surveyor,1147,5.94,Flat,33.0,4,,22.0,2023
255,2024-04-28,247000,Cost Approach,Automated System,1192,5.79,Flat,34.0,4,,22.0,2024
255,2025-04-28,255000,Income Capitalization,RICS Registered Valuer,1119,5.27,Flat,35.0,4,,22.0,2025
256,2020-04-29,189000,On-site Professional Valuation,RICS Registered Valuer,638,4.05,Block of Flats,30.0,4,,22.0,2020
256,2021-04-29,199000,On-site Professional Valuation,Independent Surveyor,684,4.13,Block of Flats,31.0,4,,22.0,2021
256,2022-04-29,210000,Automated Valuation Model,Internal Valuation Team,1038,5.93,Block of Flats,32.0,4,,22.0,2022
256,2023-04-29,217000,Comparative Market Analysis,Automated System,744,4.11,Block of Flats,33.0,4,,22.0,2023
256,2024-04-28,225000,On-site Professional Valuation,Automated System,1053,5.61,Block of Flats,34.0,4,,22.0,2024
256,2025-04-28,242000,On-site Professional Valuation,RICS Registered Valuer,1158,5.74,Block of Flats,35.0,4,,22.0,2025
257,2020-04-29,196000,Comparative Market Analysis,Internal Valuation Team,729,4.47,Flat,30.0,4,,20.0,2020
257,2021-04-29,209000,Comparative Market Analysis,Automated System,867,4.98,Flat,31.0,4,,20.0,2021
257,2022-04-29,225000,Income Capitalization,RICS Registered Valuer,982,5.24,Flat,32.0,4,,20.0,2022
257,2023-04-29,232000,Cost Approach,Internal Valuation Team,1018,5.27,Flat,33.0,4,,20.0,2023
257,2024-04-28,244000,On-site Professional Valuation,Internal Valuation Team,883,4.34,Flat,34.0,4,,20.0,2024
257,2025-04-28,261000,Automated Valuation Model,Ali-Austin Valuations,916,4.21,Flat,35.0,4,,20.0,2025
258,2020-04-29,273000,Income Capitalization,Automated System,1010,4.44,House,30.0,3,,21.0,2020
258,2021-04-29,286000,Automated Valuation Model,Independent Surveyor,1352,5.67,House,31.0,3,,21.0,2021
258,2022-04-29,296000,On-site Professional Valuation,RICS Registered Valuer,1324,5.37,House,32.0,3,,21.0,2022
258,2023-04-29,310000,Income Capitalization,Internal Valuation Team,1532,5.93,House,33.0,3,,21.0,2023
258,2024-04-28,328000,Comparative Market Analysis,Independent Surveyor,1277,4.67,House,34.0,3,,21.0,2024
258,2025-04-28,340000,Cost Approach,Anderson Group Valuations,1369,4.83,House,35.0,3,,21.0,2025
259,2020-04-29,149000,On-site Professional Valuation,Internal Valuation Team,557,4.49,Block of Flats,30.0,2,,19.0,2020
259,2021-04-29,154000,On-site Professional Valuation,Automated System,716,5.58,Block of Flats,31.0,2,,19.0,2021
259,2022-04-29,165000,Automated Valuation Model,Internal Valuation Team,554,4.03,Block of Flats,32.0,2,,19.0,2022
259,2023-04-29,170000,Comparative Market Analysis,Smith LLC Valuations,618,4.36,Block of Flats,33.0,2,,19.0,2023
259,2024-04-28,183000,Automated Valuation Model,RICS Registered Valuer,737,4.83,Block of Flats,34.0,2,,19.0,2024
259,2025-04-28,190000,On-site Professional Valuation,Automated System,836,5.28,Block of Flats,35.0,2,,19.0,2025
260,2020-04-29,184000,On-site Professional Valuation,Internal Valuation Team,901,5.88,Flat,30.0,4,,22.0,2020
260,2021-04-29,195000,On-site Professional Valuation,Internal Valuation Team,883,5.43,Flat,31.0,4,,22.0,2021
260,2022-04-29,207000,Cost Approach,Automated System,960,5.57,Flat,32.0,4,,22.0,2022
260,2023-04-29,213000,Comparative Market Analysis,Patterson Inc Valuations,794,4.47,Flat,33.0,4,,22.0,2023
260,2024-04-28,230000,On-site Professional Valuation,Shah PLC Valuations,1004,5.24,Flat,34.0,4,,22.0,2024
260,2025-04-28,239000,Income Capitalization,Independent Surveyor,1104,5.54,Flat,35.0,4,,22.0,2025
261,2020-04-29,131000,Income Capitalization,Automated System,461,4.23,Flat,30.0,2,,22.0,2020
261,2021-04-29,138000,Comparative Market Analysis,Internal Valuation Team,497,4.32,Flat,31.0,2,,22.0,2021
261,2022-04-29,147000,Automated Valuation Model,Independent Surveyor,560,4.57,Flat,32.0,2,,22.0,2022
261,2023-04-29,154000,Automated Valuation Model,Internal Valuation Team,720,5.61,Flat,33.0,2,,22.0,2023
261,2024-04-28,159000,On-site Professional Valuation,RICS Registered Valuer,544,4.1,Flat,34.0,2,,22.0,2024
261,2025-04-28,165000,On-site Professional Valuation,Internal Valuation Team,558,4.06,Flat,35.0,2,,22.0,2025
262,2020-04-29,171000,Automated Valuation Model,Cox PLC Valuations,637,4.47,Flat,30.0,4,,21.0,2020
262,2021-04-29,181000,Cost Approach,RICS Registered Valuer,730,4.84,Flat,31.0,4,,21.0,2021
262,2022-04-29,194000,Comparative Market Analysis,RICS Registered Valuer,752,4.65,Flat,32.0,4,,21.0,2022
262,2023-04-29,207000,Automated Valuation Model,RICS Registered Valuer,990,5.74,Flat,33.0,4,,21.0,2023
262,2024-04-28,213000,Comparative Market Analysis,Automated System,918,5.17,Flat,34.0,4,,21.0,2024
262,2025-04-28,221000,Automated Valuation Model,RICS Registered Valuer,1078,5.86,Flat,35.0,4,,21.0,2025
263,2020-04-29,186000,Income Capitalization,Independent Surveyor,662,4.27,House,30.0,1,,19.0,2020
263,2021-04-29,201000,Income Capitalization,Internal Valuation Team,738,4.4,House,31.0,1,,19.0,2021
263,2022-04-29,214000,Income Capitalization,Internal Valuation Team,735,4.12,House,32.0,1,,19.0,2022
263,2023-04-29,229000,Income Capitalization,Independent Surveyor,938,4.92,House,33.0,1,,19.0,2023
263,2024-04-28,239000,Income Capitalization,Stephenson-Thomas Valuations,914,4.59,House,34.0,1,,19.0,2024
263,2025-04-28,256000,On-site Professional Valuation,RICS Registered Valuer,1100,5.16,House,35.0,1,,19.0,2025
264,2020-04-29,152000,Automated Valuation Model,RICS Registered Valuer,724,5.71,Flat,30.0,3,,22.0,2020
264,2021-04-29,161000,Cost Approach,Internal Valuation Team,761,5.67,Flat,31.0,3,,22.0,2021
264,2022-04-29,172000,Income Capitalization,RICS Registered Valuer,784,5.47,Flat,32.0,3,,22.0,2022
264,2023-04-29,180000,On-site Professional Valuation,RICS Registered Valuer,774,5.16,Flat,33.0,3,,22.0,2023
264,2024-04-28,193000,Automated Valuation Model,Internal Valuation Team,932,5.8,Flat,34.0,3,,22.0,2024
264,2025-04-28,200000,On-site Professional Valuation,Internal Valuation Team,824,4.94,Flat,35.0,3,,22.0,2025
265,2020-04-29,142000,Comparative Market Analysis,Automated System,567,4.79,Flat,30.0,2,,22.0,2020
265,2021-04-29,150000,Comparative Market Analysis,Automated System,521,4.17,Flat,31.0,2,,22.0,2021
265,2022-04-29,161000,Cost Approach,RICS Registered Valuer,572,4.27,Flat,32.0,2,,22.0,2022
265,2023-04-29,171000,Automated Valuation Model,Independent Surveyor,596,4.18,Flat,33.0,2,,22.0,2023
265,2024-04-28,178000,On-site Professional Valuation,Goddard-Roberts Valuations,730,4.92,Flat,34.0,2,,22.0,2024
265,2025-04-28,184000,Income Capitalization,Automated System,753,4.91,Flat,35.0,2,,22.0,2025
266,2020-04-29,135000,Automated Valuation Model,Internal Valuation Team,646,5.74,Flat,30.0,2,,22.0,2020
266,2021-04-29,145000,Cost Approach,Rose-Griffiths Valuations,500,4.14,Flat,31.0,2,,22.0,2021
266,2022-04-29,149000,Cost Approach,"Richardson, Willis and Atkins Valuations",602,4.85,Flat,32.0,2,,22.0,2022
266,2023-04-29,158000,Comparative Market Analysis,"Brown, Williams and Williams Valuations",736,5.59,Flat,33.0,2,,22.0,2023
266,2024-04-28,170000,Comparative Market Analysis,"Williams, Jenkins and Green Valuations",775,5.47,Flat,34.0,2,,22.0,2024
266,2025-04-28,183000,Comparative Market Analysis,Internal Valuation Team,816,5.35,Flat,35.0,2,,22.0,2025
267,2020-04-29,162000,Comparative Market Analysis,Independent Surveyor,666,4.93,Flat,30.0,3,,20.0,2020
267,2021-04-29,170000,Comparative Market Analysis,Dawson Inc Valuations,750,5.3,Flat,31.0,3,,20.0,2021
267,2022-04-29,181000,Cost Approach,RICS Registered Valuer,665,4.41,Flat,32.0,3,,20.0,2022
267,2023-04-29,191000,On-site Professional Valuation,RICS Registered Valuer,843,5.3,Flat,33.0,3,,20.0,2023
267,2024-04-28,204000,Cost Approach,Independent Surveyor,939,5.52,Flat,34.0,3,,20.0,2024
267,2025-04-28,219000,Automated Valuation Model,Independent Surveyor,914,5.01,Flat,35.0,3,,20.0,2025
268,2020-04-29,168000,Automated Valuation Model,Automated System,664,4.75,Block of Flats,30.0,3,,21.0,2020
268,2021-04-29,177000,Automated Valuation Model,Hutchinson Inc Valuations,835,5.66,Block of Flats,31.0,3,,21.0,2021
268,2022-04-29,189000,Cost Approach,Automated System,798,5.07,Block of Flats,32.0,3,,21.0,2022
268,2023-04-29,200000,Comparative Market Analysis,RICS Registered Valuer,933,5.6,Block of Flats,33.0,3,,21.0,2023
268,2024-04-28,215000,Comparative Market Analysis,Automated System,881,4.92,Block of Flats,34.0,3,,21.0,2024
268,2025-04-28,231000,Comparative Market Analysis,Internal Valuation Team,881,4.58,Block of Flats,35.0,3,,21.0,2025
269,2020-04-29,134000,Income Capitalization,Automated System,472,4.22,Flat,30.0,2,,19.0,2020
269,2021-04-29,139000,Comparative Market Analysis,Independent Surveyor,511,4.41,Flat,31.0,2,,19.0,2021
269,2022-04-29,146000,Income Capitalization,Automated System,653,5.36,Flat,32.0,2,,19.0,2022
269,2023-04-29,153000,Comparative Market Analysis,Independent Surveyor,623,4.89,Flat,33.0,2,,19.0,2023
269,2024-04-28,159000,Income Capitalization,Hall-Brown Valuations,536,4.04,Flat,34.0,2,,19.0,2024
269,2025-04-28,169000,Cost Approach,Independent Surveyor,679,4.82,Flat,35.0,2,,19.0,2025
270,2020-04-29,257000,On-site Professional Valuation,Cooper-Cox Valuations,1142,5.33,House,30.0,3,,22.0,2020
270,2021-04-29,270000,Income Capitalization,Independent Surveyor,1037,4.61,House,31.0,3,,22.0,2021
270,2022-04-29,281000,Automated Valuation Model,Independent Surveyor,1058,4.52,House,32.0,3,,22.0,2022
270,2023-04-29,303000,Comparative Market Analysis,RICS Registered Valuer,1399,5.54,House,33.0,3,,22.0,2023
270,2024-04-28,317000,Income Capitalization,Graham-Martin Valuations,1298,4.91,House,34.0,3,,22.0,2024
270,2025-04-28,342000,Cost Approach,RICS Registered Valuer,1546,5.42,House,35.0,3,,22.0,2025
271,2020-04-29,181000,Income Capitalization,RICS Registered Valuer,857,5.68,Flat,30.0,3,,21.0,2020
271,2021-04-29,189000,Cost Approach,Holden Inc Valuations,643,4.08,Flat,31.0,3,,21.0,2021
271,2022-04-29,195000,Income Capitalization,RICS Registered Valuer,735,4.52,Flat,32.0,3,,21.0,2022
271,2023-04-29,207000,Cost Approach,Independent Surveyor,702,4.07,Flat,33.0,3,,21.0,2023
271,2024-04-28,215000,Income Capitalization,Phillips-Goddard Valuations,877,4.9,Flat,34.0,3,,21.0,2024
271,2025-04-28,224000,Automated Valuation Model,Automated System,1090,5.84,Flat,35.0,3,,21.0,2025
272,2020-04-29,129000,Cost Approach,RICS Registered Valuer,634,5.9,Flat,30.0,1,,19.0,2020
272,2021-04-29,133000,On-site Professional Valuation,Independent Surveyor,607,5.48,Flat,31.0,1,,19.0,2021
272,2022-04-29,141000,Cost Approach,Rogers Ltd Valuations,539,4.59,Flat,32.0,1,,19.0,2022
272,2023-04-29,150000,Automated Valuation Model,Independent Surveyor,700,5.6,Flat,33.0,1,,19.0,2023
272,2024-04-28,160000,Comparative Market Analysis,RICS Registered Valuer,728,5.46,Flat,34.0,1,,19.0,2024
272,2025-04-28,170000,Comparative Market Analysis,Automated System,600,4.23,Flat,35.0,1,,19.0,2025
273,2020-04-29,213000,Cost Approach,Internal Valuation Team,788,4.44,Block of Flats,30.0,4,,19.0,2020
273,2021-04-29,223000,Income Capitalization,"Chapman, Green and Price Valuations",969,5.22,Block of Flats,31.0,4,,19.0,2021
273,2022-04-29,235000,Cost Approach,RICS Registered Valuer,1089,5.56,Block of Flats,32.0,4,,19.0,2022
273,2023-04-29,243000,Automated Valuation Model,Internal Valuation Team,1028,5.08,Block of Flats,33.0,4,,19.0,2023
273,2024-04-28,262000,Automated Valuation Model,Independent Surveyor,1046,4.79,Block of Flats,34.0,4,,19.0,2024
