propertyid,reading_date,humidity,temperature,incident_source,is_iot_alert,unresolved_flag,response_days,repeat_incident_flag,high_priority_flag,sample_type,block_augmented,tenantid_x,propertytype,estateid,tenantid_y,children_under_5,tenantid,blockid
298,2025-04-16 12:55:30.359483,78.3,13.1,IoT Alert,True,False,14,False,False,balanced,False,255.0,House,,255.0,False,,
292,2025-04-16 12:55:30.359483,72.2,14.2,IoT Alert,True,True,7,False,False,balanced,False,290.0,House,,290.0,False,,
428,2025-04-16 14:55:30.359483,75.6,14.3,IoT Alert,True,False,7,True,False,balanced,False,430.0,Flat,,430.0,True,,
441,2025-04-16 14:55:30.359483,70.5,13.3,IoT Alert,True,True,90,False,False,balanced,False,33.0,Flat,,33.0,True,,
463,2025-04-16 21:55:30.359483,70.1,15.7,IoT Alert,True,False,0,True,False,balanced,False,155.0,Flat,,155.0,False,,
169,2025-04-16 22:55:30.359483,70.2,15.8,IoT Alert,True,False,60,False,False,balanced,False,190.0,Flat,9.0,190.0,False,,
88,2025-04-16 22:55:30.359483,74.3,15.1,IoT Alert,True,False,14,True,False,balanced,False,,Flat,1.0,,,,
358,2025-04-16 23:55:30.359483,71.6,14.4,IoT Alert,True,True,14,False,False,balanced,False,156.0,Flat,,156.0,True,,
84,2025-04-17 00:55:30.359483,79.4,13.0,IoT Alert,True,False,30,False,False,balanced,False,202.0,Flat,4.0,202.0,True,,
105,2025-04-17 07:55:30.359483,79.1,13.4,IoT Alert,True,False,14,False,False,balanced,False,5.0,Flat,3.0,5.0,False,,
61,2025-04-17 08:55:30.359483,71.7,13.5,IoT Alert,True,False,60,True,False,balanced,False,160.0,House,6.0,160.0,False,,
192,2025-04-17 08:55:30.359483,72.1,13.6,IoT Alert,True,False,90,False,False,balanced,False,,Block of Flats,10.0,,,,
8,2025-04-17 09:55:30.359483,73.3,15.5,IoT Alert,True,True,14,True,False,balanced,False,168.0,House,9.0,168.0,True,,
201,2025-04-17 09:55:30.359483,70.2,15.9,IoT Alert,True,True,7,True,False,balanced,False,369.0,Flat,5.0,369.0,False,,
127,2025-04-17 09:55:30.359483,72.6,15.9,IoT Alert,True,False,14,False,False,balanced,False,129.0,Flat,2.0,129.0,True,,
233,2025-04-17 09:55:30.359483,70.9,11.6,IoT Alert,True,False,90,False,False,balanced,False,308.0,House,,308.0,False,,
236,2025-04-17 10:55:30.359483,73.1,13.6,IoT Alert,True,False,7,False,False,balanced,False,,Flat,,,,,
337,2020-01-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,True,32.0,
77,2020-01-12 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,25.0,
301,2020-01-16 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,387.0,
329,2020-01-19 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,445.0,
358,2020-01-19 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,156.0,
240,2020-01-22 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,266.0,
78,2020-01-25 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,46.0,
392,2020-03-03 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,70.0,
485,2020-03-06 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,True,343.0,
476,2020-03-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Block of Flats,,,False,31.0,
447,2020-03-13 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,370.0,
230,2020-03-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,108.0,
263,2020-04-08 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,62.0,
182,2020-04-10 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,178.0,
240,2020-04-21 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,266.0,
246,2020-04-22 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,203.0,
382,2020-04-29 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,91.0,
239,2020-05-03 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,69.0,
388,2020-05-06 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,442.0,
61,2020-05-07 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,160.0,
168,2020-05-21 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,250.0,
298,2020-06-09 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,255.0,
69,2020-06-09 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,9.0,
7,2020-06-11 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,234.0,
385,2020-06-12 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,41.0,
455,2020-07-20 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,185.0,
381,2020-07-21 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,245.0,
119,2020-07-27 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,174.0,
211,2020-08-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,189.0,
480,2020-08-20 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,143.0,
307,2020-08-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,448.0,
305,2020-09-02 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,76.0,
101,2020-09-07 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,356.0,
197,2020-09-17 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,True,224.0,
260,2020-09-18 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,417.0,
469,2020-10-02 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,392.0,
343,2020-10-05 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,338.0,
203,2020-10-20 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,272.0,
488,2020-10-23 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,299.0,
245,2020-11-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,227.0,
168,2020-11-08 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,250.0,
136,2020-11-29 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,380.0,
494,2020-12-01 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,191.0,
492,2020-12-07 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,True,22.0,
474,2020-12-09 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,True,434.0,
248,2020-12-17 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,117.0,
453,2020-12-18 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,322.0,
111,2020-12-27 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,161.0,
421,2021-01-15 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,286.0,
199,2021-01-18 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,254.0,
255,2021-02-04 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,351.0,
115,2021-02-21 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,175.0,
295,2021-03-11 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,True,292.0,
465,2021-03-17 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Block of Flats,,,False,115.0,
298,2021-03-20 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,255.0,
496,2021-03-24 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,17.0,
312,2021-03-29 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,303.0,
278,2021-03-30 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,73.0,
495,2021-04-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,61.0,
409,2021-04-10 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,20.0,
246,2021-04-25 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,203.0,
195,2021-04-25 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,12.0,
233,2021-04-30 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,308.0,
466,2021-05-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,True,80.0,
97,2021-05-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,264.0,
480,2021-05-11 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,143.0,
211,2021-05-29 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,189.0,
95,2021-06-13 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,144.0,
126,2021-06-15 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,280.0,
207,2021-06-16 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Block of Flats,,,False,349.0,
304,2021-06-16 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,True,407.0,
196,2021-06-19 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,182.0,
26,2021-06-23 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,114.0,
60,2021-07-01 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,230.0,
214,2021-07-03 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,359.0,
346,2021-07-06 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,436.0,
498,2021-07-14 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,27.0,
46,2021-07-15 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,153.0,
490,2021-07-19 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,173.0,
177,2021-08-12 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,122.0,
305,2021-08-13 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,76.0,
273,2021-08-16 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Block of Flats,,,False,194.0,
91,2021-08-16 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,86.0,
393,2021-08-20 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,258.0,
130,2021-08-26 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,285.0,
304,2021-08-27 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Block of Flats,,,True,407.0,
97,2021-09-01 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,264.0,
166,2021-09-19 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,204.0,
417,2021-09-20 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,256.0,
42,2021-10-01 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,346.0,
317,2021-10-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,19.0,
270,2021-10-30 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,409.0,
498,2021-11-08 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,27.0,
376,2021-11-28 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,192.0,
83,2021-11-30 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,82.0,
417,2021-12-08 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,256.0,
322,2021-12-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,85.0,
113,2021-12-09 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,295.0,
328,2021-12-13 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,368.0,
16,2021-12-26 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,100.0,
338,2021-12-28 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,398.0,
401,2022-02-04 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,193.0,
228,2022-02-05 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,126.0,
191,2022-02-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,415.0,
256,2022-02-09 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,215.0,
465,2022-02-11 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,115.0,
295,2022-02-12 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,True,292.0,
40,2022-02-23 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,66.0,
87,2022-02-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,97.0,
193,2022-02-28 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,137.0,
75,2022-03-23 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,208.0,
139,2022-03-30 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,True,378.0,
487,2022-03-30 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,406.0,
383,2022-04-11 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,221.0,
496,2022-04-22 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,17.0,
293,2022-04-25 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,362.0,
292,2022-06-17 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,290.0,
437,2022-06-21 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,233.0,
347,2022-06-24 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,236.0,
89,2022-06-25 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,441.0,
199,2022-06-26 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,254.0,
173,2022-07-05 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,True,84.0,
454,2022-07-11 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,169.0,
313,2022-07-13 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,89.0,
425,2022-07-22 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,372.0,
142,2022-07-29 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Block of Flats,,,False,186.0,
250,2022-08-02 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,True,101.0,
402,2022-08-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,414.0,
404,2022-08-20 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,False,393.0,
225,2022-08-23 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,312.0,
200,2022-08-28 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,Flat,,,True,206.0,
119,2022-08-31 00:00:00.000000,,,Repair Report,False,True,0,False,False,varied,False,,House,,,False,174.0,
238,2022-09-18 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,Flat,,,False,118.0,
155,2022-09-23 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,81.0,
276,2022-09-26 00:00:00.000000,,,Repair Report,False,False,0,False,False,varied,False,,House,,,False,184.0,
216,2025-03-18 12:55:30.359483,71.1,12.4,IoT Alert,True,False,14,True,False,varied,False,,Flat,,,False,363.0,
157,2025-03-18 14:55:30.359483,71.9,15.9,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,False,389.0,
85,2025-03-18 14:55:30.359483,75.8,10.8,IoT Alert,True,False,0,False,False,varied,False,,Flat,,,True,14.0,
297,2025-03-18 15:55:30.359483,71.7,14.5,IoT Alert,True,True,7,False,False,varied,False,,House,,,False,252.0,
167,2025-03-18 15:55:30.359483,76.2,15.7,IoT Alert,True,False,60,False,False,varied,False,,House,,,True,444.0,
497,2025-03-18 19:55:30.359483,72.2,15.1,IoT Alert,True,False,0,False,False,varied,False,,House,,,,,
126,2025-03-18 19:55:30.359483,72.6,12.2,IoT Alert,True,True,7,True,False,varied,False,,Flat,,,False,280.0,
467,2025-03-18 20:55:30.359483,70.2,12.1,IoT Alert,True,True,7,True,False,varied,False,,Flat,,,,,
180,2025-03-18 21:55:30.359483,74.3,13.3,IoT Alert,True,False,14,True,False,varied,False,,House,,,False,296.0,
87,2025-03-18 22:55:30.359483,71.3,15.8,IoT Alert,True,False,90,False,False,varied,False,,Flat,,,False,97.0,
417,2025-03-18 23:55:30.359483,70.9,15.9,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,False,256.0,
450,2025-03-19 00:55:30.359483,70.8,15.7,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,False,243.0,
112,2025-03-19 00:55:30.359483,74.6,15.8,IoT Alert,True,False,30,False,False,varied,False,,Flat,,,False,231.0,
67,2025-03-19 02:55:30.359483,73.7,14.9,IoT Alert,True,False,14,False,False,varied,False,,House,,,False,141.0,
444,2025-03-19 02:55:30.359483,75.1,15.1,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,,,
173,2025-03-19 02:55:30.359483,77.2,13.4,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,True,84.0,
288,2025-03-19 03:55:30.359483,72.8,13.8,IoT Alert,True,True,0,True,False,varied,False,,House,,,False,261.0,
296,2025-03-19 04:55:30.359483,71.2,14.0,IoT Alert,True,True,0,True,False,varied,False,,Flat,,,False,402.0,
331,2025-03-19 04:55:30.359483,70.6,15.2,IoT Alert,True,True,14,True,False,varied,False,,House,,,,,
224,2025-03-19 06:55:30.359483,74.5,14.5,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,282.0,
145,2025-03-19 07:55:30.359483,71.5,15.9,IoT Alert,True,False,90,False,False,varied,False,,Flat,,,False,179.0,
148,2025-03-19 07:55:30.359483,75.6,12.1,IoT Alert,True,True,7,False,False,varied,False,,House,,,False,259.0,
60,2025-03-19 08:55:30.359483,71.8,11.9,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,230.0,
331,2025-03-19 10:55:30.359483,73.7,15.1,IoT Alert,True,True,30,True,False,varied,False,,House,,,,,
301,2025-03-19 12:55:30.359483,75.3,15.6,IoT Alert,True,True,0,False,False,varied,False,,Block of Flats,,,False,387.0,
14,2025-03-19 12:55:30.359483,74.3,14.9,IoT Alert,True,False,30,True,False,varied,False,,House,,,False,439.0,
233,2025-03-19 15:55:30.359483,82.0,12.4,IoT Alert,True,True,0,False,False,varied,False,,House,,,False,308.0,
43,2025-03-19 18:55:30.359483,73.7,10.5,IoT Alert,True,False,90,False,False,varied,False,,Block of Flats,,,False,120.0,
162,2025-03-19 19:55:30.359483,72.6,13.5,IoT Alert,True,True,0,False,False,varied,False,,Block of Flats,,,False,411.0,
311,2025-03-19 19:55:30.359483,75.3,12.0,IoT Alert,True,False,14,True,False,varied,False,,Flat,,,False,213.0,
418,2025-03-19 19:55:30.359483,73.4,14.6,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,127.0,
69,2025-03-19 20:55:30.359483,70.2,15.6,IoT Alert,True,False,90,False,False,varied,False,,Flat,,,False,9.0,
331,2025-03-19 20:55:30.359483,73.1,13.5,IoT Alert,True,True,14,False,False,varied,False,,House,,,,,
309,2025-03-19 22:55:30.359483,74.0,15.2,IoT Alert,True,True,14,True,False,varied,False,,Flat,,,,,
96,2025-03-20 00:55:30.359483,71.4,10.6,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,True,340.0,
370,2025-03-20 02:55:30.359483,82.6,14.6,IoT Alert,True,True,30,False,False,varied,False,,Flat,,,True,180.0,
248,2025-03-20 04:55:30.359483,76.8,15.0,IoT Alert,True,True,7,True,False,varied,False,,House,,,False,117.0,
42,2025-03-20 05:55:30.359483,74.0,13.5,IoT Alert,True,False,60,False,False,varied,False,,Flat,,,False,346.0,
37,2025-03-20 05:55:30.359483,72.0,15.5,IoT Alert,True,True,7,True,False,varied,False,,Flat,,,True,223.0,
333,2025-03-20 09:55:30.359483,78.8,14.9,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,105.0,
262,2025-03-20 10:55:30.359483,84.5,13.5,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,True,149.0,
433,2025-03-20 11:55:30.359483,70.2,12.5,IoT Alert,True,True,14,False,False,varied,False,,Flat,,,True,298.0,
313,2025-03-20 11:55:30.359483,71.5,15.1,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,89.0,
19,2025-03-20 11:55:30.359483,74.1,14.0,IoT Alert,True,False,0,False,False,varied,False,,Flat,,,True,58.0,
215,2025-03-20 12:55:30.359483,77.6,15.7,IoT Alert,True,True,30,True,False,varied,False,,Flat,,,,,
307,2025-03-20 13:55:30.359483,71.7,14.3,IoT Alert,True,False,14,False,False,varied,False,,House,,,False,448.0,
429,2025-03-20 15:55:30.359483,73.5,9.7,IoT Alert,True,False,14,True,False,varied,False,,Flat,,,False,163.0,
429,2025-03-20 16:55:30.359483,71.8,13.3,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,163.0,
25,2025-03-20 16:55:30.359483,70.4,13.8,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,138.0,
470,2025-03-20 17:55:30.359483,73.4,14.0,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,251.0,
163,2025-03-20 17:55:30.359483,73.3,14.8,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,376.0,
85,2025-03-20 21:55:30.359483,70.7,13.7,IoT Alert,True,False,0,False,False,varied,False,,Flat,,,True,14.0,
39,2025-03-20 22:55:30.359483,70.9,13.8,IoT Alert,True,False,60,False,False,varied,False,,House,,,False,248.0,
322,2025-03-20 22:55:30.359483,73.9,14.0,IoT Alert,True,False,90,False,False,varied,False,,Flat,,,False,85.0,
309,2025-03-20 22:55:30.359483,70.9,10.8,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,,,
68,2025-03-20 23:55:30.359483,70.7,14.6,IoT Alert,True,True,7,False,False,varied,False,,House,,,False,188.0,
343,2025-03-21 03:55:30.359483,79.8,12.3,IoT Alert,True,False,30,False,False,varied,False,,Block of Flats,,,False,338.0,
134,2025-03-21 03:55:30.359483,75.4,13.8,IoT Alert,True,False,14,False,False,varied,False,,Flat,,,False,321.0,
147,2025-03-21 06:55:30.359483,71.5,15.1,IoT Alert,True,True,0,False,False,varied,False,,House,,,False,257.0,
232,2025-03-21 06:55:30.359483,72.5,14.4,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,125.0,
254,2025-03-21 09:55:30.359483,74.1,11.5,IoT Alert,True,False,30,True,False,varied,False,,Flat,,,False,145.0,
303,2025-03-21 11:55:30.359483,71.9,15.5,IoT Alert,True,False,30,False,False,varied,False,,House,,,False,281.0,
444,2025-03-21 11:55:30.359483,70.2,15.9,IoT Alert,True,False,0,False,False,varied,False,,Flat,,,,,
214,2025-03-21 11:55:30.359483,79.0,15.5,IoT Alert,True,True,7,False,False,varied,False,,House,,,False,359.0,
155,2025-03-21 15:55:30.359483,74.5,15.1,IoT Alert,True,True,7,False,False,varied,False,,House,,,False,81.0,
76,2025-03-21 15:55:30.359483,71.4,12.7,IoT Alert,True,False,30,False,False,varied,False,,House,,,False,98.0,
156,2025-03-21 16:55:30.359483,71.0,15.0,IoT Alert,True,True,0,True,False,varied,False,,Block of Flats,,,False,4.0,
231,2025-03-21 17:55:30.359483,70.9,13.2,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,True,373.0,
133,2025-03-21 17:55:30.359483,72.8,13.6,IoT Alert,True,False,30,False,False,varied,False,,Flat,,,True,110.0,
67,2025-03-21 17:55:30.359483,70.2,12.1,IoT Alert,True,True,0,False,False,varied,False,,House,,,False,141.0,
264,2025-03-21 18:55:30.359483,70.7,14.7,IoT Alert,True,False,30,True,False,varied,False,,Flat,,,False,429.0,
265,2025-03-21 19:55:30.359483,71.0,14.5,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,True,437.0,
112,2025-03-21 21:55:30.359483,73.8,12.8,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,231.0,
456,2025-03-21 21:55:30.359483,70.5,14.1,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,False,79.0,
241,2025-03-21 22:55:30.359483,70.1,11.6,IoT Alert,True,False,30,True,False,varied,False,,House,,,False,342.0,
30,2025-03-21 22:55:30.359483,70.6,15.6,IoT Alert,True,False,60,False,False,varied,False,,Block of Flats,,,False,164.0,
22,2025-03-21 23:55:30.359483,79.6,13.5,IoT Alert,True,True,60,False,False,varied,False,,Flat,,,,,
435,2025-03-22 00:55:30.359483,71.9,14.8,IoT Alert,True,True,7,False,False,varied,False,,House,,,False,396.0,
105,2025-03-22 01:55:30.359483,70.4,15.0,IoT Alert,True,False,30,True,False,varied,False,,Flat,,,False,5.0,
126,2025-03-22 02:55:30.359483,70.4,14.6,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,False,280.0,
88,2025-03-22 03:55:30.359483,72.0,12.7,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,,,
490,2025-03-22 07:55:30.359483,71.4,15.5,IoT Alert,True,False,60,False,False,varied,False,,Flat,,,False,173.0,
412,2025-03-22 07:55:30.359483,79.0,15.0,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,317.0,
272,2025-03-22 14:55:30.359483,74.3,14.1,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,True,134.0,
212,2025-03-22 15:55:30.359483,81.2,15.7,IoT Alert,True,True,7,False,False,varied,False,,Flat,,,False,28.0,
53,2025-03-22 15:55:30.359483,71.4,13.5,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,True,435.0,
209,2025-03-22 16:55:30.359483,70.2,13.4,IoT Alert,True,True,0,False,False,varied,False,,Flat,,,False,142.0,
438,2025-03-22 16:55:30.359483,75.1,10.5,IoT Alert,True,True,14,False,False,varied,False,,Flat,,,True,165.0,
