request_id,propertyid,tenantid,datereported,dateresolved,cost,status,description,category,property_age_years,propertytype,blockid,estateid,simulated_repair_type,simulated_cost,request_date,completion_date,patch_id
663,400,217,2024-11-26,2024-07-12,539.08,Closed,Repair description for property 400,Appliance,74,Flat,21.0,,Roofing,1206.32,2022-04-28,2022-07-19,1
664,400,217,2025-12-02,,,In Progress,Repair description for property 400,Structural,74,Flat,21.0,,Damp,258.56,2022-05-26,2022-06-21,1
665,400,217,2024-03-14,2024-03-22,1419.33,Closed,Repair description for property 400,Plumbing,74,Flat,21.0,,Damp,852.16,2021-07-16,2021-07-22,1
666,226,218,2024-07-07,2024-07-28,1352.71,Closed,Repair description for property 226,Electrical,71,Flat,22.0,,Electrical,167.3,2022-01-26,2022-01-30,2
667,226,218,2024-11-11,2024-09-12,2759.02,Closed,Repair description for property 226,Structural,71,Flat,22.0,,Roofing,1150.49,2022-07-03,2022-08-01,2
668,226,218,2024-05-08,,,Open,Repair description for property 226,Appliance,71,Flat,22.0,,Damp,180.74,2021-03-01,2021-04-29,2
669,354,219,2024-09-09,2024-09-27,3712.3,Closed,Repair description for property 354,Electrical,71,Flat,22.0,,Damp,407.66,2021-06-30,2021-07-17,8
670,235,220,2024-09-23,2024-10-17,497.64,Closed,Repair description for property 235,Appliance,29,Flat,20.0,,Plumbing,109.99,2020-10-28,2020-12-10,4
671,235,220,2024-09-19,2024-10-10,971.65,Closed,Repair description for property 235,Appliance,29,Flat,20.0,,Windows,416.08,2022-07-10,2022-09-28,4
672,235,220,2024-11-15,2024-08-12,2452.93,Closed,Repair description for property 235,Structural,29,Flat,20.0,,Plumbing,76.65,2021-08-03,2021-10-08,4
673,383,221,2024-08-25,,,Open,Repair description for property 383,Structural,47,Flat,18.0,,Plumbing,144.37,2020-12-14,2021-01-17,4
674,383,221,2025-02-18,2025-09-03,1587.11,Closed,Repair description for property 383,Other,47,Flat,18.0,,Plumbing,178.98,2022-04-11,2022-04-19,4
675,383,221,2024-05-03,2024-03-15,3796.01,Closed,Repair description for property 383,Other,47,Flat,18.0,,Plumbing,152.89,2022-07-21,2022-08-03,4
676,383,221,2024-11-27,2024-12-20,425.88,Closed,Repair description for property 383,Plumbing,47,Flat,18.0,,Plumbing,136.34,2022-09-06,2022-09-14,4
677,275,222,2024-02-28,2024-03-28,3332.79,Closed,Repair description for property 275,Structural,74,Flat,21.0,,Electrical,117.08,2020-02-18,2020-04-23,1
678,37,223,2024-05-09,2024-09-18,708.51,Closed,Repair description for property 37,Appliance,80,Flat,10.0,5.0,Structural,2001.49,2022-07-05,2022-08-17,4
679,37,223,2025-04-01,,,In Progress,Repair description for property 37,Other,80,Flat,10.0,5.0,Damp,588.33,2020-03-14,2020-04-22,4
680,197,224,2025-01-15,2025-01-23,2240.55,Closed,Repair description for property 197,Plumbing,78,Flat,5.0,3.0,Heating,375.82,2021-12-04,2022-02-23,2
681,197,224,2024-10-24,2024-11-15,4963.75,Closed,Repair description for property 197,Plumbing,78,Flat,5.0,3.0,Structural,1742.41,2020-09-17,2020-11-15,2
682,197,224,2024-06-18,2024-11-07,4917.15,Closed,Repair description for property 197,Electrical,78,Flat,5.0,3.0,Structural,2980.4,2020-12-21,2021-03-15,2
683,197,224,2024-03-11,2024-11-29,1119.04,Closed,Repair description for property 197,Plumbing,78,Flat,5.0,3.0,Structural,2628.56,2021-08-04,2021-10-31,2
684,197,224,2024-09-28,2024-09-29,4294.78,Closed,Repair description for property 197,Appliance,78,Flat,5.0,3.0,Electrical,81.28,2021-08-24,2021-11-18,2
685,140,225,2024-07-29,2024-08-17,1001.58,Closed,Repair description for property 140,Electrical,66,Flat,1.0,1.0,Damp,941.01,2020-09-16,2020-12-11,1
686,140,225,2024-06-06,2024-06-27,2898.51,Closed,Repair description for property 140,Appliance,66,Flat,1.0,1.0,Electrical,67.45,2021-09-29,2021-11-12,1
687,140,225,2024-10-16,,,In Progress,Repair description for property 140,Structural,66,Flat,1.0,1.0,Damp,844.83,2022-01-12,2022-01-21,1
688,140,225,2024-07-21,2024-08-19,4631.25,Closed,Repair description for property 140,Electrical,66,Flat,1.0,1.0,Electrical,107.09,2020-10-21,2020-11-27,1
689,365,226,2024-05-26,2024-06-18,715.74,Closed,Repair description for property 365,Electrical,74,Flat,21.0,,Electrical,181.7,2022-07-19,2022-10-01,7
690,365,226,2024-05-27,2024-05-31,4906.0,Closed,Repair description for property 365,Other,74,Flat,21.0,,Heating,360.42,2021-10-02,2021-11-07,7
691,365,226,2024-01-03,2024-12-03,568.8,Closed,Repair description for property 365,Other,74,Flat,21.0,,Electrical,170.89,2022-03-02,2022-03-30,7
692,245,227,2024-01-09,,,Open,Repair description for property 245,Appliance,29,Block of Flats,20.0,,Plumbing,210.11,2020-11-08,2020-12-20,7
693,245,227,2024-12-10,2024-10-14,2328.18,Closed,Repair description for property 245,Appliance,29,Block of Flats,20.0,,Plumbing,117.89,2021-09-03,2021-10-16,7
694,440,228,2024-04-30,2024-06-05,159.47,Closed,Repair description for property 440,Appliance,73,House,,,Heating,124.28,2022-04-17,2022-07-11,3
695,440,228,2024-05-16,2024-06-14,1770.64,Closed,Repair description for property 440,Electrical,73,House,,,Electrical,110.45,2022-03-19,2022-06-15,3
696,440,228,2025-01-25,2025-01-28,4775.93,Closed,Repair description for property 440,Structural,73,House,,,Structural,933.81,2020-06-30,2020-08-11,3
697,440,228,2024-11-05,2024-09-06,3652.41,Closed,Repair description for property 440,Other,73,House,,,Roofing,1133.94,2021-11-16,2022-01-21,3
698,287,229,2024-07-21,,,Open,Repair description for property 287,Appliance,47,Flat,19.0,,Heating,203.83,2022-04-07,2022-06-01,1
699,287,229,2024-08-11,2024-11-18,2715.06,Closed,Repair description for property 287,Structural,47,Flat,19.0,,Heating,392.68,2020-12-29,2021-03-11,1
700,287,229,2024-10-09,2024-06-10,4386.05,Closed,Repair description for property 287,Appliance,47,Flat,19.0,,Plumbing,181.78,2020-07-06,2020-08-23,1
701,287,229,2024-12-15,,,In Progress,Repair description for property 287,Plumbing,47,Flat,19.0,,Structural,2556.2,2021-07-22,2021-08-13,1
702,60,230,2025-01-30,,,In Progress,Repair description for property 60,Other,23,Flat,15.0,9.0,Heating,139.76,2021-06-26,2021-07-23,5
703,60,230,2024-12-27,,,Open,Repair description for property 60,Other,23,Flat,15.0,9.0,General,134.82,2021-08-18,2021-10-24,5
704,60,230,2025-01-25,2025-02-18,847.98,Closed,Repair description for property 60,Electrical,23,Flat,15.0,9.0,Windows,753.65,2021-10-25,2021-11-07,5
705,60,230,2024-10-22,,,Open,Repair description for property 60,Electrical,23,Flat,15.0,9.0,Heating,246.12,2022-09-11,2022-10-26,5
706,60,230,2025-11-02,2025-02-27,3656.9,Closed,Repair description for property 60,Structural,23,Flat,15.0,9.0,Plumbing,175.19,2021-07-01,2021-07-11,5
707,112,231,2025-09-01,,,In Progress,Repair description for property 112,Appliance,103,Flat,9.0,5.0,Structural,2412.02,2021-12-25,2022-01-03,7
708,90,232,2024-07-03,2024-04-04,1749.31,Closed,Repair description for property 90,Plumbing,15,Block of Flats,8.0,4.0,Plumbing,93.22,2022-07-14,2022-09-06,2
709,90,232,2024-09-20,2024-10-13,2180.29,Closed,Repair description for property 90,Structural,15,Block of Flats,8.0,4.0,General,95.28,2021-02-11,2021-03-10,2
710,90,232,2024-06-16,2024-06-25,2037.07,Closed,Repair description for property 90,Electrical,15,Block of Flats,8.0,4.0,Electrical,109.8,2022-05-25,2022-06-28,2
711,90,232,2024-08-31,,,Open,Repair description for property 90,Structural,15,Block of Flats,8.0,4.0,General,56.1,2021-09-09,2021-09-10,2
712,437,233,2025-09-01,2025-10-01,4402.54,Closed,Repair description for property 437,Plumbing,73,House,,,Electrical,105.13,2021-02-17,2021-03-21,8
713,437,233,2024-05-17,2024-05-29,522.68,Closed,Repair description for property 437,Plumbing,73,House,,,Roofing,381.81,2020-12-07,2021-03-06,8
714,437,233,2024-01-06,2024-12-06,1954.53,Closed,Repair description for property 437,Plumbing,73,House,,,Structural,564.53,2020-08-07,2020-10-17,8
715,437,233,2024-12-05,2024-09-06,393.48,Closed,Repair description for property 437,Electrical,73,House,,,Heating,140.55,2022-06-21,2022-08-27,8
716,7,234,2024-07-04,2024-04-13,2699.31,Closed,Repair description for property 7,Structural,15,Flat,2.0,1.0,General,145.94,2020-06-11,2020-09-03,5
717,7,234,2025-08-01,,,Open,Repair description for property 7,Other,15,Flat,2.0,1.0,Electrical,132.43,2022-08-08,2022-08-28,5
718,361,235,2024-09-05,2024-05-24,3546.52,Closed,Repair description for property 361,Electrical,74,Flat,21.0,,Electrical,194.87,2020-08-07,2020-09-11,4
719,361,235,2024-12-06,2024-09-07,2253.28,Closed,Repair description for property 361,Other,74,Flat,21.0,,Structural,1581.24,2020-09-26,2020-12-13,4
720,361,235,2025-07-02,,,Open,Repair description for property 361,Structural,74,Flat,21.0,,Roofing,674.18,2021-09-23,2021-10-10,4
721,347,236,2025-02-01,2025-08-01,2971.03,Closed,Repair description for property 347,Electrical,29,Block of Flats,20.0,,Heating,251.84,2022-06-24,2022-07-12,3
722,347,236,2025-06-01,2025-01-26,818.5,Closed,Repair description for property 347,Other,29,Block of Flats,20.0,,General,88.35,2022-04-27,2022-06-11,3
723,347,236,2024-07-09,,,In Progress,Repair description for property 347,Appliance,29,Block of Flats,20.0,,General,51.62,2021-02-03,2021-04-28,3
724,339,237,2024-03-21,2024-01-04,1268.8,Closed,Repair description for property 339,Electrical,29,Flat,20.0,,Heating,292.25,2020-06-30,2020-08-22,4
725,159,238,2024-06-20,2024-03-07,255.87,Closed,Repair description for property 159,Plumbing,103,Flat,9.0,5.0,Electrical,82.41,2022-09-17,2022-12-08,1
726,159,238,2024-06-26,,,Open,Repair description for property 159,Other,103,Flat,9.0,5.0,Damp,676.65,2021-09-09,2021-11-16,1
727,151,239,2024-03-24,2024-04-23,2660.32,Closed,Repair description for property 151,Other,15,Flat,8.0,4.0,Electrical,147.53,2021-12-29,2022-03-04,3
728,178,240,2024-04-06,2024-06-22,3233.83,Closed,Repair description for property 178,Structural,47,Block of Flats,16.0,9.0,Structural,880.06,2020-07-23,2020-07-24,3
729,178,240,2024-09-15,2024-10-10,1030.31,Closed,Repair description for property 178,Appliance,47,Block of Flats,16.0,9.0,Structural,653.37,2021-08-04,2021-10-01,3
730,178,240,2024-04-08,2024-07-08,2477.8,Closed,Repair description for property 178,Appliance,47,Block of Flats,16.0,9.0,Plumbing,208.34,2021-07-09,2021-08-04,3
731,178,240,2025-04-01,2025-01-20,3067.83,Closed,Repair description for property 178,Structural,47,Block of Flats,16.0,9.0,Structural,1649.5,2022-04-20,2022-05-10,3
732,178,240,2024-06-17,,,In Progress,Repair description for property 178,Plumbing,47,Block of Flats,16.0,9.0,Structural,645.41,2022-03-23,2022-06-18,3
733,394,241,2025-05-02,2025-08-02,1570.24,Closed,Repair description for property 394,Other,74,Flat,21.0,,Electrical,199.23,2020-08-15,2020-08-25,8
734,394,241,2024-10-05,2024-05-31,1602.59,Closed,Repair description for property 394,Plumbing,74,Flat,21.0,,Electrical,58.67,2021-11-26,2022-01-24,8
735,394,241,2024-05-29,2024-08-06,1955.26,Closed,Repair description for property 394,Structural,74,Flat,21.0,,Roofing,1134.04,2021-09-10,2021-11-24,8
736,394,241,2024-05-27,2024-06-23,3436.62,Closed,Repair description for property 394,Appliance,74,Flat,21.0,,Roofing,1480.41,2021-08-18,2021-09-28,8
737,394,241,2024-11-06,2024-06-17,2568.29,Closed,Repair description for property 394,Plumbing,74,Flat,21.0,,Heating,171.75,2022-04-29,2022-05-04,8
738,185,242,2025-07-01,2025-01-13,4467.16,Closed,Repair description for property 185,Structural,24,Flat,14.0,9.0,Heating,142.67,2020-09-06,2020-11-10,1
739,185,242,2025-01-20,,,In Progress,Repair description for property 185,Electrical,24,Flat,14.0,9.0,Heating,136.42,2022-05-24,2022-06-10,1
740,450,243,2024-05-04,2024-07-04,4614.33,Closed,Repair description for property 450,Electrical,73,Flat,,,Structural,1258.19,2021-03-16,2021-04-07,6
741,450,243,2024-11-03,2024-03-21,73.46,Closed,Repair description for property 450,Electrical,73,Flat,,,Structural,752.61,2021-06-16,2021-07-27,6
742,450,243,2024-03-26,,,In Progress,Repair description for property 450,Electrical,73,Flat,,,Heating,307.65,2020-07-14,2020-09-20,6
743,450,243,2024-11-08,,,In Progress,Repair description for property 450,Appliance,73,Flat,,,Electrical,59.34,2021-11-20,2022-01-28,6
744,450,243,2025-04-02,2025-02-24,1268.56,Closed,Repair description for property 450,Structural,73,Flat,,,Electrical,126.41,2022-07-17,2022-07-28,6
745,11,244,2024-03-15,2024-12-04,4515.33,Closed,Repair description for property 11,Structural,25,Flat,17.0,10.0,Windows,798.02,2022-09-13,2022-11-08,3
746,11,244,2024-11-14,,,In Progress,Repair description for property 11,Appliance,25,Flat,17.0,10.0,Plumbing,214.65,2021-06-02,2021-07-23,3
747,11,244,2024-10-03,2024-06-04,2097.52,Closed,Repair description for property 11,Structural,25,Flat,17.0,10.0,Heating,284.57,2020-03-10,2020-03-31,3
748,11,244,2024-11-21,,,In Progress,Repair description for property 11,Structural,25,Flat,17.0,10.0,Heating,191.88,2021-09-30,2021-12-15,3
749,381,245,2025-02-21,2025-06-03,256.91,Closed,Repair description for property 381,Appliance,74,Flat,21.0,,Roofing,1048.68,2021-02-02,2021-02-28,8
750,381,245,2024-12-23,2024-12-31,399.1,Closed,Repair description for property 381,Plumbing,74,Flat,21.0,,Damp,597.99,2022-09-04,2022-09-23,8
751,381,245,2024-12-29,2025-01-24,2468.26,Closed,Repair description for property 381,Electrical,74,Flat,21.0,,Roofing,811.3,2021-11-02,2022-01-01,8
752,381,245,2024-05-28,2024-06-21,1319.67,Closed,Repair description for property 381,Appliance,74,Flat,21.0,,Roofing,456.85,2022-01-29,2022-04-10,8
753,381,245,2024-04-10,2024-10-14,4284.77,Closed,Repair description for property 381,Structural,74,Flat,21.0,,Roofing,1363.93,2020-07-21,2020-09-06,8
754,104,246,2024-12-27,2025-01-25,4425.93,Closed,Repair description for property 104,Plumbing,51,Flat,4.0,2.0,Plumbing,145.46,2020-05-27,2020-08-06,4
755,82,247,2024-06-17,2024-04-07,4978.01,Closed,Repair description for property 82,Appliance,103,Flat,9.0,5.0,Heating,158.39,2021-04-16,2021-05-12,4
756,82,247,2024-06-26,2024-04-07,238.25,Closed,Repair description for property 82,Appliance,103,Flat,9.0,5.0,Roofing,741.31,2021-10-16,2021-11-25,4
757,82,247,2024-11-24,2024-12-17,4041.73,Closed,Repair description for property 82,Electrical,103,Flat,9.0,5.0,Damp,502.01,2022-08-01,2022-08-06,4
758,82,247,2024-07-18,2024-02-08,3704.81,Closed,Repair description for property 82,Appliance,103,Flat,9.0,5.0,Structural,2568.84,2020-07-17,2020-08-07,4
759,82,247,2024-04-27,,,Open,Repair description for property 82,Electrical,103,Flat,9.0,5.0,Damp,773.57,2022-07-05,2022-09-21,4
760,39,248,2025-04-02,2025-09-02,1739.67,Closed,Repair description for property 39,Structural,51,House,4.0,2.0,Structural,2423.26,2021-03-01,2021-03-05,1
761,39,248,2024-11-29,2024-06-12,4512.74,Closed,Repair description for property 39,Plumbing,51,House,4.0,2.0,Plumbing,62.1,2021-10-27,2021-11-19,1
762,39,248,2024-10-08,2024-08-20,2552.69,Closed,Repair description for property 39,Electrical,51,House,4.0,2.0,Roofing,799.38,2021-05-06,2021-07-29,1
763,315,249,2024-11-04,2024-03-05,3619.85,Closed,Repair description for property 315,Plumbing,71,Flat,22.0,,Structural,1703.36,2022-06-06,2022-06-21,3
764,315,249,2024-07-16,2024-07-24,3028.22,Closed,Repair description for property 315,Structural,71,Flat,22.0,,Electrical,52.88,2022-06-14,2022-06-22,3
765,168,250,2024-06-12,2024-12-17,330.73,Closed,Repair description for property 168,Plumbing,24,Flat,14.0,9.0,Heating,177.94,2020-05-21,2020-07-01,7
766,168,250,2024-01-08,2024-02-08,3112.0,Closed,Repair description for property 168,Electrical,24,Flat,14.0,9.0,Plumbing,204.46,2020-11-08,2020-11-27,7
767,168,250,2024-09-15,2024-09-20,4512.52,Closed,Repair description for property 168,Electrical,24,Flat,14.0,9.0,Plumbing,86.05,2020-06-13,2020-07-29,7
768,168,250,2025-02-23,2025-03-14,339.17,Closed,Repair description for property 168,Appliance,24,Flat,14.0,9.0,General,98.88,2020-11-09,2020-12-07,7
769,168,250,2024-12-05,2024-05-20,3822.77,Closed,Repair description for property 168,Plumbing,24,Flat,14.0,9.0,General,63.67,2020-01-21,2020-03-29,7
770,470,251,2024-05-23,2024-06-13,4128.79,Closed,Repair description for property 470,Appliance,73,Flat,,,Damp,160.3,2020-03-22,2020-04-06,4
771,470,251,2024-10-05,2024-05-20,3443.77,Closed,Repair description for property 470,Appliance,73,Flat,,,Roofing,589.44,2021-08-03,2021-09-09,4
772,470,251,2024-11-07,,,Open,Repair description for property 470,Appliance,73,Flat,,,Roofing,1471.05,2020-05-10,2020-05-11,4
773,470,251,2024-04-19,2024-10-05,2302.17,Closed,Repair description for property 470,Electrical,73,Flat,,,Roofing,1261.84,2021-08-21,2021-10-27,4
774,470,251,2024-09-07,2024-07-21,1158.01,Closed,Repair description for property 470,Structural,73,Flat,,,Roofing,1451.49,2021-12-30,2022-01-23,4
775,297,252,2024-12-08,,,Open,Repair description for property 297,Structural,29,House,20.0,,Plumbing,152.69,2022-07-21,2022-08-17,6
776,297,252,2025-02-16,2025-02-26,762.72,Closed,Repair description for property 297,Appliance,29,House,20.0,,General,52.07,2022-09-10,2022-10-20,6
777,475,253,2024-02-29,,,Open,Repair description for property 475,Appliance,73,House,,,Heating,264.39,2020-10-31,2021-01-02,3
778,475,253,2024-12-24,,,In Progress,Repair description for property 475,Electrical,73,House,,,Heating,236.31,2022-07-03,2022-09-02,3
779,475,253,2024-03-08,2024-08-17,2329.88,Closed,Repair description for property 475,Appliance,73,House,,,Roofing,1313.23,2021-01-05,2021-02-10,3
780,475,253,2024-07-14,,,In Progress,Repair description for property 475,Structural,73,House,,,Damp,233.37,2022-05-06,2022-05-30,3
781,199,254,2024-09-13,2024-09-18,3630.37,Closed,Repair description for property 199,Electrical,66,Flat,1.0,1.0,Structural,1720.6,2022-05-02,2022-05-26,5
782,199,254,2024-10-24,2024-10-31,2863.51,Closed,Repair description for property 199,Other,66,Flat,1.0,1.0,Structural,875.12,2021-01-18,2021-01-22,5
783,199,254,2024-08-24,,,In Progress,Repair description for property 199,Structural,66,Flat,1.0,1.0,Damp,425.97,2022-06-26,2022-09-01,5
784,298,255,2024-09-11,2024-11-25,587.82,Closed,Repair description for property 298,Appliance,71,House,22.0,,Roofing,1184.83,2021-03-20,2021-04-23,7
785,298,255,2024-09-26,,,In Progress,Repair description for property 298,Plumbing,71,House,22.0,,Heating,242.81,2021-02-28,2021-04-26,7
786,298,255,2024-11-16,2024-04-12,4455.13,Closed,Repair description for property 298,Appliance,71,House,22.0,,Structural,1439.72,2020-06-09,2020-07-28,7
787,417,256,2024-07-20,2024-04-08,167.99,Closed,Repair description for property 417,Electrical,47,Flat,19.0,,Structural,1486.19,2020-06-26,2020-09-21,5
788,417,256,2024-08-13,2024-08-19,1402.93,Closed,Repair description for property 417,Other,47,Flat,19.0,,Structural,1648.62,2021-09-20,2021-11-12,5
789,417,256,2024-09-12,2024-12-28,3920.2,Closed,Repair description for property 417,Electrical,47,Flat,19.0,,Windows,671.01,2021-12-08,2021-12-31,5
790,417,256,2024-11-12,2024-12-26,1266.21,Closed,Repair description for property 417,Electrical,47,Flat,19.0,,Heating,367.63,2022-06-13,2022-08-21,5
791,417,256,2024-06-22,2024-07-22,3828.79,Closed,Repair description for property 417,Other,47,Flat,19.0,,Roofing,1446.4,2021-05-04,2021-06-26,5
792,147,257,2024-03-17,2024-03-20,474.46,Closed,Repair description for property 147,Plumbing,57,House,3.0,1.0,Heating,336.07,2020-11-22,2021-01-23,3
793,393,258,2024-10-09,,,In Progress,Repair description for property 393,Structural,47,House,19.0,,Roofing,678.49,2021-08-20,2021-09-30,8
794,148,259,2024-11-12,,,In Progress,Repair description for property 148,Plumbing,51,House,4.0,2.0,Windows,612.88,2020-10-15,2020-12-11,3
795,148,259,2024-08-25,2024-05-09,2938.07,Closed,Repair description for property 148,Appliance,51,House,4.0,2.0,Windows,462.56,2021-08-15,2021-10-14,3
796,448,260,2024-06-09,,,In Progress,Repair description for property 448,Structural,73,Flat,,,Electrical,88.2,2021-10-25,2021-12-18,6
797,448,260,2025-06-01,,,Open,Repair description for property 448,Electrical,73,Flat,,,Roofing,1309.05,2021-07-26,2021-10-04,6
798,448,260,2024-05-12,2024-12-23,4555.65,Closed,Repair description for property 448,Appliance,73,Flat,,,Electrical,55.76,2021-07-26,2021-09-21,6
799,448,260,2024-07-12,2024-12-28,2374.36,Closed,Repair description for property 448,Structural,73,Flat,,,Roofing,1382.11,2020-12-19,2020-12-29,6
800,288,261,2024-12-30,2025-04-01,4550.46,Closed,Repair description for property 288,Plumbing,71,House,22.0,,Electrical,119.22,2020-01-28,2020-03-08,5
801,288,261,2025-06-02,2025-02-19,2390.42,Closed,Repair description for property 288,Appliance,71,House,22.0,,Heating,291.16,2022-08-11,2022-08-18,5
802,124,262,2025-02-16,2025-03-15,1843.8,Closed,Repair description for property 124,Appliance,37,Flat,13.0,8.0,General,112.53,2020-02-12,2020-03-21,7
803,124,262,2024-03-05,2024-05-18,4475.24,Closed,Repair description for property 124,Appliance,37,Flat,13.0,8.0,Windows,737.07,2021-11-11,2022-02-04,7
804,369,263,2024-03-09,,,Open,Repair description for property 369,Structural,71,House,22.0,,Heating,291.0,2021-02-26,2021-04-28,3
805,369,263,2025-01-22,2025-11-02,1535.52,Closed,Repair description for property 369,Appliance,71,House,22.0,,Heating,284.18,2021-08-20,2021-11-12,3
806,369,263,2024-12-12,2025-11-01,3965.29,Closed,Repair description for property 369,Electrical,71,House,22.0,,Structural,666.63,2020-06-25,2020-06-28,3
807,369,263,2024-08-04,2024-01-05,3974.27,Closed,Repair description for property 369,Plumbing,71,House,22.0,,Heating,255.52,2021-06-12,2021-08-02,3
808,369,263,2024-08-29,2024-09-24,2499.01,Closed,Repair description for property 369,Other,71,House,22.0,,Damp,277.64,2021-09-01,2021-11-26,3
809,97,264,2024-07-28,,,In Progress,Repair description for property 97,Structural,78,Flat,5.0,3.0,Damp,776.82,2022-08-23,2022-10-09,2
810,97,264,2024-11-20,2024-07-12,4526.19,Closed,Repair description for property 97,Plumbing,78,Flat,5.0,3.0,Structural,1780.55,2021-05-08,2021-07-15,2
811,97,264,2024-06-21,2024-06-27,307.45,Closed,Repair description for property 97,Electrical,78,Flat,5.0,3.0,Heating,304.07,2020-07-16,2020-09-30,2
812,97,264,2024-05-03,2024-03-20,4980.96,Closed,Repair description for property 97,Structural,78,Flat,5.0,3.0,Heating,112.5,2021-09-01,2021-10-09,2
813,97,264,2025-06-02,2025-03-03,3300.63,Closed,Repair description for property 97,Plumbing,78,Flat,5.0,3.0,Heating,125.44,2021-07-30,2021-09-04,2
814,144,265,2024-05-20,2024-06-17,4892.33,Closed,Repair description for property 144,Other,103,Flat,9.0,5.0,Electrical,157.45,2022-04-21,2022-06-01,8
815,144,265,2025-02-21,,,Open,Repair description for property 144,Structural,103,Flat,9.0,5.0,Roofing,386.5,2022-05-02,2022-07-10,8
816,144,265,2024-08-16,2024-01-09,1931.08,Closed,Repair description for property 144,Plumbing,103,Flat,9.0,5.0,Electrical,60.69,2021-05-31,2021-06-13,8
817,240,266,2024-07-03,2024-03-19,4025.57,Closed,Repair description for property 240,Appliance,74,Block of Flats,21.0,,Roofing,314.53,2021-05-28,2021-08-23,8
818,240,266,2024-02-08,,,Open,Repair description for property 240,Structural,74,Block of Flats,21.0,,Heating,386.95,2020-01-22,2020-03-20,8
819,240,266,2024-10-16,2024-01-11,1444.12,Closed,Repair description for property 240,Plumbing,74,Block of Flats,21.0,,Heating,321.25,2020-04-21,2020-06-10,8
820,443,267,2024-03-20,2024-11-04,4571.04,Closed,Repair description for property 443,Other,73,Flat,,,Electrical,102.99,2020-02-26,2020-03-27,1
821,443,267,2024-12-30,2025-04-01,4040.82,Closed,Repair description for property 443,Plumbing,73,Flat,,,Electrical,94.48,2020-03-06,2020-05-07,1
822,443,267,2024-10-25,2024-06-11,371.55,Closed,Repair description for property 443,Other,73,Flat,,,Roofing,719.64,2022-04-21,2022-05-16,1
823,443,267,2024-10-28,,,Open,Repair description for property 443,Plumbing,73,Flat,,,Damp,808.46,2020-04-07,2020-05-04,1
824,98,268,2024-05-09,,,Open,Repair description for property 98,Electrical,23,House,15.0,9.0,Plumbing,185.66,2020-05-23,2020-07-13,4
825,408,269,2024-12-04,,,In Progress,Repair description for property 408,Structural,74,Flat,21.0,,Electrical,77.78,2022-05-29,2022-08-15,8
826,408,269,2024-03-23,2024-03-27,328.02,Closed,Repair description for property 408,Electrical,74,Flat,21.0,,Electrical,76.12,2021-03-10,2021-05-06,8
827,408,269,2024-11-16,,,Open,Repair description for property 408,Electrical,74,Flat,21.0,,Structural,745.99,2021-09-28,2021-11-14,8
828,408,269,2025-11-01,,,Open,Repair description for property 408,Plumbing,74,Flat,21.0,,Electrical,149.05,2021-11-09,2021-12-18,8
829,408,269,2024-07-20,,,Open,Repair description for property 408,Electrical,74,Flat,21.0,,Structural,2410.93,2020-03-26,2020-04-11,8
830,123,270,2025-01-17,2025-07-02,2670.2,Closed,Repair description for property 123,Appliance,23,Flat,15.0,9.0,Windows,359.03,2021-08-10,2021-09-01,2
831,184,271,2024-01-03,,,Open,Repair description for property 184,Appliance,49,House,11.0,6.0,Structural,2614.01,2020-12-09,2021-03-04,3
832,184,271,2024-02-10,,,Open,Repair description for property 184,Appliance,49,House,11.0,6.0,Structural,2231.23,2022-07-24,2022-09-16,3
833,203,272,2024-12-06,2024-06-18,4872.24,Closed,Repair description for property 203,Structural,66,Flat,1.0,1.0,Structural,2919.65,2020-10-20,2020-11-10,7
834,203,272,2024-12-15,,,Open,Repair description for property 203,Plumbing,66,Flat,1.0,1.0,Roofing,654.53,2022-08-13,2022-10-24,7
835,247,273,2024-11-22,2024-03-12,3793.62,Closed,Repair description for property 247,Electrical,29,House,20.0,,Heating,330.77,2021-07-24,2021-08-09,1
836,306,274,2024-08-08,2024-08-27,1518.76,Closed,Repair description for property 306,Appliance,47,Flat,18.0,,Plumbing,248.83,2021-10-11,2021-12-09,5
837,306,274,2024-12-06,2024-06-19,2161.29,Closed,Repair description for property 306,Structural,47,Flat,18.0,,Plumbing,227.26,2021-09-02,2021-10-03,5
838,299,275,2024-05-31,2024-06-29,4842.29,Closed,Repair description for property 299,Structural,74,Block of Flats,21.0,,Roofing,546.82,2021-12-04,2022-01-15,5
839,299,275,2024-05-10,,,Open,Repair description for property 299,Plumbing,74,Block of Flats,21.0,,Structural,803.47,2020-08-30,2020-11-12,5
840,352,276,2024-06-19,2024-07-13,349.0,Closed,Repair description for property 352,Appliance,71,House,22.0,,Structural,2037.53,2022-04-10,2022-05-12,1
841,387,277,2024-03-18,,,In Progress,Repair description for property 387,Plumbing,71,Flat,22.0,,Heating,332.39,2021-07-14,2021-09-11,3
842,396,278,2024-09-16,2024-10-16,4576.66,Closed,Repair description for property 396,Other,47,Block of Flats,18.0,,Plumbing,178.45,2022-08-17,2022-09-20,4
843,285,279,2024-11-05,2024-07-06,1629.37,Closed,Repair description for property 285,Structural,47,House,19.0,,Roofing,936.36,2020-02-01,2020-02-10,2
844,126,280,2024-08-21,2024-09-15,2470.98,Closed,Repair description for property 126,Other,15,Flat,2.0,1.0,Plumbing,67.97,2021-01-25,2021-04-16,8
