request_id,tenantid,propertyid,patch_id,request_type,description,request_date,status,resolution_date,property_age_years,propertytype,blockid,simulated_request_type
538,176,176,6,Structural,Repair description for property 176,2022-06-30,In Progress,,8,House,6.0,General
539,177,374,8,Structural,Repair description for property 374,2022-01-24,Closed,2024-12-11,47,Block of Flats,19.0,Roofing
540,177,374,8,Structural,Repair description for property 374,2022-01-04,Closed,2025-07-01,47,Block of Flats,19.0,Roofing
541,178,182,7,Plumbing,Repair description for property 182,2020-03-10,Closed,2024-05-10,66,Flat,1.0,Damp
542,178,182,7,Electrical,Repair description for property 182,2022-04-03,Closed,2024-08-18,66,Flat,1.0,Structural
543,178,182,7,Electrical,Repair description for property 182,2020-07-29,Open,,66,Flat,1.0,Electrical
544,178,182,7,Structural,Repair description for property 182,2020-04-10,Closed,2024-11-21,66,Flat,1.0,Heating
545,179,145,8,Other,Repair description for property 145,2021-11-28,Closed,2024-09-28,98,Flat,7.0,Heating
546,180,370,7,Plumbing,Repair description for property 370,2020-05-11,Closed,2024-11-23,47,Flat,18.0,Plumbing
547,180,370,7,Other,Repair description for property 370,2021-09-14,Closed,2025-01-30,47,Flat,18.0,Plumbing
548,181,391,3,Appliance,Repair description for property 391,2021-01-15,In Progress,,74,House,21.0,Damp
549,181,391,3,Plumbing,Repair description for property 391,2020-05-11,Closed,2024-11-11,74,House,21.0,Electrical
550,181,391,3,Structural,Repair description for property 391,2020-01-20,Closed,2025-01-17,74,House,21.0,Structural
551,181,391,3,Appliance,Repair description for property 391,2022-06-24,Open,,74,House,21.0,Heating
552,182,196,2,Electrical,Repair description for property 196,2021-06-19,Closed,2025-02-14,57,Flat,3.0,Windows
553,182,196,2,Plumbing,Repair description for property 196,2020-08-14,Closed,2024-12-30,57,Flat,3.0,Roofing
554,183,405,8,Structural,Repair description for property 405,2020-06-02,Closed,2024-11-11,47,Flat,19.0,Windows
555,183,405,8,Electrical,Repair description for property 405,2022-03-15,Closed,2024-05-27,47,Flat,19.0,Windows
556,183,405,8,Structural,Repair description for property 405,2022-01-11,In Progress,,47,Flat,19.0,Plumbing
557,183,405,8,Electrical,Repair description for property 405,2021-04-13,Open,,47,Flat,19.0,Heating
558,184,276,4,Structural,Repair description for property 276,2022-04-01,Closed,2024-07-14,47,House,19.0,Structural
559,184,276,4,Plumbing,Repair description for property 276,2022-09-26,Closed,2024-11-18,47,House,19.0,Structural
560,184,276,4,Plumbing,Repair description for property 276,2022-05-20,Closed,2024-04-17,47,House,19.0,Plumbing
561,185,455,5,Plumbing,Repair description for property 455,2021-02-08,In Progress,,73,House,,Damp
562,185,455,5,Structural,Repair description for property 455,2020-07-20,Closed,2024-05-15,73,House,,Structural
563,185,455,5,Plumbing,Repair description for property 455,2020-02-07,Closed,2024-06-15,73,House,,Damp
564,185,455,5,Other,Repair description for property 455,2022-07-30,Closed,2025-06-02,73,House,,Heating
565,185,455,5,Other,Repair description for property 455,2022-02-10,Open,,73,House,,Electrical
566,186,142,1,Appliance,Repair description for property 142,2020-07-06,Closed,2024-04-27,24,Block of Flats,14.0,Windows
567,186,142,1,Electrical,Repair description for property 142,2020-02-26,Closed,2024-06-11,24,Block of Flats,14.0,Heating
568,186,142,1,Structural,Repair description for property 142,2022-07-29,Closed,2024-05-04,24,Block of Flats,14.0,General
569,186,142,1,Appliance,Repair description for property 142,2020-01-20,Closed,2024-01-08,24,Block of Flats,14.0,Windows
570,187,366,7,Appliance,Repair description for property 366,2020-09-29,Closed,2024-06-08,47,Flat,18.0,Plumbing
571,188,68,1,Electrical,Repair description for property 68,2020-04-28,Closed,2025-08-03,15,House,2.0,General
572,189,211,7,Electrical,Repair description for property 211,2021-08-05,In Progress,,80,House,10.0,Electrical
573,189,211,7,Electrical,Repair description for property 211,2021-05-30,Open,,80,House,10.0,Electrical
574,189,211,7,Other,Repair description for property 211,2020-08-08,Closed,2024-12-19,80,House,10.0,Roofing
575,189,211,7,Electrical,Repair description for property 211,2021-06-09,Open,,80,House,10.0,Roofing
576,189,211,7,Structural,Repair description for property 211,2021-05-29,Closed,2024-05-29,80,House,10.0,Roofing
577,190,169,7,Structural,Repair description for property 169,2021-12-28,Closed,2024-06-04,24,Flat,14.0,Heating
578,190,169,7,Structural,Repair description for property 169,2022-01-10,Open,,24,Flat,14.0,General
579,191,494,6,Plumbing,Repair description for property 494,2020-12-01,In Progress,,73,Flat,,Electrical
580,192,376,4,Electrical,Repair description for property 376,2021-11-28,Closed,2025-09-03,47,Flat,19.0,Plumbing
581,192,376,4,Electrical,Repair description for property 376,2020-02-24,Closed,2024-08-31,47,Flat,19.0,Plumbing
582,192,376,4,Electrical,Repair description for property 376,2021-05-14,Closed,2024-08-20,47,Flat,19.0,Heating
583,192,376,4,Electrical,Repair description for property 376,2022-06-18,Open,,47,Flat,19.0,Windows
584,193,401,8,Structural,Repair description for property 401,2022-06-06,In Progress,,29,Flat,20.0,Heating
585,193,401,8,Structural,Repair description for property 401,2022-02-04,Closed,2024-01-08,29,Flat,20.0,Plumbing
586,194,273,8,Appliance,Repair description for property 273,2021-06-19,Closed,2024-03-11,47,Block of Flats,19.0,Heating
587,194,273,8,Structural,Repair description for property 273,2020-06-10,Closed,2024-08-23,47,Block of Flats,19.0,Windows
588,194,273,8,Structural,Repair description for property 273,2021-10-31,In Progress,,47,Block of Flats,19.0,Roofing
589,194,273,8,Appliance,Repair description for property 273,2021-08-16,Open,,47,Block of Flats,19.0,Structural
590,195,110,7,Structural,Repair description for property 110,2022-07-03,In Progress,,47,Flat,16.0,Structural
591,195,110,7,Plumbing,Repair description for property 110,2020-06-07,Closed,2025-11-02,47,Flat,16.0,Heating
592,195,110,7,Plumbing,Repair description for property 110,2020-07-06,Closed,2024-12-28,47,Flat,16.0,Roofing
593,195,110,7,Structural,Repair description for property 110,2020-02-29,Closed,2025-02-02,47,Flat,16.0,Heating
594,196,249,1,Electrical,Repair description for property 249,2022-07-03,Closed,2024-04-22,47,House,18.0,Plumbing
595,196,249,1,Structural,Repair description for property 249,2022-03-27,Open,,47,House,18.0,Plumbing
596,196,249,1,Appliance,Repair description for property 249,2020-11-14,Open,,47,House,18.0,Plumbing
597,197,146,7,Structural,Repair description for property 146,2022-05-27,Closed,2024-05-10,37,House,13.0,Heating
598,197,146,7,Plumbing,Repair description for property 146,2020-07-29,Closed,2024-10-05,37,House,13.0,Heating
599,198,93,2,Appliance,Repair description for property 93,2021-02-09,Open,,47,Flat,16.0,Structural
600,198,93,2,Other,Repair description for property 93,2021-10-25,Closed,2025-02-28,47,Flat,16.0,Plumbing
601,198,93,2,Electrical,Repair description for property 93,2020-04-18,Closed,2024-03-12,47,Flat,16.0,Structural
602,198,93,2,Appliance,Repair description for property 93,2020-03-16,Closed,2025-01-13,47,Flat,16.0,Roofing
603,199,153,1,Electrical,Repair description for property 153,2021-06-25,In Progress,,47,Flat,16.0,Windows
604,199,153,1,Structural,Repair description for property 153,2020-11-09,Open,,47,Flat,16.0,Roofing
605,199,153,1,Structural,Repair description for property 153,2022-09-24,Closed,2024-07-27,47,Flat,16.0,Roofing
606,199,153,1,Plumbing,Repair description for property 153,2020-04-26,Closed,2024-04-16,47,Flat,16.0,Structural
607,200,368,2,Electrical,Repair description for property 368,2022-07-15,Open,,29,Flat,20.0,Windows
608,200,368,2,Electrical,Repair description for property 368,2022-05-17,Closed,2024-02-12,29,Flat,20.0,Windows
609,200,368,2,Structural,Repair description for property 368,2021-12-04,Closed,2024-03-30,29,Flat,20.0,Plumbing
610,200,368,2,Structural,Repair description for property 368,2020-01-19,Closed,2024-04-26,29,Flat,20.0,Windows
611,201,468,1,Electrical,Repair description for property 468,2021-03-07,In Progress,,73,Flat,,Heating
612,201,468,1,Plumbing,Repair description for property 468,2021-11-15,Closed,2024-04-10,73,Flat,,Electrical
613,201,468,1,Electrical,Repair description for property 468,2022-01-09,Closed,2024-08-09,73,Flat,,Damp
614,202,84,8,Electrical,Repair description for property 84,2020-12-15,Closed,2025-11-01,8,Flat,6.0,General
615,203,246,6,Structural,Repair description for property 246,2020-07-01,Closed,2024-09-30,47,Flat,19.0,Plumbing
616,203,246,6,Appliance,Repair description for property 246,2020-04-22,Closed,2024-12-19,47,Flat,19.0,Heating
617,203,246,6,Other,Repair description for property 246,2020-07-01,In Progress,,47,Flat,19.0,Heating
618,203,246,6,Other,Repair description for property 246,2021-04-25,Closed,2024-10-19,47,Flat,19.0,Plumbing
619,204,166,1,Structural,Repair description for property 166,2020-05-25,Open,,103,Flat,9.0,Heating
620,204,166,1,Other,Repair description for property 166,2022-04-10,In Progress,,103,Flat,9.0,Electrical
621,204,166,1,Other,Repair description for property 166,2021-09-19,Closed,2024-07-30,103,Flat,9.0,Electrical
622,205,164,4,Plumbing,Repair description for property 164,2020-04-22,In Progress,,8,Flat,6.0,General
623,205,164,4,Plumbing,Repair description for property 164,2022-02-01,Closed,2024-01-06,8,Flat,6.0,General
624,205,164,4,Structural,Repair description for property 164,2021-04-20,Closed,2025-06-01,8,Flat,6.0,General
625,206,200,3,Other,Repair description for property 200,2022-02-01,Closed,2024-07-13,80,Flat,10.0,Damp
626,206,200,3,Electrical,Repair description for property 200,2020-10-29,Closed,2024-12-24,80,Flat,10.0,Damp
627,206,200,3,Plumbing,Repair description for property 200,2022-08-28,Open,,80,Flat,10.0,Electrical
628,207,229,1,Other,Repair description for property 229,2022-04-04,Closed,2024-09-23,47,Flat,19.0,Roofing
629,207,229,1,Electrical,Repair description for property 229,2020-04-27,Closed,2024-06-21,47,Flat,19.0,Roofing
630,208,75,5,Other,Repair description for property 75,2022-03-23,Closed,2024-07-12,51,House,4.0,Plumbing
631,208,75,5,Other,Repair description for property 75,2020-06-09,Open,,51,House,4.0,Structural
632,208,75,5,Appliance,Repair description for property 75,2021-02-04,Closed,2024-04-27,51,House,4.0,Windows
633,208,75,5,Appliance,Repair description for property 75,2020-07-16,Closed,2024-10-15,51,House,4.0,Roofing
634,208,75,5,Plumbing,Repair description for property 75,2020-09-16,Closed,2024-07-26,51,House,4.0,Windows
635,209,479,1,Electrical,Repair description for property 479,2021-10-21,In Progress,,73,Flat,,Structural
636,210,359,1,Appliance,Repair description for property 359,2022-01-21,Open,,47,Flat,19.0,Roofing
637,210,359,1,Electrical,Repair description for property 359,2020-02-16,Closed,2025-01-13,47,Flat,19.0,Roofing
638,210,359,1,Appliance,Repair description for property 359,2022-09-13,In Progress,,47,Flat,19.0,Structural
639,210,359,1,Electrical,Repair description for property 359,2021-02-02,Closed,2024-05-27,47,Flat,19.0,Heating
640,210,359,1,Other,Repair description for property 359,2021-12-10,Closed,2024-10-21,47,Flat,19.0,Windows
641,211,251,6,Structural,Repair description for property 251,2021-07-12,Closed,2024-05-12,47,Flat,18.0,Plumbing
642,211,251,6,Plumbing,Repair description for property 251,2020-03-18,Closed,2025-10-03,47,Flat,18.0,Plumbing
643,212,120,5,Plumbing,Repair description for property 120,2020-05-03,Closed,2024-07-15,98,House,7.0,Electrical
644,212,120,5,Electrical,Repair description for property 120,2020-03-15,In Progress,,98,House,7.0,Electrical
645,212,120,5,Structural,Repair description for property 120,2022-05-20,In Progress,,98,House,7.0,Electrical
646,212,120,5,Appliance,Repair description for property 120,2020-05-16,Closed,2025-07-03,98,House,7.0,Heating
647,212,120,5,Appliance,Repair description for property 120,2021-08-24,Closed,2024-08-21,98,House,7.0,Damp
648,213,311,8,Other,Repair description for property 311,2021-02-03,Closed,2024-06-11,29,Flat,20.0,Heating
649,213,311,8,Appliance,Repair description for property 311,2022-04-16,Open,,29,Flat,20.0,Windows
650,213,311,8,Plumbing,Repair description for property 311,2021-05-19,In Progress,,29,Flat,20.0,General
651,214,300,8,Structural,Repair description for property 300,2021-05-14,In Progress,,47,Flat,19.0,Plumbing
652,215,256,3,Structural,Repair description for property 256,2021-07-26,Closed,2024-08-10,71,Block of Flats,22.0,Damp
653,215,256,3,Electrical,Repair description for property 256,2020-05-17,Closed,2025-07-02,71,Block of Flats,22.0,Structural
654,215,256,3,Structural,Repair description for property 256,2020-02-19,Closed,2024-05-22,71,Block of Flats,22.0,Roofing
655,215,256,3,Other,Repair description for property 256,2022-02-09,In Progress,,71,Block of Flats,22.0,Structural
656,215,256,3,Other,Repair description for property 256,2022-08-30,In Progress,,71,Block of Flats,22.0,Structural
657,216,355,8,Plumbing,Repair description for property 355,2021-09-10,Closed,2024-11-04,74,House,21.0,Structural
658,216,355,8,Other,Repair description for property 355,2021-09-16,Closed,2024-02-06,74,House,21.0,Electrical
659,216,355,8,Appliance,Repair description for property 355,2022-05-11,In Progress,,74,House,21.0,Heating
660,216,355,8,Appliance,Repair description for property 355,2020-09-10,Closed,2025-04-03,74,House,21.0,Structural
661,216,355,8,Appliance,Repair description for property 355,2021-09-21,Open,,74,House,21.0,Heating
662,217,400,1,Other,Repair description for property 400,2021-12-10,Open,,74,Flat,21.0,Damp
663,217,400,1,Appliance,Repair description for property 400,2022-04-28,Closed,2024-07-12,74,Flat,21.0,Roofing
664,217,400,1,Structural,Repair description for property 400,2022-05-26,In Progress,,74,Flat,21.0,Damp
665,217,400,1,Plumbing,Repair description for property 400,2021-07-16,Closed,2024-03-22,74,Flat,21.0,Damp
666,218,226,2,Electrical,Repair description for property 226,2022-01-26,Closed,2024-07-28,71,Flat,22.0,Electrical
667,218,226,2,Structural,Repair description for property 226,2022-07-03,Closed,2024-09-12,71,Flat,22.0,Roofing
668,218,226,2,Appliance,Repair description for property 226,2021-03-01,Open,,71,Flat,22.0,Damp
669,219,354,8,Electrical,Repair description for property 354,2021-06-30,Closed,2024-09-27,71,Flat,22.0,Damp
670,220,235,4,Appliance,Repair description for property 235,2020-10-28,Closed,2024-10-17,29,Flat,20.0,Plumbing
671,220,235,4,Appliance,Repair description for property 235,2022-07-10,Closed,2024-10-10,29,Flat,20.0,Windows
672,220,235,4,Structural,Repair description for property 235,2021-08-03,Closed,2024-08-12,29,Flat,20.0,Plumbing
673,221,383,4,Structural,Repair description for property 383,2020-12-14,Open,,47,Flat,18.0,Plumbing
674,221,383,4,Other,Repair description for property 383,2022-04-11,Closed,2025-09-03,47,Flat,18.0,Plumbing
675,221,383,4,Other,Repair description for property 383,2022-07-21,Closed,2024-03-15,47,Flat,18.0,Plumbing
676,221,383,4,Plumbing,Repair description for property 383,2022-09-06,Closed,2024-12-20,47,Flat,18.0,Plumbing
677,222,275,1,Structural,Repair description for property 275,2020-02-18,Closed,2024-03-28,74,Flat,21.0,Electrical
678,223,37,4,Appliance,Repair description for property 37,2022-07-05,Closed,2024-09-18,80,Flat,10.0,Structural
679,223,37,4,Other,Repair description for property 37,2020-03-14,In Progress,,80,Flat,10.0,Damp
680,224,197,2,Plumbing,Repair description for property 197,2021-12-04,Closed,2025-01-23,78,Flat,5.0,Heating
681,224,197,2,Plumbing,Repair description for property 197,2020-09-17,Closed,2024-11-15,78,Flat,5.0,Structural
682,224,197,2,Electrical,Repair description for property 197,2020-12-21,Closed,2024-11-07,78,Flat,5.0,Structural
683,224,197,2,Plumbing,Repair description for property 197,2021-08-04,Closed,2024-11-29,78,Flat,5.0,Structural
684,224,197,2,Appliance,Repair description for property 197,2021-08-24,Closed,2024-09-29,78,Flat,5.0,Electrical
685,225,140,1,Electrical,Repair description for property 140,2020-09-16,Closed,2024-08-17,66,Flat,1.0,Damp
686,225,140,1,Appliance,Repair description for property 140,2021-09-29,Closed,2024-06-27,66,Flat,1.0,Electrical
687,225,140,1,Structural,Repair description for property 140,2022-01-12,In Progress,,66,Flat,1.0,Damp
688,225,140,1,Electrical,Repair description for property 140,2020-10-21,Closed,2024-08-19,66,Flat,1.0,Electrical
689,226,365,7,Electrical,Repair description for property 365,2022-07-19,Closed,2024-06-18,74,Flat,21.0,Electrical
690,226,365,7,Other,Repair description for property 365,2021-10-02,Closed,2024-05-31,74,Flat,21.0,Heating
691,226,365,7,Other,Repair description for property 365,2022-03-02,Closed,2024-12-03,74,Flat,21.0,Electrical
692,227,245,7,Appliance,Repair description for property 245,2020-11-08,Open,,29,Block of Flats,20.0,Plumbing
693,227,245,7,Appliance,Repair description for property 245,2021-09-03,Closed,2024-10-14,29,Block of Flats,20.0,Plumbing
694,228,440,3,Appliance,Repair description for property 440,2022-04-17,Closed,2024-06-05,73,House,,Heating
695,228,440,3,Electrical,Repair description for property 440,2022-03-19,Closed,2024-06-14,73,House,,Electrical
696,228,440,3,Structural,Repair description for property 440,2020-06-30,Closed,2025-01-28,73,House,,Structural
697,228,440,3,Other,Repair description for property 440,2021-11-16,Closed,2024-09-06,73,House,,Roofing
698,229,287,1,Appliance,Repair description for property 287,2022-04-07,Open,,47,Flat,19.0,Heating
699,229,287,1,Structural,Repair description for property 287,2020-12-29,Closed,2024-11-18,47,Flat,19.0,Heating
700,229,287,1,Appliance,Repair description for property 287,2020-07-06,Closed,2024-06-10,47,Flat,19.0,Plumbing
701,229,287,1,Plumbing,Repair description for property 287,2021-07-22,In Progress,,47,Flat,19.0,Structural
702,230,60,5,Other,Repair description for property 60,2021-06-26,In Progress,,23,Flat,15.0,Heating
703,230,60,5,Other,Repair description for property 60,2021-08-18,Open,,23,Flat,15.0,General
704,230,60,5,Electrical,Repair description for property 60,2021-10-25,Closed,2025-02-18,23,Flat,15.0,Windows
705,230,60,5,Electrical,Repair description for property 60,2022-09-11,Open,,23,Flat,15.0,Heating
706,230,60,5,Structural,Repair description for property 60,2021-07-01,Closed,2025-02-27,23,Flat,15.0,Plumbing
707,231,112,7,Appliance,Repair description for property 112,2021-12-25,In Progress,,103,Flat,9.0,Structural
708,232,90,2,Plumbing,Repair description for property 90,2022-07-14,Closed,2024-04-04,15,Block of Flats,8.0,Plumbing
709,232,90,2,Structural,Repair description for property 90,2021-02-11,Closed,2024-10-13,15,Block of Flats,8.0,General
710,232,90,2,Electrical,Repair description for property 90,2022-05-25,Closed,2024-06-25,15,Block of Flats,8.0,Electrical
711,232,90,2,Structural,Repair description for property 90,2021-09-09,Open,,15,Block of Flats,8.0,General
712,233,437,8,Plumbing,Repair description for property 437,2021-02-17,Closed,2025-10-01,73,House,,Electrical
713,233,437,8,Plumbing,Repair description for property 437,2020-12-07,Closed,2024-05-29,73,House,,Roofing
714,233,437,8,Plumbing,Repair description for property 437,2020-08-07,Closed,2024-12-06,73,House,,Structural
715,233,437,8,Electrical,Repair description for property 437,2022-06-21,Closed,2024-09-06,73,House,,Heating
716,234,7,5,Structural,Repair description for property 7,2020-06-11,Closed,2024-04-13,15,Flat,2.0,General
717,234,7,5,Other,Repair description for property 7,2022-08-08,Open,,15,Flat,2.0,Electrical
718,235,361,4,Electrical,Repair description for property 361,2020-08-07,Closed,2024-05-24,74,Flat,21.0,Electrical
719,235,361,4,Other,Repair description for property 361,2020-09-26,Closed,2024-09-07,74,Flat,21.0,Structural
720,235,361,4,Structural,Repair description for property 361,2021-09-23,Open,,74,Flat,21.0,Roofing
721,236,347,3,Electrical,Repair description for property 347,2022-06-24,Closed,2025-08-01,29,Block of Flats,20.0,Heating
722,236,347,3,Other,Repair description for property 347,2022-04-27,Closed,2025-01-26,29,Block of Flats,20.0,General
723,236,347,3,Appliance,Repair description for property 347,2021-02-03,In Progress,,29,Block of Flats,20.0,General
724,237,339,4,Electrical,Repair description for property 339,2020-06-30,Closed,2024-01-04,29,Flat,20.0,Heating
725,238,159,1,Plumbing,Repair description for property 159,2022-09-17,Closed,2024-03-07,103,Flat,9.0,Electrical
726,238,159,1,Other,Repair description for property 159,2021-09-09,Open,,103,Flat,9.0,Damp
727,239,151,3,Other,Repair description for property 151,2021-12-29,Closed,2024-04-23,15,Flat,8.0,Electrical
728,240,178,3,Structural,Repair description for property 178,2020-07-23,Closed,2024-06-22,47,Block of Flats,16.0,Structural
729,240,178,3,Appliance,Repair description for property 178,2021-08-04,Closed,2024-10-10,47,Block of Flats,16.0,Structural
730,240,178,3,Appliance,Repair description for property 178,2021-07-09,Closed,2024-07-08,47,Block of Flats,16.0,Plumbing
731,240,178,3,Structural,Repair description for property 178,2022-04-20,Closed,2025-01-20,47,Block of Flats,16.0,Structural
732,240,178,3,Plumbing,Repair description for property 178,2022-03-23,In Progress,,47,Block of Flats,16.0,Structural
733,241,394,8,Other,Repair description for property 394,2020-08-15,Closed,2025-08-02,74,Flat,21.0,Electrical
734,241,394,8,Plumbing,Repair description for property 394,2021-11-26,Closed,2024-05-31,74,Flat,21.0,Electrical
735,241,394,8,Structural,Repair description for property 394,2021-09-10,Closed,2024-08-06,74,Flat,21.0,Roofing
736,241,394,8,Appliance,Repair description for property 394,2021-08-18,Closed,2024-06-23,74,Flat,21.0,Roofing
737,241,394,8,Plumbing,Repair description for property 394,2022-04-29,Closed,2024-06-17,74,Flat,21.0,Heating
738,242,185,1,Structural,Repair description for property 185,2020-09-06,Closed,2025-01-13,24,Flat,14.0,Heating
739,242,185,1,Electrical,Repair description for property 185,2022-05-24,In Progress,,24,Flat,14.0,Heating
740,243,450,6,Electrical,Repair description for property 450,2021-03-16,Closed,2024-07-04,73,Flat,,Structural
741,243,450,6,Electrical,Repair description for property 450,2021-06-16,Closed,2024-03-21,73,Flat,,Structural
742,243,450,6,Electrical,Repair description for property 450,2020-07-14,In Progress,,73,Flat,,Heating
743,243,450,6,Appliance,Repair description for property 450,2021-11-20,In Progress,,73,Flat,,Electrical
744,243,450,6,Structural,Repair description for property 450,2022-07-17,Closed,2025-02-24,73,Flat,,Electrical
745,244,11,3,Structural,Repair description for property 11,2022-09-13,Closed,2024-12-04,25,Flat,17.0,Windows
746,244,11,3,Appliance,Repair description for property 11,2021-06-02,In Progress,,25,Flat,17.0,Plumbing
747,244,11,3,Structural,Repair description for property 11,2020-03-10,Closed,2024-06-04,25,Flat,17.0,Heating
748,244,11,3,Structural,Repair description for property 11,2021-09-30,In Progress,,25,Flat,17.0,Heating
749,245,381,8,Appliance,Repair description for property 381,2021-02-02,Closed,2025-06-03,74,Flat,21.0,Roofing
750,245,381,8,Plumbing,Repair description for property 381,2022-09-04,Closed,2024-12-31,74,Flat,21.0,Damp
751,245,381,8,Electrical,Repair description for property 381,2021-11-02,Closed,2025-01-24,74,Flat,21.0,Roofing
752,245,381,8,Appliance,Repair description for property 381,2022-01-29,Closed,2024-06-21,74,Flat,21.0,Roofing
753,245,381,8,Structural,Repair description for property 381,2020-07-21,Closed,2024-10-14,74,Flat,21.0,Roofing
754,246,104,4,Plumbing,Repair description for property 104,2020-05-27,Closed,2025-01-25,51,Flat,4.0,Plumbing
755,247,82,4,Appliance,Repair description for property 82,2021-04-16,Closed,2024-04-07,103,Flat,9.0,Heating
756,247,82,4,Appliance,Repair description for property 82,2021-10-16,Closed,2024-04-07,103,Flat,9.0,Roofing
757,247,82,4,Electrical,Repair description for property 82,2022-08-01,Closed,2024-12-17,103,Flat,9.0,Damp
758,247,82,4,Appliance,Repair description for property 82,2020-07-17,Closed,2024-02-08,103,Flat,9.0,Structural
759,247,82,4,Electrical,Repair description for property 82,2022-07-05,Open,,103,Flat,9.0,Damp
760,248,39,1,Structural,Repair description for property 39,2021-03-01,Closed,2025-09-02,51,House,4.0,Structural
761,248,39,1,Plumbing,Repair description for property 39,2021-10-27,Closed,2024-06-12,51,House,4.0,Plumbing
762,248,39,1,Electrical,Repair description for property 39,2021-05-06,Closed,2024-08-20,51,House,4.0,Roofing
763,249,315,3,Plumbing,Repair description for property 315,2022-06-06,Closed,2024-03-05,71,Flat,22.0,Structural
764,249,315,3,Structural,Repair description for property 315,2022-06-14,Closed,2024-07-24,71,Flat,22.0,Electrical
765,250,168,7,Plumbing,Repair description for property 168,2020-05-21,Closed,2024-12-17,24,Flat,14.0,Heating
766,250,168,7,Electrical,Repair description for property 168,2020-11-08,Closed,2024-02-08,24,Flat,14.0,Plumbing
767,250,168,7,Electrical,Repair description for property 168,2020-06-13,Closed,2024-09-20,24,Flat,14.0,Plumbing
768,250,168,7,Appliance,Repair description for property 168,2020-11-09,Closed,2025-03-14,24,Flat,14.0,General
769,250,168,7,Plumbing,Repair description for property 168,2020-01-21,Closed,2024-05-20,24,Flat,14.0,General
770,251,470,4,Appliance,Repair description for property 470,2020-03-22,Closed,2024-06-13,73,Flat,,Damp
771,251,470,4,Appliance,Repair description for property 470,2021-08-03,Closed,2024-05-20,73,Flat,,Roofing
772,251,470,4,Appliance,Repair description for property 470,2020-05-10,Open,,73,Flat,,Roofing
773,251,470,4,Electrical,Repair description for property 470,2021-08-21,Closed,2024-10-05,73,Flat,,Roofing
774,251,470,4,Structural,Repair description for property 470,2021-12-30,Closed,2024-07-21,73,Flat,,Roofing
775,252,297,6,Structural,Repair description for property 297,2022-07-21,Open,,29,House,20.0,Plumbing
776,252,297,6,Appliance,Repair description for property 297,2022-09-10,Closed,2025-02-26,29,House,20.0,General
777,253,475,3,Appliance,Repair description for property 475,2020-10-31,Open,,73,House,,Heating
778,253,475,3,Electrical,Repair description for property 475,2022-07-03,In Progress,,73,House,,Heating
779,253,475,3,Appliance,Repair description for property 475,2021-01-05,Closed,2024-08-17,73,House,,Roofing
780,253,475,3,Structural,Repair description for property 475,2022-05-06,In Progress,,73,House,,Damp
781,254,199,5,Electrical,Repair description for property 199,2022-05-02,Closed,2024-09-18,66,Flat,1.0,Structural
782,254,199,5,Other,Repair description for property 199,2021-01-18,Closed,2024-10-31,66,Flat,1.0,Structural
783,254,199,5,Structural,Repair description for property 199,2022-06-26,In Progress,,66,Flat,1.0,Damp
784,255,298,7,Appliance,Repair description for property 298,2021-03-20,Closed,2024-11-25,71,House,22.0,Roofing
785,255,298,7,Plumbing,Repair description for property 298,2021-02-28,In Progress,,71,House,22.0,Heating
786,255,298,7,Appliance,Repair description for property 298,2020-06-09,Closed,2024-04-12,71,House,22.0,Structural
787,256,417,5,Electrical,Repair description for property 417,2020-06-26,Closed,2024-04-08,47,Flat,19.0,Structural
788,256,417,5,Other,Repair description for property 417,2021-09-20,Closed,2024-08-19,47,Flat,19.0,Structural
789,256,417,5,Electrical,Repair description for property 417,2021-12-08,Closed,2024-12-28,47,Flat,19.0,Windows
790,256,417,5,Electrical,Repair description for property 417,2022-06-13,Closed,2024-12-26,47,Flat,19.0,Heating
791,256,417,5,Other,Repair description for property 417,2021-05-04,Closed,2024-07-22,47,Flat,19.0,Roofing
792,257,147,3,Plumbing,Repair description for property 147,2020-11-22,Closed,2024-03-20,57,House,3.0,Heating
793,258,393,8,Structural,Repair description for property 393,2021-08-20,In Progress,,47,House,19.0,Roofing
794,259,148,3,Plumbing,Repair description for property 148,2020-10-15,In Progress,,51,House,4.0,Windows
795,259,148,3,Appliance,Repair description for property 148,2021-08-15,Closed,2024-05-09,51,House,4.0,Windows
796,260,448,6,Structural,Repair description for property 448,2021-10-25,In Progress,,73,Flat,,Electrical
797,260,448,6,Electrical,Repair description for property 448,2021-07-26,Open,,73,Flat,,Roofing
798,260,448,6,Appliance,Repair description for property 448,2021-07-26,Closed,2024-12-23,73,Flat,,Electrical
799,260,448,6,Structural,Repair description for property 448,2020-12-19,Closed,2024-12-28,73,Flat,,Roofing
800,261,288,5,Plumbing,Repair description for property 288,2020-01-28,Closed,2025-04-01,71,House,22.0,Electrical
801,261,288,5,Appliance,Repair description for property 288,2022-08-11,Closed,2025-02-19,71,House,22.0,Heating
802,262,124,7,Appliance,Repair description for property 124,2020-02-12,Closed,2025-03-15,37,Flat,13.0,General
803,262,124,7,Appliance,Repair description for property 124,2021-11-11,Closed,2024-05-18,37,Flat,13.0,Windows
804,263,369,3,Structural,Repair description for property 369,2021-02-26,Open,,71,House,22.0,Heating
805,263,369,3,Appliance,Repair description for property 369,2021-08-20,Closed,2025-11-02,71,House,22.0,Heating
806,263,369,3,Electrical,Repair description for property 369,2020-06-25,Closed,2025-11-01,71,House,22.0,Structural
