propertyid,reading_date,humidity,temperature,incident_source,is_iot_alert,unresolved_flag,response_days,repeat_incident_flag,high_priority_flag,tenantid_x,propertytype,estateid,tenantid_y,children_under_5
347,2025-04-07 07:55:30.359483,71.3,15.6,IoT Alert,True,False,30,False,False,236.0,Block of Flats,,236.0,False
273,2025-04-07 08:55:30.359483,71.9,13.1,IoT Alert,True,False,90,False,False,194.0,Block of Flats,,194.0,False
463,2025-04-07 08:55:30.359483,73.7,11.4,IoT Alert,True,False,30,False,False,155.0,Flat,,155.0,False
3,2025-04-07 09:55:30.359483,71.2,15.8,IoT Alert,True,True,7,False,False,35.0,Flat,5.0,35.0,False
214,2025-04-07 10:55:30.359483,75.1,9.6,IoT Alert,True,False,30,True,False,359.0,House,10.0,359.0,False
467,2025-04-07 11:55:30.359483,75.7,15.0,IoT Alert,True,False,14,False,False,,Flat,,,
500,2025-04-07 15:55:30.359483,72.6,10.9,IoT Alert,True,False,30,True,False,,Flat,,,
422,2025-04-07 21:55:30.359483,72.3,12.8,IoT Alert,True,False,0,False,False,348.0,Flat,,348.0,True
199,2025-04-08 02:55:30.359483,73.3,14.9,IoT Alert,True,False,30,False,False,254.0,Flat,1.0,254.0,False
273,2025-04-08 02:55:30.359483,73.8,15.3,IoT Alert,True,False,14,False,False,194.0,Block of Flats,,194.0,False
102,2025-04-08 03:55:30.359483,78.1,15.1,IoT Alert,True,False,90,False,False,29.0,Flat,10.0,29.0,False
152,2025-04-08 03:55:30.359483,72.7,13.8,IoT Alert,True,True,7,False,False,,Block of Flats,7.0,,
392,2025-04-08 04:55:30.359483,72.7,15.1,IoT Alert,True,False,30,False,False,70.0,Flat,,70.0,False
5,2025-04-08 04:55:30.359483,70.8,14.8,IoT Alert,True,False,90,False,False,353.0,House,9.0,353.0,False
68,2025-04-08 04:55:30.359483,73.0,11.7,IoT Alert,True,False,0,False,False,188.0,House,1.0,188.0,False
63,2025-04-08 05:55:30.359483,72.4,14.3,IoT Alert,True,False,90,False,False,379.0,Flat,1.0,379.0,False
229,2025-04-08 06:55:30.359483,74.7,14.8,IoT Alert,True,False,30,True,False,207.0,Flat,,207.0,True
63,2025-04-08 06:55:30.359483,70.7,15.9,IoT Alert,True,False,0,False,False,379.0,Flat,1.0,379.0,False
152,2025-04-08 09:55:30.359483,71.0,13.1,IoT Alert,True,False,7,False,False,,Block of Flats,7.0,,
14,2025-04-08 14:55:30.359483,72.3,15.5,IoT Alert,True,False,30,False,False,439.0,House,6.0,439.0,False
350,2025-04-08 14:55:30.359483,73.2,14.2,IoT Alert,True,True,0,False,False,311.0,Block of Flats,,311.0,False
492,2025-04-08 15:55:30.359483,72.8,15.6,IoT Alert,True,True,14,False,False,22.0,House,,22.0,True
294,2025-04-08 16:55:30.359483,72.8,12.4,IoT Alert,True,False,7,False,False,,Flat,,,
417,2025-04-08 16:55:30.359483,73.2,14.4,IoT Alert,True,False,30,False,False,256.0,Flat,,256.0,False
428,2025-04-08 20:55:30.359483,74.9,13.6,IoT Alert,True,False,0,False,False,430.0,Flat,,430.0,True
383,2025-04-08 20:55:30.359483,70.9,14.6,IoT Alert,True,True,60,False,False,221.0,Flat,,221.0,False
488,2025-04-08 21:55:30.359483,73.0,12.5,IoT Alert,True,False,90,False,False,299.0,Flat,,299.0,False
200,2025-04-08 22:55:30.359483,73.4,12.8,IoT Alert,True,True,90,True,False,206.0,Flat,5.0,206.0,True
240,2025-04-08 22:55:30.359483,83.8,13.8,IoT Alert,True,False,30,False,False,266.0,Block of Flats,,266.0,False
340,2025-04-08 22:55:30.359483,70.2,15.7,IoT Alert,True,False,0,False,False,433.0,Block of Flats,,433.0,False
440,2025-04-08 23:55:30.359483,72.0,13.7,IoT Alert,True,False,30,False,False,228.0,House,,228.0,False
162,2025-04-09 00:55:30.359483,70.5,11.8,IoT Alert,True,False,0,False,False,411.0,Block of Flats,9.0,411.0,False
451,2025-04-09 03:55:30.359483,70.1,13.9,IoT Alert,True,False,0,False,False,10.0,Flat,,10.0,False
441,2025-04-09 05:55:30.359483,70.5,15.0,IoT Alert,True,True,7,False,False,33.0,Flat,,33.0,True
477,2025-04-09 07:55:30.359483,70.9,15.3,IoT Alert,True,True,14,False,False,382.0,Flat,,382.0,False
136,2025-04-09 09:55:30.359483,70.7,12.1,IoT Alert,True,False,30,False,False,380.0,Flat,3.0,380.0,False
3,2025-04-09 10:55:30.359483,72.8,14.1,IoT Alert,True,False,30,True,False,35.0,Flat,5.0,35.0,False
238,2025-04-09 10:55:30.359483,70.2,15.9,IoT Alert,True,False,14,False,False,118.0,Flat,,118.0,False
425,2025-04-09 12:55:30.359483,70.4,13.9,IoT Alert,True,False,7,False,False,372.0,Flat,,372.0,True
364,2025-04-09 14:55:30.359483,73.5,13.7,IoT Alert,True,False,90,True,False,,Flat,,,
458,2025-04-09 14:55:30.359483,70.3,13.7,IoT Alert,True,False,14,False,False,403.0,House,,403.0,False
149,2025-04-09 15:55:30.359483,79.0,14.6,IoT Alert,True,False,14,False,False,57.0,Block of Flats,8.0,57.0,True
473,2025-04-09 17:55:30.359483,71.1,14.5,IoT Alert,True,False,0,False,False,92.0,Flat,,92.0,False
304,2025-04-09 19:55:30.359483,71.7,15.4,IoT Alert,True,True,30,False,False,407.0,Block of Flats,,407.0,True
89,2025-04-09 20:55:30.359483,75.4,10.9,IoT Alert,True,True,30,False,False,441.0,Flat,10.0,441.0,True
264,2025-04-09 20:55:30.359483,72.4,15.4,IoT Alert,True,True,7,False,False,429.0,Flat,,429.0,False
317,2025-04-09 21:55:30.359483,77.4,14.0,IoT Alert,True,False,0,False,False,19.0,Flat,,19.0,False
144,2025-04-09 21:55:30.359483,76.0,15.8,IoT Alert,True,False,30,False,False,265.0,Flat,5.0,265.0,False
51,2025-04-09 22:55:30.359483,76.6,14.7,IoT Alert,True,True,30,False,False,,Flat,1.0,,
140,2025-04-09 22:55:30.359483,78.6,11.2,IoT Alert,True,False,7,False,False,225.0,Flat,1.0,225.0,False
93,2025-04-09 23:55:30.359483,71.2,15.5,IoT Alert,True,False,90,True,False,198.0,Flat,9.0,198.0,False
463,2025-04-10 00:55:30.359483,71.6,15.5,IoT Alert,True,False,0,False,False,155.0,Flat,,155.0,False
342,2025-04-10 00:55:30.359483,70.2,15.6,IoT Alert,True,True,14,False,False,72.0,Flat,,72.0,True
479,2025-04-10 03:55:30.359483,72.6,15.9,IoT Alert,True,False,90,False,False,209.0,Flat,,209.0,True
351,2025-04-10 04:55:30.359483,72.0,15.8,IoT Alert,True,False,14,False,False,408.0,House,,408.0,True
305,2025-04-10 04:55:30.359483,77.3,15.5,IoT Alert,True,False,30,False,False,76.0,Flat,,76.0,False
487,2025-04-10 06:55:30.359483,71.2,15.8,IoT Alert,True,False,7,True,False,406.0,Flat,,406.0,False
370,2025-04-10 08:55:30.359483,70.2,12.5,IoT Alert,True,False,7,True,False,180.0,Flat,,180.0,True
343,2025-04-10 09:55:30.359483,71.4,13.4,IoT Alert,True,False,90,False,False,338.0,Block of Flats,,338.0,False
177,2025-04-10 13:55:30.359483,72.1,11.6,IoT Alert,True,False,14,False,False,122.0,Flat,9.0,122.0,False
322,2025-04-10 16:55:30.359483,72.4,15.5,IoT Alert,True,False,60,False,False,85.0,Flat,,85.0,False
470,2025-04-10 16:55:30.359483,71.9,14.3,IoT Alert,True,False,7,False,False,251.0,Flat,,251.0,False
295,2025-04-10 19:55:30.359483,72.1,15.6,IoT Alert,True,True,7,False,False,292.0,House,,292.0,True
8,2025-04-10 21:55:30.359483,70.2,14.1,IoT Alert,True,True,0,False,False,168.0,House,9.0,168.0,True
474,2025-04-10 21:55:30.359483,72.1,15.4,IoT Alert,True,False,30,False,False,434.0,House,,434.0,True
202,2025-04-11 00:55:30.359483,70.1,10.0,IoT Alert,True,False,7,False,False,410.0,Flat,4.0,410.0,True
174,2025-04-11 03:55:30.359483,72.6,15.5,IoT Alert,True,False,60,False,False,34.0,Flat,6.0,34.0,False
436,2025-04-11 04:55:30.359483,73.3,15.1,IoT Alert,True,True,14,True,False,,Block of Flats,,,
229,2025-04-11 04:55:30.359483,70.7,15.4,IoT Alert,True,True,90,True,False,207.0,Flat,,207.0,True
358,2025-04-11 05:55:30.359483,75.9,12.1,IoT Alert,True,True,0,False,False,156.0,Flat,,156.0,True
465,2025-04-11 05:55:30.359483,81.6,13.2,IoT Alert,True,False,60,False,False,115.0,Block of Flats,,115.0,False
118,2025-04-11 06:55:30.359483,76.5,15.3,IoT Alert,True,False,30,False,False,119.0,Flat,5.0,119.0,False
475,2025-04-11 06:55:30.359483,70.6,15.5,IoT Alert,True,False,30,True,False,253.0,House,,253.0,False
488,2025-04-11 07:55:30.359483,73.8,11.2,IoT Alert,True,False,60,False,False,299.0,Flat,,299.0,False
286,2025-04-11 07:55:30.359483,72.1,15.3,IoT Alert,True,False,30,True,False,316.0,Flat,,316.0,False
232,2025-04-11 11:55:30.359483,71.5,14.5,IoT Alert,True,False,30,False,False,125.0,Flat,,125.0,False
442,2025-04-11 11:55:30.359483,76.1,15.5,IoT Alert,True,False,0,False,False,422.0,House,,422.0,False
67,2025-04-11 13:55:30.359483,74.9,15.9,IoT Alert,True,False,0,False,False,141.0,House,5.0,141.0,False
37,2025-04-11 14:55:30.359483,75.1,13.1,IoT Alert,True,True,90,True,False,223.0,Flat,5.0,223.0,True
190,2025-04-11 14:55:30.359483,71.3,13.8,IoT Alert,True,False,30,False,False,,Flat,9.0,,
238,2025-04-11 16:55:30.359483,72.9,15.1,IoT Alert,True,False,30,False,False,118.0,Flat,,118.0,False
110,2025-04-11 16:55:30.359483,87.5,14.8,IoT Alert,True,False,14,False,False,195.0,Flat,9.0,195.0,False
429,2025-04-11 17:55:30.359483,70.2,15.4,IoT Alert,True,True,0,False,False,163.0,Flat,,163.0,False
49,2025-04-11 17:55:30.359483,72.7,12.4,IoT Alert,True,False,0,False,False,,Flat,9.0,,
344,2025-04-11 18:55:30.359483,77.6,13.7,IoT Alert,True,False,30,False,False,,Flat,,,
381,2025-04-11 20:55:30.359483,70.9,13.7,IoT Alert,True,True,14,False,False,245.0,Flat,,245.0,True
240,2025-04-11 23:55:30.359483,74.9,15.2,IoT Alert,True,False,7,False,False,266.0,Block of Flats,,266.0,False
81,2025-04-12 02:55:30.359483,71.2,11.6,IoT Alert,True,False,14,True,False,426.0,Flat,10.0,426.0,False
264,2025-04-12 03:55:30.359483,70.9,15.3,IoT Alert,True,False,0,False,False,429.0,Flat,,429.0,False
260,2025-04-12 03:55:30.359483,70.9,15.2,IoT Alert,True,False,14,True,False,417.0,Flat,,417.0,False
307,2025-04-12 05:55:30.359483,74.8,12.5,IoT Alert,True,False,7,True,False,448.0,House,,448.0,False
58,2025-04-12 06:55:30.359483,71.3,15.3,IoT Alert,True,False,30,False,False,136.0,Flat,6.0,136.0,False
357,2025-04-12 07:55:30.359483,71.7,13.0,IoT Alert,True,True,7,False,False,24.0,Flat,,24.0,False
6,2025-04-12 11:55:30.359483,71.3,13.0,IoT Alert,True,True,14,False,False,151.0,Flat,1.0,151.0,False
227,2025-04-12 14:55:30.359483,78.9,14.6,IoT Alert,True,True,0,False,False,357.0,Flat,,357.0,True
267,2025-04-12 15:55:30.359483,70.2,15.8,IoT Alert,True,True,0,False,False,146.0,Flat,,146.0,True
197,2025-04-12 18:55:30.359483,71.0,13.1,IoT Alert,True,True,7,True,False,224.0,Flat,3.0,224.0,True
33,2025-04-12 20:55:30.359483,72.7,15.5,IoT Alert,True,False,14,True,False,366.0,Block of Flats,9.0,366.0,True
24,2025-04-12 20:55:30.359483,74.9,15.1,IoT Alert,True,True,30,True,False,147.0,Flat,10.0,147.0,False
430,2025-04-12 20:55:30.359483,78.9,15.3,IoT Alert,True,False,7,True,False,358.0,Flat,,358.0,False
439,2025-04-12 23:55:30.359483,75.0,15.2,IoT Alert,True,False,30,True,False,99.0,House,,99.0,True
213,2025-04-12 23:55:30.359483,72.5,14.0,IoT Alert,True,False,60,False,False,401.0,Block of Flats,4.0,401.0,True
354,2025-04-13 01:55:30.359483,71.1,13.8,IoT Alert,True,False,30,False,False,219.0,Flat,,219.0,False
142,2025-04-13 02:55:30.359483,70.2,15.0,IoT Alert,True,True,0,False,False,186.0,Block of Flats,9.0,186.0,False
392,2025-04-13 02:55:30.359483,74.9,13.3,IoT Alert,True,True,14,False,False,70.0,Flat,,70.0,False
289,2025-04-13 03:55:30.359483,73.5,14.3,IoT Alert,True,True,0,False,False,375.0,House,,375.0,True
472,2025-04-13 04:55:30.359483,71.0,12.8,IoT Alert,True,True,7,True,False,166.0,House,,166.0,False
116,2025-04-13 05:55:30.359483,74.3,14.3,IoT Alert,True,True,90,False,False,309.0,House,5.0,309.0,False
280,2025-04-13 05:55:30.359483,72.8,12.2,IoT Alert,True,True,0,False,False,395.0,House,,395.0,False
357,2025-04-13 06:55:30.359483,71.8,15.6,IoT Alert,True,True,14,True,False,24.0,Flat,,24.0,False
348,2025-04-13 07:55:30.359483,78.9,13.7,IoT Alert,True,True,30,True,False,96.0,Flat,,96.0,False
209,2025-04-13 09:55:30.359483,73.1,15.9,IoT Alert,True,False,30,False,False,142.0,Flat,2.0,142.0,False
265,2025-04-13 09:55:30.359483,76.7,14.4,IoT Alert,True,True,14,True,False,437.0,Flat,,437.0,True
464,2025-04-13 10:55:30.359483,80.5,15.5,IoT Alert,True,False,0,False,False,385.0,Flat,,385.0,False
226,2025-04-13 13:55:30.359483,70.6,13.5,IoT Alert,True,False,7,False,False,218.0,Flat,,218.0,False
490,2025-04-13 15:55:30.359483,74.7,11.3,IoT Alert,True,False,14,True,False,173.0,Flat,,173.0,False
195,2025-04-13 15:55:30.359483,73.7,13.7,IoT Alert,True,True,0,True,False,12.0,House,1.0,12.0,False
66,2025-04-13 16:55:30.359483,71.0,13.9,IoT Alert,True,False,7,True,False,325.0,House,9.0,325.0,False
407,2025-04-13 16:55:30.359483,70.1,14.5,IoT Alert,True,False,0,True,False,13.0,House,,13.0,False
61,2025-04-13 17:55:30.359483,70.3,11.8,IoT Alert,True,True,0,False,False,160.0,House,6.0,160.0,False
241,2025-04-13 17:55:30.359483,70.3,15.8,IoT Alert,True,False,7,False,False,342.0,House,,342.0,False
460,2025-04-13 19:55:30.359483,71.9,12.8,IoT Alert,True,False,0,True,False,,Flat,,,
43,2025-04-13 21:55:30.359483,70.7,14.8,IoT Alert,True,True,14,False,False,120.0,Block of Flats,9.0,120.0,False
3,2025-04-13 23:55:30.359483,76.2,15.7,IoT Alert,True,True,30,False,False,35.0,Flat,5.0,35.0,False
7,2025-04-14 00:55:30.359483,70.9,15.0,IoT Alert,True,False,60,False,False,234.0,Flat,1.0,234.0,False
56,2025-04-14 01:55:30.359483,73.3,15.1,IoT Alert,True,False,7,False,False,56.0,Flat,1.0,56.0,False
52,2025-04-14 01:55:30.359483,70.4,14.8,IoT Alert,True,True,0,False,False,341.0,Flat,9.0,341.0,False
156,2025-04-14 03:55:30.359483,72.5,14.4,IoT Alert,True,False,0,False,False,4.0,Block of Flats,1.0,4.0,False
244,2025-04-14 04:55:30.359483,74.3,15.7,IoT Alert,True,False,30,False,False,,House,,,
482,2025-04-14 06:55:30.359483,74.7,12.0,IoT Alert,True,False,30,False,False,300.0,Flat,,300.0,True
200,2025-04-14 08:55:30.359483,71.3,15.6,IoT Alert,True,False,0,False,False,206.0,Flat,5.0,206.0,True
446,2025-04-14 09:55:30.359483,71.6,15.2,IoT Alert,True,False,90,True,False,,Flat,,,
463,2025-04-14 10:55:30.359483,71.8,13.8,IoT Alert,True,False,0,True,False,155.0,Flat,,155.0,False
258,2025-04-14 12:55:30.359483,71.2,13.5,IoT Alert,True,False,14,True,False,,House,,,
229,2025-04-14 15:55:30.359483,77.0,14.8,IoT Alert,True,True,30,True,False,207.0,Flat,,207.0,True
163,2025-04-14 15:55:30.359483,72.4,13.9,IoT Alert,True,False,60,False,False,376.0,Flat,2.0,376.0,False
16,2025-04-14 18:55:30.359483,72.1,12.0,IoT Alert,True,False,30,True,False,100.0,Flat,4.0,100.0,True
415,2025-04-14 18:55:30.359483,81.3,15.0,IoT Alert,True,False,60,True,False,88.0,Flat,,88.0,False
457,2025-04-14 19:55:30.359483,74.5,15.5,IoT Alert,True,False,7,False,False,,House,,,
448,2025-04-14 20:55:30.359483,70.9,13.4,IoT Alert,True,False,60,False,False,260.0,Flat,,260.0,True
252,2025-04-14 20:55:30.359483,70.6,14.7,IoT Alert,True,True,0,True,False,404.0,Flat,,404.0,False
390,2025-04-14 22:55:30.359483,70.6,14.4,IoT Alert,True,False,60,False,False,420.0,House,,420.0,False
307,2025-04-15 00:55:30.359483,70.1,14.6,IoT Alert,True,False,14,False,False,448.0,House,,448.0,False
443,2025-04-15 01:55:30.359483,71.0,10.2,IoT Alert,True,False,60,False,False,267.0,Flat,,267.0,False
186,2025-04-15 02:55:30.359483,76.8,15.3,IoT Alert,True,False,14,False,False,44.0,House,8.0,44.0,False
253,2025-04-15 05:55:30.359483,71.4,13.7,IoT Alert,True,False,30,False,False,,Flat,,,
406,2025-04-15 07:55:30.359483,74.6,15.7,IoT Alert,True,True,14,True,False,159.0,House,,159.0,True
92,2025-04-15 09:55:30.359483,73.6,15.5,IoT Alert,True,False,30,False,False,432.0,House,8.0,432.0,False
23,2025-04-15 09:55:30.359483,72.3,13.6,IoT Alert,True,True,0,True,False,50.0,Flat,1.0,50.0,True
318,2025-04-15 12:55:30.359483,71.6,15.5,IoT Alert,True,False,0,True,False,75.0,Flat,,75.0,False
455,2025-04-15 12:55:30.359483,74.1,14.8,IoT Alert,True,True,7,True,False,185.0,House,,185.0,False
384,2025-04-15 14:55:30.359483,70.4,10.1,IoT Alert,True,False,0,False,False,330.0,Flat,,330.0,True
179,2025-04-15 17:55:30.359483,76.0,14.4,IoT Alert,True,False,60,True,False,345.0,House,10.0,345.0,False
167,2025-04-15 18:55:30.359483,70.2,14.6,IoT Alert,True,False,7,True,False,444.0,House,1.0,444.0,True
301,2025-04-15 18:55:30.359483,81.4,13.7,IoT Alert,True,False,90,False,False,387.0,Block of Flats,,387.0,False
141,2025-04-15 19:55:30.359483,73.3,15.9,IoT Alert,True,False,7,True,False,135.0,House,9.0,135.0,False
486,2025-04-15 19:55:30.359483,90.2,13.1,IoT Alert,True,True,0,False,True,43.0,Flat,,43.0,True
372,2025-04-15 20:55:30.359483,77.3,14.1,IoT Alert,True,False,30,False,False,15.0,Flat,,15.0,False
190,2025-04-15 21:55:30.359483,70.5,15.0,IoT Alert,True,False,30,False,False,,Flat,9.0,,
315,2025-04-15 22:55:30.359483,75.6,14.5,IoT Alert,True,False,14,False,False,249.0,Flat,,249.0,False
304,2025-04-15 23:55:30.359483,77.2,13.1,IoT Alert,True,False,14,True,False,407.0,Block of Flats,,407.0,True
201,2025-04-15 23:55:30.359483,72.9,14.4,IoT Alert,True,True,30,False,False,369.0,Flat,5.0,369.0,False
107,2025-04-15 23:55:30.359483,73.2,12.7,IoT Alert,True,True,7,False,False,,Flat,9.0,,
292,2025-04-16 03:55:30.359483,72.9,15.7,IoT Alert,True,False,90,False,False,290.0,House,,290.0,False
186,2025-04-16 04:55:30.359483,71.8,13.6,IoT Alert,True,False,90,False,False,44.0,House,8.0,44.0,False
317,2025-04-16 05:55:30.359483,70.3,14.3,IoT Alert,True,False,30,True,False,19.0,Flat,,19.0,False
181,2025-04-16 06:55:30.359483,78.8,14.6,IoT Alert,True,False,0,False,False,87.0,Block of Flats,5.0,87.0,False
378,2025-04-16 07:55:30.359483,70.1,13.7,IoT Alert,True,False,30,True,False,7.0,Flat,,7.0,True
432,2025-04-16 07:55:30.359483,71.3,15.3,IoT Alert,True,False,0,False,False,95.0,Flat,,95.0,False
487,2025-04-16 09:55:30.359483,71.2,12.7,IoT Alert,True,False,0,False,False,406.0,Flat,,406.0,False
187,2025-04-16 10:55:30.359483,74.4,13.7,IoT Alert,True,True,7,False,False,329.0,Flat,4.0,329.0,False
333,2025-04-16 10:55:30.359483,73.9,12.1,IoT Alert,True,True,14,False,False,105.0,Flat,,105.0,False
245,2025-04-16 10:55:30.359483,72.2,15.9,IoT Alert,True,False,60,False,False,227.0,Block of Flats,,227.0,False
300,2025-04-16 11:55:30.359483,72.8,15.6,IoT Alert,True,True,30,False,False,214.0,Flat,,214.0,False
240,2025-04-16 12:55:30.359483,71.7,14.1,IoT Alert,True,True,30,True,False,266.0,Block of Flats,,266.0,False
298,2025-04-16 12:55:30.359483,78.3,13.1,IoT Alert,True,False,14,False,False,255.0,House,,255.0,False
292,2025-04-16 12:55:30.359483,72.2,14.2,IoT Alert,True,True,7,False,False,290.0,House,,290.0,False
428,2025-04-16 14:55:30.359483,75.6,14.3,IoT Alert,True,False,7,True,False,430.0,Flat,,430.0,True
441,2025-04-16 14:55:30.359483,70.5,13.3,IoT Alert,True,True,90,False,False,33.0,Flat,,33.0,True
463,2025-04-16 21:55:30.359483,70.1,15.7,IoT Alert,True,False,0,True,False,155.0,Flat,,155.0,False
169,2025-04-16 22:55:30.359483,70.2,15.8,IoT Alert,True,False,60,False,False,190.0,Flat,9.0,190.0,False
88,2025-04-16 22:55:30.359483,74.3,15.1,IoT Alert,True,False,14,True,False,,Flat,1.0,,
358,2025-04-16 23:55:30.359483,71.6,14.4,IoT Alert,True,True,14,False,False,156.0,Flat,,156.0,True
84,2025-04-17 00:55:30.359483,79.4,13.0,IoT Alert,True,False,30,False,False,202.0,Flat,4.0,202.0,True
105,2025-04-17 07:55:30.359483,79.1,13.4,IoT Alert,True,False,14,False,False,5.0,Flat,3.0,5.0,False
61,2025-04-17 08:55:30.359483,71.7,13.5,IoT Alert,True,False,60,True,False,160.0,House,6.0,160.0,False
192,2025-04-17 08:55:30.359483,72.1,13.6,IoT Alert,True,False,90,False,False,,Block of Flats,10.0,,
8,2025-04-17 09:55:30.359483,73.3,15.5,IoT Alert,True,True,14,True,False,168.0,House,9.0,168.0,True
201,2025-04-17 09:55:30.359483,70.2,15.9,IoT Alert,True,True,7,True,False,369.0,Flat,5.0,369.0,False
127,2025-04-17 09:55:30.359483,72.6,15.9,IoT Alert,True,False,14,False,False,129.0,Flat,2.0,129.0,True
233,2025-04-17 09:55:30.359483,70.9,11.6,IoT Alert,True,False,90,False,False,308.0,House,,308.0,False
236,2025-04-17 10:55:30.359483,73.1,13.6,IoT Alert,True,False,7,False,False,,Flat,,,
